title,creator,date,subject,description,category,section,publisher,source,identifier,language,rights,rightsstatement,type,format,original_link,verso_permalink
November 2021 Newsletter,"Himes, Katherine",2021,,Newsletter that was originally posted on the McClure Center website.,Newsletter,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Newsletter,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315855240001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679648201851
2020 Year-End Letter,"Cilek, Jeff; Reberger, Phil",2020-12-15,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323247780001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740248101851
Bundling innovations to transform agri-food systems,"Barrett, Christopher B.; Benton, Tim G.; Cooper, Karen A.; Fanzo, Jessica; Gandhi, Rikin; Herrero, Mario; James, Steven; Kahn, Mark; Mason-D'Croz, Daniel; Mathys, Alexander; Nelson, Rebecca J.; Shen, Jianbo; Thornton, Philip; Bageant, Elizabeth; Fan, Shenggen; Mude, Andrew G.; Sibanda, Lindiwe M.; Wood, Stephen",2020-12,Environmental Sciences; Environmental Sciences & Ecology; Environmental Studies; Green & Sustainable Science & Technology; Life Sciences & Biomedicine; Science & Technology; Science & Technology - Other Topics,"Coupling technological advances with sociocultural and policy changes can transform agri-food systems to address pressing climate, economic, environmental, health and social challenges. An international expert panel reports on options to induce contextualized combinations of innovations that can balance multiple goals.",Research Reports,,Springer Nature,"Nature sustainability, 3, 12, 974-976",,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,,https://verso.uidaho.edu/esploro/outputs/996659906101851
September 2020 Newsletter,"Himes, Katherine",2020-09,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323247930001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740248401851
June 2020 Newsletter,"Himes, Katherine",2020-06,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248030001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740248601851
March 2020 Newsletter,"Himes, Katherine",2020-03,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323247980001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740248501851
Housing Insecurity (2020),"Callahan, Crystal; Whitney, Gina",2020,,"The report examines the multifaceted issue of housing insecurity in Idaho, discussing rising housing costs, income disparities, and their impacts on residents.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315856050001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679344601851
Examining Collaboration within U.S. National Park Service Advisory Committees,"Foster, Megan",2020,"Hospitality, Leisure, Sport & Tourism; Social Sciences; Social Sciences - Other Topics","This study develops an evaluative tool for assessing collaboration within U.S. National Park Service (NPS) Federal Advisory Committees. Advisory committees are one of the mechanisms the NPS uses for active community participation. However, questions concerning the effective use of advisory committees have arisen in recent years, and because of this, a mass review of these committees, ordered by the Trump Administration, has led to questions about the efficacy and success of advisory committees. While a traditional metric that is used to judge success of these committees is the percent of recommendations that are implemented by the NPS, this metric does not recognize the synergistic benefits these forums provide for interaction, discussion, and collaboration. Drawing on an index of nine indicators that are extracted from the body of literature on collaborative governance, such as leadership and openness, a novel tool was created to measure collaboration within advisory committees. Through an analysis of committee meeting minutes spanning six cases, this paper fords that advisory committees tend to be collaborative and demonstrate that these committees are more than just a veil of participation or simply filling a required part of the public participation process. Committees were also found to play a valuable part",Research Reports,,SAGAMORE PUBLISHING LLC,"Journal of park and recreation administration, 38, 4, 75-89",,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,,https://verso.uidaho.edu/esploro/outputs/996659906201851
Early Childhood Care and Education in Idaho,"Whitney, Gina; Callahan, Crystal; Himes, Katherine",2020,,"This Needs Assessment is designed to help Idaho policymakers, administrators and stakeholders learn more about children and families in Idaho, their early childhood care and education (ECCE) needs and the quality and availability of the supports and services that allow Idaho's families and children to thrive. This is the first comprehensive assessment of early child care needs, the quality and availability of ECCE and the barriers that prevent Idaho children from achieving early literacy and early learning skills they need to succeed in school and life. The Needs Assessment was made possible by federal grant #90TP0077-01-00 and the Idaho Association for the Education of Young Children (Idaho AEYC). Its contents are solely the responsibility of the authors and do not necessarily represent the official view of the United States Department of Health and Human Services, Administration for Children and Families",Research Reports,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Research Reports,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315856170001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679344801851
"More than ""The Public"": A Case Study of Resident Inclusion in Decision-Making at Point Reyes National Seashore","Foster, Megan; Watt, Laura Alice",2019-12-31,Education & Educational Research; Environmental Sciences & Ecology; Environmental Studies; Life Sciences & Biomedicine; Science & Technology; Social Sciences,"The recent controversy over commercial uses on parkland at Point Reyes National Seashore (PRNS) has inspired this case study, which seeks to explore the integration of park residents into decision-making processes of the United States National Parks system. Specifically, this research evaluates the tensions between the various users at PRNS and explores the potential impact of a citizen's advisory commission at PRNS in terms of increasing interactions between the National Park Service (NPS), park residents, and the public. To carry out these objectives, this case study compares recent interactions at Point Reyes with those that took place during previous decades when an active citizens advisory commission was in place. This case study finds that the advisory commission at Point Reyes played a vital role as an intermediary, which facilitated productive interactions between the key local community, residents, and NPS.",Research Reports,,Univ California Press,"Case studies in the environment, 3, 1, 1-9",,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,,https://verso.uidaho.edu/esploro/outputs/996660147601851
The impact of stakeholder engagement on local policy decision making,"Nguyen Long, Le Anh; Foster, Megan; Arnold, Gwen",2019-12,Economic Policy; Political Science; Political Science and International Relations; Political Science and International Studies; Public Administration; Research Article,"We investigate how grassroots stakeholder engagement in municipal meetings shapes the decision making of local elected officials (LEOs) by examining the choices LEOs in New York State made on how to regulate high-volume hydraulic fracturing (HVHF) or fracking . We analyzed the content of 216 meeting minutes and 18 policy documents for 13 municipalities in New York. Our observations suggest that government responsiveness to local activism is shaped by the level of contestation between grassroots stakeholders. They reveal that contestation among grassroots stakeholders encourages LEOs to try to deflect responsibility for regulating fracking. When this contestation is high, LEOs tend to pursue actions which may limit but not prohibit HVHF within their jurisdiction. In contrast, when there is no contestation, LEOs more actively pursue substantive policy actions that prohibit HVHF. Generally, we find that that the level of contestation among grassroots stakeholders about HVHF impacts the political actions LEOs take.",Research Reports,,Springer US,"Policy sciences, 52, 4, 549, 549-571",,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,,https://verso.uidaho.edu/esploro/outputs/996659906901851
2019 End of Year Letter,"Himes, Katherine",2019-12,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248080001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740248701851
Analyzing drivers of fish biomass and biodiversity within community fish refuges in Cambodia,"Fiorella, Kathryn J.; Bageant, Elizabeth R.; Kim, Miratori; Sean, Vichet; Try, Vanvuth; MacDonell, Hillary J.; Baran, Eric; Kura, Yumiko; Brooks, Alan C.; Barrett, Christopher B.; Thilsted, Shakuntala H.",2019-09,Ecology; Environmental Sciences & Ecology; Environmental Studies; Life Sciences & Biomedicine; Science & Technology,"Freshwater social-ecological systems are shaped by site-specific characteristics, environmental change and annual fluctuations, and the actions of resource users and managers. Our primary aim is to analyze the relative effects of these multifacted forces on fishery productivity and biodiversity using the case of community-managed protected areas within Cambodia's rice field fisheries, known as community fish refuges. Our secondary aim is to take advantage of fixed-effects regression models, a rigorous approach that is common in other disciplines, yet novel to analysis of social-ecological system productivity, and allows comparison of each site to itself across time using observational data. We analyze the relative associations of site characteristics, annual fluctuations, biophysical modifications (e.g., deepening, creation of inlet/outlets, etc.), and governance capacity (i.e., community committee meeting intensity, fundraising to support illegal fishing patrols, etc.) with fish biomass and biodiversity within 40 refuges over three years. We find that seasonal and site-specific effects within this system relate strongly to biomass and species richness patterns. We also find an association between biomass and biodiversity and some elements of governance capacity building. Our findings suggest that in this settin",Research Reports,,Resilience Alliance,"Ecology and society, 24, 3, 18, 18",,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,,https://verso.uidaho.edu/esploro/outputs/996659906301851
Summer 2019 Newsletter,"Himes, Katherine",2019-08-29,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248230001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740249001851
August 2019 Newsletter,"Himes, Katherine",2019-08,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248180001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740248901851
Spring 2019 Newsletter,,2019-04-04,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248130001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740248801851
Community Management of Fish Refuges in Cambodian Rice-Field Fisheries,"Kim, Miratori; Bageant, Elizabeth R.; Thilsted, Shakuntala H.; Fiorella, Kathryn J.; Krueger, C C; Taylor, W W; Youn, S J",2019,Biodiversity & Conservation; Fisheries; Life Sciences & Biomedicine; Science & Technology,"Home to nearly 500 aquatic species, Cambodian freshwater fisheries are among the world's most diverse (Baran 2005). These diverse fisheries support the livelihoods and the food and nutrition security of millions of Cambodian people. However, these fisheries also face a range of threats, including conflicts with dam projects that disrupt fish movement and spawning, increasing harvest pressure, and unpredictable flood seasons. Rice -field fisheries support as much as 30% of all fish catch in Cambodia and are the site of a unique management strategy that has been implemented to sustainably improve fish catch and strengthen community governance: community fish refuges (CFRs). Community fish refuges have been encouraged by the government of Cambodia and are community -managed protected areas designed to increase fish productivity and protect biodiversity. We use governance scores to examine how support for CFRs from 2012 to 2015 has improved their governance across five dimensions (structure, planning, representation, fundraising, and networking) and the relationship between governance and fish biomass within CFRs. We find some associations between the governance scores and the biomass and biodiversity of the refuges, suggesting that improving governance may affect fishery productivity in this setting. Important less",Research Reports,,Amer Fisheries Soc,353-372,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,,https://verso.uidaho.edu/esploro/outputs/996660147801851
Hispanics: An Overview (2019),"Callahan, Crystal",2019,,"This report details the demographics, geographic distribution, economic well-being, and civic engagement of Idaho's Hispanic population, emphasizing their growing influence in the state.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315856090001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679649901851
SMR Economic Impact Report: Construction and Operation of a Small Modular Reactor Electric Power Generation Facility at the Idaho National Laboratory Site,"Black, Geoffrey; Peterson, Steven",2019,,"This economic analysis measures estimated impacts arising from the manufacturing and construction of the NuScale 12-pack Small Modular Reactors (SMRs) within the regional economy of eastern Idaho. Utilizing studies of the regional extent of employment, purchasing and other activities at the proposed Idaho National Laboratory (INL) site, this research estimates fiscal and economic impacts. Specifically, this study employs IMPLAN, the most widely used economic impact analysis model in the United States, to estimate the increased output (sales), gross regional product, employment, employee compensation and tax revenues resulting from the construction and operations of the proposed project. The impacts estimated here are provided at the eastern Idaho regional economy level, which consists of Bannock, Bear Lake, Bingham, Bonneville, Butte, Caribou, Clark, Custer, Franklin, Fremont, Jefferson, Lemhi, Madison, Oneida, Power and Teton counties.",Research Reports,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Research Reports,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315855970001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679344001851
2018 Year-End Letter,"Himes, Katherine",2018-12-04,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248310001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740249101851
October 2018 Newsletter,,2018-10-17,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248360001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740249201851
June 2018 Newsletter,,2018-06-26,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,DOI: 10.1016/j.cdnut.2023.100247,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248460001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740249401851
Effects of climate variability on freshwater fisheries in Cambodia's rice field fisheries: a longitudinal cohort study,"Fiorella, Kathryn J; Bageant, Elizabeth R; Ordonez, Karina Acosta; Kim, Miratori; Kura, Yumiko; Thilsted, Shakuntala H; Barrett, Christopher B",2018-05,,"Projections suggest that by 2050, climate change will reduce global fish catch by 3–13%, with fish catch falling by as much as 30% in some tropical marine systems. Freshwater fisheries are particularly susceptible to the warming effects of climate change because shallower, hydrologically distinct water bodies are easily affected by atmospheric temperatures and less easily accommodate fish migrations. Damage to freshwater fisheries is a problem particularly for poor and undernourished human populations, which are especially dependent on them. Despite the severity of projected climate change effects on fish catch and the risk to human health, few empirical studies have examined how fish catch is already responding to climate variability, the ways fishers are adapting to these changes, and how it affects people's consumption of fish, which are rich in micronutrients and fatty acids. We aim here to account for behavioural responses among fishers to identify the ecological effect of flood and weather on fish catch in Cambodian rice field fisheries, and patterns of fish consumption and nutrition in the local communities. In this longitudinal cohort study, we use a panel dataset collected by WorldFish of 400 households dependent on rice field fisheries over 3 years (19 distinct timepoints) to examine how changing flood",Research Reports,,Elsevier Ltd,Elsevier Ltd,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,,https://verso.uidaho.edu/esploro/outputs/996660147901851
March 2018 Newsletter,,2018-03-28,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,DOI: 10.1016/S2542-5196(18)30108-6,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248410001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740249301851
Idaho Family Forest Owners (2018),"Becker, Dennis; Cook, Philip",2018,,"This report examines family forest ownership and management, highlighting demographics, land management trends, and the significant role these forests play in Idaho's ecology and economy",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315855910001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679649701851
English Learner Students (2018),"Dearien, Christine",2018,,"This report details Idaho's strategies for supporting English Learners (ELs), highlighting the increasing number of EL students and the challenges they face, such as lower standardized test scores and high teacher caseloads. It emphasizes the need for professional development, additional resources, and the Title III Consortium to enhance EL education.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,DOI: 10.1038/s41893-020-00661-8,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315855990001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679344301851
Migratory Students (2018),"Dearien, Christine",2018,,"This report covers the challenges faced by migratory students in Idaho, including academic disruptions and frequent moves, and the support provided by the Migrant Education Program (MEP). It highlights the lower academic achievement and graduation rates among migratory students and the importance of programs aimed at improving their educational outcomes and leadership skills.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,DOI: 10.18666/JPRA-2020-10047,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315856010001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679344401851
Education for Idaho's Migratory Students (2018),"Dearien, Christine",2018,,"The report on English Learners (ELs) discusses Idaho's strategies to improve EL education through the Title III Consortium, emphasizing the need for increased resources, professional development, and equitable access to enhance language proficiency and academic outcomes",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857450001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247601851
Education for Idaho's English Learners (2018),"Dearien, Christine",2018,,"The report details Idaho's efforts to support English Learners (ELs) through various educational programs, highlighting challenges such as teacher shortages and the diverse languages spoken by ELs. It emphasizes the need for increased resources and professional development to improve educational outcomes for EL students.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857530001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348001851
Idaho's Title III Consortium for English Learner Students (2018),"Dearien, Christine",2018,,The report on migratory students highlights the unique challenges they face due to frequent relocations and the need for comprehensive support programs to improve their educational attainment and access to services.,Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857550001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679347901851
December 2017 Newsletter,,2017-12,,,Newsletter,,James A. & Louise McClure Center for Public Policy Research,James A. & Louise McClure Center for Public Policy Research,DOI: 10.1016/j.foodpol.2024.102764,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13323248520001851&download=true,https://verso.uidaho.edu/esploro/outputs/996740249501851
Community Impacts of Idaho's Dairy Workforce (2017),"Salant, Priscilla; Cruz, Erinn; Dearien, Christine; Wulfhorst, J.D.",2017,,"The report highlights the positive economic contributions of predominantly Hispanic dairy workers in Idaho's Magic Valley, emphasizing their role in local demographic growth and economic stability. Challenges include labor shortages and the need for better educational and integration resources to sustain community well-being.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857370001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679247001851
Climate Overview (2017),"Dearien, Christine; Salant, Priscilla",2017,,"The report discusses the impacts of climate change on Idaho's economy, highlighting increased wildfire frequency, reduced water availability, and health risks such as heat-related illnesses and air quality issues. It emphasizes the challenges and opportunities these changes pose for Idaho's natural resources and key industries like agriculture, forestry, and outdoor recreation.",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857490001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348201851
Life Choices of High School Seniors (2017),"Henscheid, Jean; McHugh, Cathleen; Dearien, Christine",2017,,"The report investigates why Idaho's high school graduates have low postsecondary enrollment rates, noting significant gender disparities, different motivations, and the crucial influence of parents' education levels. It underscores the need for targeted support strategies for students and parents, as well as engaging businesses to promote further education",Idaho at a Glance Policy Briefs,,"James A. & Louise McClure Center for Public Policy Research, University of Idaho",Idaho at a Glance Policy Briefs,,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,https://verso.uidaho.edu/view/pdfCoverPage?instCode=01ALLIANCE_UID&filePid=13315857590001851&download=true,https://verso.uidaho.edu/esploro/outputs/996679348401851
