objectid,title,author,reader,creator type,date,subject,description,location,lat long,grade-level,identifier,format,digital specifications,language,rights,standardized rights,type,contributing institution,date created,date modified,reference url,cdmid,soundid,soundlink,contentdm file name,contentdm file path
guidedread184,Labrador Retrievers (Audio),"Fowers, Brooke",Isla Rosewood,Teacher,2014,,Audio recording of a First  grade level informational text about dogs .,,,First,LabradorRetrievers,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/184,184,,,185.mp3,/guidedread/image/185.mp3
guidedread168,Lewis and Clark,"Finley, Annie",Isla Rosewood,Teacher,2014,,Second grade level informational text about Lewis and Clark.,,,Second,LewisandClark,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/168,168,188,189.mp3,169.pdf,/guidedread/image/169.pdf
guidedread188,Lewis and Clark (Audio),"Finley, Annie",Isla Rosewood,Teacher,2014,,Audio recording of a Second grade level informational text about Lewis and Clark.,,,Second,LewisandClark,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/188,188,,,189.mp3,/guidedread/image/189.mp3
guidedread223,Life on the Farm,"Wallen, Brianna",Adrienne Vitullo,Teacher,2016,farm animals,informational text about farms animals,,,first,Farm,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/223,223,225,226.mp3,224.pdf,/guidedread/image/224.pdf
guidedread225,Life on the Farm (Audio),"Wallen, Brianna",Adrienne Vitullo,Teacher,2016,farm animals,informational text about farms animals,,,first,Farm,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/225,225,,,226.mp3,/guidedread/image/226.mp3
guidedread623,Making Strides: A Brief Overview of Important Female Leaders in United States Politics,McKenna Nowak,Adrienne Vitullo,Student,2017,women; politics; government,informational text about women in government,,,fourth,WomenPolitics,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/623,623,906,300.mp3,657.cpd,/guidedread/supp/623/index.pdf
guidedread906,Making Strides: A Brief Overview of Important Female Leaders in United States Politics,McKenna Nowak,Adrienne Vitullo,Student,2017,women; politics; government,informational text about women in government,,,fourth,WomenPolitics,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/906,906,,,300.mp3,/guidedread/image/300.mp3
guidedread643,Manatees,Alexis Suomi,Adrienne Vitullo,Student,2017,manatees; life cycle; habitat,informational text about manatees,,,third,Manatees,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/643,643,886,280.mp3,677.cpd,/guidedread/supp/643/index.pdf
guidedread886,Manatees,Alexis Suomi,Adrienne Vitullo,Student,2017,manatees; life cycle; habitat,informational text about manatees,,,third,Manatees,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/886,886,,,280.mp3,/guidedread/image/280.mp3
guidedread665,Marie Curie,Hannah Kessler,Adrienne Vitullo,Student,2017,Marie Curie; science,informational text about Marie Curie,,,fifth,MarieCurie,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/665,665,893,287.mp3,699.cpd,/guidedread/supp/665/index.pdf
guidedread893,Marie Curie,Hannah Kessler,Adrienne Vitullo,Student,2017,Marie Curie; science,informational text about Marie Curie,,,fifth,MarieCurie,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/893,893,,,287.mp3,/guidedread/image/287.mp3
guidedread252,Modern Dance: Alvin Ailey,"Alverez, Katrina",none,Teacher,2016,,informational text about Alvin Ailey and modern dance,,,,Ailey,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/252,252,nullo,,253.pdf,/guidedread/image/253.pdf
guidedread257,Modern Dance: Jose Limon,"Alverez, Katrina",none,Teacher,2016,,informational text about Jose Limon and modern dance,,,,Limon,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/257,257,nullo,,258.pdf,/guidedread/image/258.pdf
guidedread687,Monica Brown,Jamie Dodge,Adrienne Vitullo,Student,2017,Jamie Dodge; Arizona; children's literature,informational text about Monica Brown,,,fourth,MonicaBrown,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/687,687,894,288.mp3,721.cpd,/guidedread/supp/687/index.pdf
guidedread894,Monica Brown,Jamie Dodge,Adrienne Vitullo,Student,2017,Jamie Dodge; Arizona; children's literature,informational text about Monica Brown,,,fourth,MonicaBrown,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/894,894,,,288.mp3,/guidedread/image/288.mp3
guidedread169,Mountain Bluebird,"Stewart, Morgan",Isla Rosewood,Teacher,2014,,Fourth grade level informational text about birds.,,,Fourth,MountainBlueBird,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/169,169,197,198.mp3,170.pdf,/guidedread/image/170.pdf
guidedread197,Mountain Bluebird (Audio),"Stewart, Morgan",Isla Rosewood,Teacher,2014,,Audio recording of a Fourth grade level informational text about birds.,,,Fourth,MountainBluebird,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/197,197,,,198.mp3,/guidedread/image/198.mp3
guidedread909,Nature Poems,Second Graders (Lena Whitmore),Laura Flanagan,Student,2018,nature; poetry,"This book was created by the second graders in Mrs.  McNally’s class at Lena Whitmore Elementary. Students  explored poetry elements, read a series of poems, and  learned about art elements. Students drew and  photographed their subject. Then students wrote their  poems about nature.",,,second,NaturePoems,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/909,909,908,909.mp3,910.pdf,/guidedread/image/910.pdf
guidedread908,Nature Poems (Audio),Second Graders (Lena Whitmore),Adrienne Vitullo,Student,2018,nature; poetry,"This book was created by the second graders in Mrs.  McNally’s class at Lena Whitmore Elementary. Students  explored poetry elements, read a series of poems, and  learned about art elements. Students drew and  photographed their subject. Then students wrote their  poems about nature.",,,second,NaturePoems,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/908,908,,,909.mp3,/guidedread/image/909.mp3
guidedread706,New Hampshire,Brianna Reasoner,Adrienne Vitullo,Student,2017,New Hampshire; state,informational text about New Hampshire,,,fourth,New_Hampshire,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/706,706,888,282.mp3,740.cpd,/guidedread/supp/706/index.pdf
guidedread888,New Hampshire,Brianna Reasoner,Adrienne Vitullo,Student,2017,New Hampshire; state,informational text about New Hampshire,,,fourth,New_Hampshire,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/888,888,,,282.mp3,/guidedread/image/282.mp3
guidedread170,Ngorongoro Crater,"Jensen, Sherry",Isla Rosewood,Teacher,2014,,First grade level informational text about craters.,,,First,ngorongoro_crater,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/170,170,181,182.mp3,171.pdf,/guidedread/image/171.pdf
guidedread181,Ngorongoro Crater (Audio),"Jensen, Sherry",Isla Rosewood,Teacher,2014,,Audio recording of a First grade level informational text about craters.,,,First,ngorongoro_crater,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/181,181,,,182.mp3,/guidedread/image/182.mp3
guidedread717,Oaxaca,Cindy Pitkin,Adrienne Vitullo,Student,2017,Oaxaca; Mexico; Day of the Dead; culture,"informational text about Oaxaca, Mexico",,,fifth,Oaxaca,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/717,717,898,292.mp3,751.cpd,/guidedread/supp/717/index.pdf
guidedread898,Oaxaca,Cindy Pitkin,Adrienne Vitullo,Student,2017,Oaxaca; Mexico; Day of the Dead; culture,"informational text about Oaxaca, Mexico",,,fifth,Oaxaca,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/898,898,,,292.mp3,/guidedread/image/292.mp3
guidedread218,Olympic National Park,"Trager, Zoe",Adrienne Vitullo,Teacher,2016,national parks; nature; climate; weather,informational text about Olympic National Park,,,first,Olympic_Park,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/218,218,219,220.mp3,219.pdf,/guidedread/image/219.pdf
guidedread219,Olympic National Park (Audio),"Trager, Zoe",Adrienne Vitullo,Teacher,2016,national parks; nature; climate; weather,informational text about Olympic National Park,,,first,Olympic_Park,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/219,219,,,220.mp3,/guidedread/image/220.mp3
guidedread149,Orca Whales,"Kramer, Katie",Isla Rosewood,Teacher,2014,orca; whales,Third -grade level information text about Orca whales,,,Third,OrcaWhale,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/149,149,185,186.mp3,150.pdf,/guidedread/image/150.pdf
guidedread185,Orca Whales (Audio),"Kramer, Katie",Isla Rosewood,Teacher,2014,,Audio recording of a Third grade level informational text about whales.,,,Third,OrcaWhale,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/185,185,,,186.mp3,/guidedread/image/186.mp3
guidedread221,Pacific Northwest,"Fisher, Genna",Adrienne Vitullo,Teacher,2016,geography; regions; location; climate,informational text about the Pacific Northwest,,,sixth,Pacific_Northwest,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/221,221,222,223.mp3,222.pdf,/guidedread/image/222.pdf
guidedread222,Pacific Northwest (Audio),"Fisher, Genna",Adrienne Vitullo,Teacher,2016,geography; regions; location; climate,informational text about the Pacific Northwest,,,sixth,Pacific_Northwest,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/222,222,,,223.mp3,/guidedread/image/223.mp3
guidedread732,Photosynthesis,Rochelle Hopkins,Adrienne Vitullo,Student,2017,photosynthesis; plants,informational text about photosynthesis,,,third,Photosynthesis,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/732,732,900,294.mp3,766.cpd,/guidedread/supp/732/index.pdf
guidedread900,Photosynthesis,Rochelle Hopkins,Adrienne Vitullo,Student,2017,photosynthesis; plants,informational text about photosynthesis,,,third,Photosynthesis,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/900,900,,,294.mp3,/guidedread/image/294.mp3
guidedread750,Pigs,Hannah Lancaster,Adrienne Vitullo,Student,2017,pigs; farm; 4-H,informational text about pigs,,,fifth,Pigs,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2018-05-30,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/750,750,901,295.mp3,784.cpd,/guidedread/supp/750/index.pdf
guidedread901,Pigs,Hannah Lancaster,Adrienne Vitullo,Student,2017,pigs; farm; 4-H,informational text about pigs,,,fifth,Pigs,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2018-02-26,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/901,901,,,295.mp3,/guidedread/image/295.mp3
guidedread173,Planets,"Murphy, Jennifer",Isla Rosewood,Teacher,2014,,First grade level informational text about planets.,,,First,Planets,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/173,173,193,194.mp3,174.pdf,/guidedread/image/174.pdf
guidedread193,Planets (Audio),"Murphy, Jennifer",Isla Rosewood,Teacher,2014,,Audio recording of a First  grade level informational text about planets.,,,First,Planets,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/193,193,,,194.mp3,/guidedread/image/194.mp3
guidedread148,Pretty Palominos,"McKay, Chelsea",Isla Rosewood,Teacher,2014,palomino horses;horse; habitat,Second-grade level informational text about Palominos,,,Second,Palominos,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/148,148,154,155.mp3,149.pdf,/guidedread/image/149.pdf
guidedread154,Pretty Palominos (Audio),"McKay, Chelsea",Isla Rosewood,Teacher,2014,,Audio recording of a Second-grade level informational text about Palominos,,,Second,Palominos,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/154,154,,,155.mp3,/guidedread/image/155.mp3
guidedread227,Pugs,"Rasulo, Abbie",Adrienne Vitullo,Teacher,2016,pugs; dogs,informational text about pugs,,,first,Pug,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/227,227,228,229.mp3,228.pdf,/guidedread/image/228.pdf
guidedread228,Pugs (Audio),"Rasulo, Abbie",Adrienne Vitullo,Teacher,2016,pugs; dogs,informational text about pugs,,,first,Pug,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Sound,University of Idaho,2016-09-22,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/228,228,,,229.mp3,/guidedread/image/229.mp3
guidedread151,Rainbow Trout,"Bailey, Jessica",Isla Rosewood,Teacher,2014,trout; fish,Second-grade level information text about Rainbow Trout,,,Second,rainbowtrout,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/151,151,156,157.mp3,152.pdf,/guidedread/image/152.pdf
guidedread156,Rainbow Trout (Audio),"Bailey, Jessica",Isla Rosewood,Teacher,2014,,Audio recording of a Second-grade level information text about Rainbow Trout,,,Second,rainbowtrout,audio/mp3,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,sound,University of Idaho,2014-11-11,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/156,156,,,157.mp3,/guidedread/image/157.mp3
guidedread174,Recycling,"Mahoney, Alex",Isla Rosewood,Teacher,2014,,Fifth grade level informational text about recycling.,,,Fifth,recycling,application/pdf,Born Digital Publication,eng,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,University of Idaho,2015-02-23,2018-05-30,http://digital.lib.uidaho.edu:80/cdm/ref/collection/guidedread/id/174,174,182,183.mp3,175.pdf,/guidedread/image/175.pdf
