title,creator,description,date,date_approximate,subject,source,publisher,identifier,format,type,rights,rightsstatement,language,digital_specifications,date_digital,location,latitude,longitude,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Evaluation of Simple Quantile Estimation Functions for Modeling Forest Diameter Distributions in Even-Aged Stands of Interior Douglas-fir,"Newberry, J.D.; Moore, J.A.; Zhang, L.","The method of percentiles usually involves simultaneously solving equations for probability distribution parameters as functions of sample-based estimates of the appropriate quantiles. Eight simple distribution-free methods for estimating quantiles from sample-based order statistics were evaluated empirically using even-aged Douglas-fir (Pseudotsuga menziesii var. glauca (Beissn.) Franco) diameter distributions from the Inland Northwest. Two methods, calculated by weighting adjacent order statistics. consistently gave the best results for both the Weibull and Johnson's So distributions. Certain distributional shapes were also evaluated to determine if they influenced the quantile estimation method. Although some influence was detected. the best methods were usually best across all categories.",1993-03-29,,research (document genres); statistics;,"Newberry, J.D., J.A. Moore, L. Zhang. 1993. Evaluation of simple quantile estimation functions for modeling forest diameter distributions in even-aged stands of interior Douglas-fir. Can. J. For. Res. Vol. 23:2376-2382",Canadian Journal of Forest Research,Eval_Simple_Quantile_Est_Functions_Modeling_Forest_Diam_Dist_in_Even-Aged_Stands_Interior_DF_CanJFR_023_1993,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/883,883,forestryresearch883,pdf,forestryresearch883.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch883.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch883_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch883_th.jpg,
Disaggregating Stand Volume Growth to Individual Trees,"Zhang, L.; Moore, J.A.; Newberry, J.D.","A disaggregation function, relative size-growth (RSG), was proposed and developed for interior Douglas-fir (Pseudotsuga menziesii var. glauca [Beissn] Franco) to distribute stand volume to a list of individual trees. The RSG function was formulated as a quadratic equation relating relative tree growth to relative tree size in a stand. The shape of the RSG function was linear, convex, or concave depending on initial stand conditions and structure. A recursive system of equations was developed to predict the three coefficients of the RSG function using initial stand density, mean tree size, and coefficient of variation of tree size distribution as predictor variables. This disaggregation function determines within-stand growth of individual trees and simulates stand development and dynamics. The RSG function provides a biologically based link between whole-stand and individual tree resolution models.",1993-05-01,yes,research (document genres); trees; statistics;,"Zhang, L., J.A. Moore, J.D. Newberry. 1993. Disaggregating Stand Volume Growth to Individual Trees. For. Sci. 38(2):295-308.",Forest Science,Disaggregating_Stand_Volume_Growth_to_Individual_Trees_ForSci_039_002_1993,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/884,884,forestryresearch884,pdf,forestryresearch884.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch884.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch884_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch884_th.jpg,
IFTNC Forest Health Experiment,Intermountain Forest Tree Nutrition Cooperative,"A set of papers outlining how to install plots for an experiment, as well as data collection sheets for the same experiment.",1994,yes,research (document genres); methodology;,"Intermountain Forest Tree Nutrition Cooperative. 1994.IFTNC Forest Health Experiment: Installation Set-up Procedures, Univ. of Idaho, Moscow.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",IFTNC_Forest_Health_Experiment_IFTNC_1994,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/885,885,forestryresearch885,pdf,forestryresearch885.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch885.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch885_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch885_th.jpg,
Nitrogen and Potassium Concentrations after Fertilization on Mixed Conifer Stands in North Central Washington,"Garrison, M.T.; Moore, J.A.","Post fertilization foliar nitrogen and potassium concentrations and needle weights were examined for Douglas-fir (Pseudotsuga menzeisii), lodgepole pine (pinus contorta) and ponderosa pine (pinus ponderosa) in north central Washington. Foliar nitrogen concentration was found to increase and foliar potassium concentration to remain the same or decrease following fertilization. Lodgepole pine showed the most efficient uptake for both nitrogen and potassium. Potassium to nitrogen ratios decreased following treatment. Needle weights for lodgepole pine  increased following fertilization. Foliar magnesium, boron, iron and zinc levels were also examined for lodgepole pine and ponderosa pine occurring on pumice soils versus glacial till soils. Response to treatment varied widely, but expected nutrient deficiencies due to pumice soils did not materialize except for lodgepole pine magnesium levels on untreated plots. Boron and iron showed unexpected increases on pumice soils following combined nitrogen and potassium treatment, leading us to suspect that some other soil layer may underlie the pumice soil.",1995-04-01,yes,research (document genres); forest management; fertilizer; timber (lumber);,"Garrison, M.T., and J.A. Moore. 1995. Nitrogen and Potassium Concentrations after Fertilization on Mixed Conifer Stands in North Central Washington. FWR, Univ. of Idaho, Moscow, 36+ 20 appendix pages.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Nitrogen_and_Potassium_Concentrations_After_Fertilization_on_Mixed_Conifer_Stands_in_NCWashington_IFTNC_1995,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/886,886,forestryresearch886,pdf,forestryresearch886.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch886.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch886_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch886_th.jpg,
The Role of Nutrition in the Health of Inland Western Forests,"Mandzak, J.M.; Moore, J.A.","In this paper we present evidence supporting the premise that forest nutrition, nutrient cycling and nutrient management are critical factors for the health of Inland Western forests and for management of the ecosystems. The current state of knowledge suggests that inadequate tree nutrition, particularly potassium shortage, influences tree chemistry such that inadequate plant defensive compounds are produced. Pathogens and insects are unusually successful in attacking such trees. Forest managers have substantial influence on the forest nutritional environment through nearly all types of silvicultural treatments.",1905-06-16,,research (document genres); forest management; forests (plant communities);,"Mandzak, J.M. and J.A. Moore, 1994. The role of nutrition in the health of inland western forests. J. Sust. For. 2:191-210",Journal of Sustainable Forestry; Assessing Forest Ecosystem Health in the Inland West,The_Role_of_Nutrition_in_the_Health_of_Inland_Western_Forests_JSF_002_0012_1994,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/887,887,forestryresearch887,pdf,forestryresearch887.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch887.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch887_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch887_th.jpg,
Four Year Response to N and K Fertilization for Douglas-fir in South-Central Wasthington (Klickitat),"Shaw, T.M.; Mika, P.G.; Moore, J.A.","Four years after fertilizer treatments were applied, the average gross rf volume per acre increased 13% on those plots receiving 200 lb. nitrogen (N) acre and 10% on those plots receiving 200 lb. N acre plus 200 lb. potassium (K) acre. Absolute and relative gross and net volume response show similar treatment effects. The addition of K in the fertilizer mix did not directly increase volume growth over the controls, but K did decrease mortality. In addition, results from this study show that K significantly increased tree height growth.",1995-03-27,,research (document genres); fertilizer; timber (lumber); statistics;,"Shaw, T.M., P.G. Mika, and J.A. Moore, 1995. Four Year Response to N and K Fertilization for Douglas-fir in South-Central Washington (Klickitat). FWR, Univ. of Idaho, Moscow.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Four_Year_Response_to_N_and_K_Fertilization_for_DF_in_SCWashington_(Klickitat)_IFTNC_1995,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/888,888,forestryresearch888,pdf,forestryresearch888.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch888.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch888_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch888_th.jpg,
A Summary of Geologic Information used by the Intermountain Forest Tree Nutrition Cooperative to Estimate Potassium Content of Rock,"Garrison, M.","The IFTNC currently classifies parent materials based on four rock types: Basic-Igneous (Basaltic), Acid- Igneous (Granitic), Metasedimentary, and Mixed (glacial till). In order to further clarify health-related issues and their potential association with parent materials, a more specific classification of parent materials according to content of certain critical elements, especially potassium (K) would be helpful. Such a classification system should allow us to categorize the rock types found on geologic maps and publications according to element content and contribution to soil-available nutrient supply. The purpose of this paper is to present a classification of rock types based on K content; the discussion of rock contribution to soil-available K supply will be discussed separately. The following classification system was developed based on a literature review of basic mineralogical, petrographical, geochemical and geological information.",1996-04-01,yes,research (document genres);,"Garrison, M.T. 1996. Summary of the geologic classification system used by the Intermountain Forest Tree Nutrition Cooperative to estimate potassium content of rocks. FWR, Univ. of Idaho, Moscow. 4 p.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",A_Summary_of_Geologic_Information_used_by_the_IFTNC_to_Estimate_Potassium_Content_of_Rock_IFTNC_1996,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/889,889,forestryresearch889,pdf,forestryresearch889.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch889.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch889_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch889_th.jpg,
Two Year Basal Area Response to N and K Fertilization for Mixed Conifer Stands in North Central Washington,"Shaw, T.; Moore, J.","Two years after fertilization, overall gross basal area response was 31.1% on those plots receiving the 200 lb. nitrogen (N) acre and 33.8% on those plots receiving 200 lb. nitrogen plus 200 lb. potassium (K) acre. Results from this study show that response was different by species, with lodgepole pine expressing higher absolute and relative response than ponderosa pine, western larch or mixed conifer for both treatments. Sites that were predominately ponderosa pine expressed low growth but did show good relative (percent) response to the treatments. Western larch and mixed species sites expressed good absolute response. Gross Basal area response was similar to foliar nutrient and needle weight response. The addition of potassium to the fertilizer mix did not significantly affect two year basal area growth or response.",1996,yes,research (document genres); fertilizer; timber (lumber); statistics;,"Shaw, T.M. and J.A. Moore, 1996. Two year basal area response to N and K fertilization for mixed conifer stands in north central Washington, Okanogan National Forest. FWR, Univ. of Idaho, Moscow, 34 p.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Two_Year_Basal_Area_Response_to_N_and_K_Fertilization_for_Mixed_Conifer_Stands_in_NCWashington_IFTNC_1996,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/890,890,forestryresearch890,pdf,forestryresearch890.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch890.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch890_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch890_th.jpg,
Spatial Variation in Conifer Foliar Nutrient Concentrations,"Avila, R.A.; Miller, S.M.; Moore, J.A.","The spatial distribution of foliar nutrient concentrations in Douglas-fir and grand fir species was investigated in a study conducted in northern Idaho. Mensurational data were collected from 55 Douglas-fir and 69 grand fir individual trees from 14 one-half acre plots. Foliage samples from the third whorl ofeach tree were taken, and tree positions were mapped using a Global Positional System (GPS). A stochastic modeling method, the sequential conditional Gaussian simulation, was used to study tree volume and foliar nutrient flow dynamics. Spatial variations were analyzed between individual tree measurements and nitrogen, potassium and boron concentrations under different fertilization treatments. The study showed that there are species differences in the distribution of foliage nutrient concentrations and tree biomass. Potassium and boron concentrations were lower in plots treated with high nitrogen rates. Boron concentration values were higher on the untreated plot.",1996-10-03,,research (document genres); fertilizer; timber (lumber); statistics;,"Avila, R.A., S.M. Miller and J.A. Moore, 1996. Spatial variation in conifer foliar nutrient concentrations, pp 354-372 in Proc Southern Forestry Geographic Information Systems Conference, Athens GA.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Spatial_Variation_Conifer_Foliar_Nutrient_Consentrations_Proceedings_of_the_Southern_Forestry_GIS_Conference_1996,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/891,891,forestryresearch891,pdf,forestryresearch891.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch891.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch891_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch891_th.jpg,
A Summary of Geologic Information used by the Intermountain Forest Tree Nutrition Cooperative to Estimate Potassium Content of Rocks,"Garrison, M.T.","The IFTNC currently classifies parent materials based on four rock types: Basic-Igneous (Basaltic), Acid- Igneous (Granitic), Metasedimentary, and Mixed (glacial till). In order to further clarify health-related issues and their potential association with parent materials, a more specific classification of parent materials according to content of certain critical elements, especially potassium (K) would be helpful. Such a classification system should allow us to categorize the rock types found on geologic maps and publications according to element content and contribution to soil-available nutrient supply. The purpose of this paper is to present a classification of rock types based on K content; the discussion of rock contribution to soil-available K supply will be discussed separately. The following classification system was developed based on a literature review of basic mineralogical, petrographical, geochemical and geological information.",1996-03-01,yes,research (document genres);,"Garrison, M.T. 1996. A summary of geologic information used by the Intermountain Forest Tree Nutrition Cooperative to estimate potassium content of rocks. FWR, Univ. of Idaho, Moscow. 25 p.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",A_Summary_of_Geologic_Information_used_by_the_IFTNC_to_Estimate_Potassium_Content_of_Rocks_IFTNC_1996,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/892,892,forestryresearch892,pdf,forestryresearch892.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch892.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch892_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch892_th.jpg,
Two-Year Growth Response to Multi-Nutrient Fertilizer Application on Boise Cascade Lands in Northeast Oregon,"Mika, P.G.","In spring of 1995 two fertilizer trials were installed on Boise Cascade lands in northeast Oregon, one at Clear Creek in a young Ponderosa pine plantation, the other at Noregaard in a natural mixed conifer stand. Six growth monitoring plots were established at each site, three of which were treated with a multi-nutrient fertilizer; the other three plots remained untreated for use as experimental controls. Plot sizes of 0.05 and 0.1 acres were used at the Clear Creek and Noregaard installations, respectively.",1996-10-29,,research (document genres); forest management; fertilizer; timber (lumber);,"Mika, P.G., 1996. Two-year growth response to multi-nutrient fertilizer application on Boise Cascade Lands in Northeast Oregon. FWR, Univ. of Idaho, Moscow.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Two-Year_Growth_Response_to_Multi-Nutrient_Fertilizer_Application_on_Boise_Cascade_Lands_in_NEOregon_IFTNC_1996,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/893,893,forestryresearch893,pdf,forestryresearch893.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch893.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch893_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch893_th.jpg,
Foliar Nutrient Characteristics after Mixed Fertilizer Application on Boise Cascade Lands in Northeast Oregon,"Mika, P.G.","In spring of 1995 two fertilizer trials were installed on Boise Cascade lands in northeast Oregon, one at Clear Creek in a young Ponderosa pine plantation, the other at Noregaard in a natural mixed conifer stand. Six growth monitoring plots were established at each site, three of which were treated with a multi-nutrient fertilizer; the other three plots remained untreated for use as experimental controls.",1996-11-06,,research (document genres); forest management; fertilizer; timber (lumber);,"Mika, P.G., 1996. Foliar nutrient characteristics after mixed fertilizer application on Boise Cascade lands in northeast Oregon, Addendum: Foliar sulphur concentrations. FWR, Univ. of Idaho, Moscow.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Foliar_Nutrient_Characteristics_after_Mixed_Fertilizer_Application_on_Boise_Cascade_Lands_in_NEOregon_IFTNC_1996,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/894,894,forestryresearch894,pdf,forestryresearch894.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch894.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch894_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch894_th.jpg,
Height-Diameter Equations for Ten Tree Species in the Inland Northwest,"Moore, J.A.; Zhang, L.; Stuck, D.","Individual tree height-diameter equations were developed for ten major species in the inland Northwest. The Wykoff function in the Stand Prognosis Model and the Lundqvist function were fit to data which included many large-sized trees. The two models fit the data equally well for all species. Prediction results using the existing Prognosis equation, the refitted Wykoff function, and the Lundqvist function showed that the three models predicted similar heights for trees of small diameter. However, both the refitted Wykoff function and the Lundqvist function predicted larger tree heights for trees with dbh greater than 20 in. for most species. The estimated heights for tree diameters of 70 or 80 in. from  the Lundqvist function were closer to the observed 'asymptotic' tree heights than the other two. The Lundqvist function showed lower prediction errors for the validation data for the majority of the tree species, especially for large-sized trees.",1996,yes,research (document genres); trees; statistics;,"Moore, J.A., L. Zhang and D. Stuck, 1996. Height-diameter equations for ten tree species in the Inland Northwest. West. J. Appl. For. 11(4):132-137",Western Journal of Applied Forestry,Height-Diameter_Equations_for_Ten_Tree_Species_in_the_Inland_NW_WJAF_011_004_1996,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/895,895,forestryresearch895,pdf,forestryresearch895.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch895.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch895_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch895_th.jpg,
"IFTNC Field Design, Methods and Establishment Seedling Establishment/Nutrition","Shaw, T.M.; Moore, J.A.; Mika, P.G.; Garrison, M.T.",The design and methods for an experiment conducted by the Intermountain Forest Tree Nutrition Cooperative with the following objective: Establish experimental areas to study the effects of mineral nutrition on tree health and vigor within seedling establishment stands on different mineralogy ('good and bad') of underlying rock.,1997-04-01,,research (document genres); fertilizer; timber (lumber); statistics;,"Shaw, T.M., J.A. Moore, P.G. Mika and M.T. Garrison. 1997. IFTNC Field Design, Methods and Establishment Seedling Establishment / Nutrition. FWR, Univ. of Idaho, Moscow.","Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",IFTNC_Field_Design_Methods_and_Establishment_IFTNC_1997,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/896,896,forestryresearch896,pdf,forestryresearch896.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch896.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch896_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch896_th.jpg,
Effects of Intermediate Silvicultural Treatments on the Distribution of Within-Stand Growth,"Moore, J.A.; Zhang, L.; Newberry, J.D.","The distribution of within-stand basal growth following silvicultural treatments was investigated using a relative size -relative growth (RSG) function. The effects of thinning on the distdbution of tree basal area, including changes in location or scale, can be incorporated into the estimation of the RSG function parameters. Additional stand growth due to fertilization can also be allocated to individual trees using the same RSG function, since the contribution of a tree's response to total stand treatment response depends on its relative size in the stand. Statistical tests and validation of the RSG function indicated that thinning and fertilization do not alter the characteristic relationships between tree size, stand density, stand structure, and the relative distribution of growth across size classes within a stand. Therefore, silvicultural treatment growth responses predicted at a whole-stand level of resolution can be disaggregated to a list of individual trees using the RSG function developed from untreated plots.",1993-08-24,,research (document genres); forest management; statistics;,"Moore, J.A., L. Zhang, J.D. Newberry. 1994. Effects of Intermediate Silvicultural treatments on the distribution of within stand growth. Can. J. For. Res. 24:398-404",Canadian Journal of Forest Research,Effects_of_Intermediate_Silvicultural_ Treatments_on_the_Distribution_of_Within-Stand_Growth_CanJFR_024_1993,application/pdf,Text,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Orginal paper copy scanned and combined into a .pdf by IFTNC,2014,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/forestryresearch/id/897,897,forestryresearch897,pdf,forestryresearch897.pdf,https://objects.lib.uidaho.edu/forestryresearch/forestryresearch897.pdf,https://objects.lib.uidaho.edu/forestryresearch/small/forestryresearch897_sm.jpg,https://objects.lib.uidaho.edu/forestryresearch/thumbs/forestryresearch897_th.jpg,
