title,creator,description,date,date_is_approximate,subject-lcsh,subject,relation,contributing_institution,publisher_digital,digital_collection_website,source,identifier,publisher,format_original,type,format,digitization_specifications,rights,rightsstatement,language,date_digital,coverage,idaho_county,latitude,longitude,cdm_url,cdmid,objectid,timelinejs,display_template,filename,object_location,image_small,image_thumb,errors
Dworshak Dam Project 85 (Batch plant and railroad system),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph taken in May. Batch plant & mini railroad system that hauls the concrete out to the cable towers.,1968-05,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; machinery; roads; may; batch plants; railroad; concrete,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00836,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.518638,-116.298995,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/571,571,dworshak571,,image,dworshak571.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak571.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak571_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak571_th.jpg,
Dworshak Dam Project 86 (cable tower),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph taken in May, shows a cable tower and below the coffer dam is the constructors repair location.",1968-05,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; machinery; roads; may; cable towers; coffer dam; concrete,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00837,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/572,572,dworshak572,,image,dworshak572.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak572.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak572_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak572_th.jpg,
Dworshak Dam Project 87 (batch plant),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph taken in July. A nice color shot of the batch plant, mini railroad that hauls the carload of concrete to the cable system, & yellow fly ash towers & crushed rock.",1968-07,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; machinery; trucks; july; batch plants; railroad; fly ash; crushed rock; concrete,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00838,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.518638,-116.298995,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/573,573,dworshak573,true,image,dworshak573.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak573.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak573_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak573_th.jpg,
Dworshak Dam Project 88 (solid granite),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph taken in July. A closeup of the solid granite that provided the base for the dam, and , of course, the concrete. Note on reverse reads 'You will see here come faults that had to be routed out and the placement of the concrete in them. Also note the little patch of water, this had to be routed out to solid base.'",1968-07,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; construction; july; granite; dam; concrete,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00839,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/574,574,dworshak574,true,image,dworshak574.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak574.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak574_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak574_th.jpg,
Dworshak Dam Project 89 (batch plant),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph looking straight down on the job. Showing the batch plant, crushed rock & tops of the cable towers.",1968,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; machinery; batch plants; crushed rock; cable towers; concrete,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00840,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.518638,-116.298995,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/575,575,dworshak575,,image,dworshak575.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak575.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak575_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak575_th.jpg,
Dworshak Dam Project 90 (diversion tunnel),"Curtis, Albert B. (Albert Bruce), 1903-1985",Telephoto shot taken in July looking down at the mouth of diversion tunnel and fish catching facility.,1968-07,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; scaffolding; july; tunnel; fish,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00841,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/576,576,dworshak576,true,image,dworshak576.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak576.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak576_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak576_th.jpg,
Dworshak Dam Project 91 (diversion tunnel),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph of the top of the coffer dam, which was used for a parking lot - 110 ft. high.",1968,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; trucks; coffer dam; cars; parking lot,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00842,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/577,577,dworshak577,,image,dworshak577.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak577.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak577_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak577_th.jpg,
Dworshak Dam Project 92 (concrete),"Curtis, Albert B. (Albert Bruce), 1903-1985",Aerial view showing the very start of laying concrete on the base of the dam.  Also is seen the mouth of the diversion tunnel.,1968,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; roads; dam; tunnel; concrete,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00843,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/578,578,dworshak578,,image,dworshak578.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak578.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak578_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak578_th.jpg,
Dworshak Dam Project 93 (project area),"Curtis, Albert B. (Albert Bruce), 1903-1985",Aerial view of the project area.,1968,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; roads; aerial views; dam,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00844,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/579,579,dworshak579,,image,dworshak579.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak579.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak579_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak579_th.jpg,
Dworshak Dam Project 94 (Elk creek),"Curtis, Albert B. (Albert Bruce), 1903-1985",Aerial view of the clearing up the pool near Elk creek.,1968,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; forests; clearing; creek,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00845,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/580,580,dworshak580,,image,dworshak580.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak580.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak580_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak580_th.jpg,
Dworshak Dam Project 95 (fish hatchery),"Curtis, Albert B. (Albert Bruce), 1903-1985",Aerial view of fish hatchery. Lower Orofino can be seen on the lower side of the photo.,1969,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; roads; bridges; fish hatchery; orofino,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00846,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.501508,-116.321354,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/581,581,dworshak581,,image,dworshak581.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak581.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak581_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak581_th.jpg,
Dworshak Dam Project 96 (fish hatchery),"Curtis, Albert B. (Albert Bruce), 1903-1985",Aerial view of the forks of the river & fish hatchery. Lower Orofino can be seen on the lower side of the photo.,1969,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; roads; bridges; fish hatchery; orofino,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00847,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.501508,-116.321354,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/582,582,dworshak582,,image,dworshak582.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak582.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak582_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak582_th.jpg,
Dworshak Dam Project 97 (coffer dam),"Curtis, Albert B. (Albert Bruce), 1903-1985","Aerial view shows from upstream the coffer dam.  Note the flat top for parking, diversion tunnel & the very base of the dam being placed.",1969,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; roads; coffer dam; parking lot; tunnel,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00848,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/583,583,dworshak583,,image,dworshak583.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak583.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak583_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak583_th.jpg,
Dworshak Dam Project 1 (1963),"Curtis, Albert B. (Albert Bruce), 1903-1985","Aerial view of what the country at the dam site looked like before any construction. Note on back: ""This is Bruce's Eddy, the first name of the dam. Later it was changed and the name by Congressional action became Dworshak, after Senator Dworshak. Here you see the right angle turn of the river. Just below this is the location of the structure to be as you will later see. The little foot bridge across the river went over to the Merry place. People who lived on the little farm that you will note. The road went from Orofino to Dent, upstream some 20 miles. In far distance, downstream, you will see Ahsahka (just a little of it) and the Riverside area of what became later a part of Orofino.""",1963,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00693,,black and white photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/584,584,dworshak584,true,image,dworshak584.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak584.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak584_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak584_th.jpg,
Dworshak Dam Project 98 (coffer dam),"Curtis, Albert B. (Albert Bruce), 1903-1985","Photograph looking downstream - the coffer dam, diversion tunnel & base of dam.",1969,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; roads; coffer dam; tunnel,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00849,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,,,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/585,585,dworshak585,,image,dworshak585.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak585.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak585_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak585_th.jpg,
Dworshak Dam Project 99 (coffer dam),"Curtis, Albert B. (Albert Bruce), 1903-1985","Aerial view looking upstream.  The very base of the dam is being laid.  Also shown are the tubes coming out, the penstocks for power & coffer dam.",1969,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; roads; base; tubes; penstocks; coffer dam,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00850,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/586,586,dworshak586,,image,dworshak586.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak586.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak586_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak586_th.jpg,
Dworshak Dam Project 100 (dam base),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph looking into the base of the dam from downstream.,1969,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; aerial views; roads; base,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00851,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.513913,-116.297579,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/587,587,dworshak587,,image,dworshak587.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak587.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak587_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak587_th.jpg,
Dworshak Dam Project 101 (spillway),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing the spillway & base of dam as it nears completion.,1972,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; dam; base; spillway,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00852,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.515758,-116.298196,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/588,588,dworshak588,true,image,dworshak588.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak588.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak588_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak588_th.jpg,
Dworshak Dam Project 102 (spillway),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph taken in July showing 30 M CFs water coming through.,1972-07,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; dam; july; base; spillway,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00853,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.515758,-116.298196,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/589,589,dworshak589,,image,dworshak589.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak589.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak589_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak589_th.jpg,
Dworshak Dam Project 103 (spillway),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing the spillway & the powerhouse under construction.,1972,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; machinery; spillway; powerhouse,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00854,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.515758,-116.298196,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/590,590,dworshak590,,image,dworshak590.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak590.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak590_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak590_th.jpg,
Dworshak Dam Project 104 (spillway),"Curtis, Albert B. (Albert Bruce), 1903-1985",Photograph showing the spillway in full operation & the top of the dam.  About 100 ft. to go to top it out.,1972,,"Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);",dworshak dam project; dam; construction; spillway,PG 13,"University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/",http://www.lib.uidaho.edu/digital/dworshak/,MG 147,13-00855,,color photograph,Image;StillImage,image/jpeg,JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.,"Material produced by the United States Army Corp of Engineers and is in Public Domain. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",https://creativecommons.org/publicdomain/mark/1.0/,eng,2011,Dworshak Dam (Idaho),Clearwater County,46.515758,-116.298196,http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/591,591,dworshak591,,image,dworshak591.jpg,https://objects.lib.uidaho.edu/dworshak/dworshak591.jpg,https://objects.lib.uidaho.edu/dworshak/small/dworshak591_sm.jpg,https://objects.lib.uidaho.edu/dworshak/thumbs/dworshak591_th.jpg,
