title,description,creator,recipient,date,date-is-approximate?,item-information,subject,related-publication,publisher-digital,source,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,cdm_url,cdmid,contentdm-file-name,contentdm-file-path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
To All Enquirers [08],"A form letter addressed to enquirers about Psychiana, urging them to read the 6000 word lecture that will soon be mailed to them.",,,1942,yes,single-page; form letters,God-Law; God-Realm,,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1038,1038,765.pdf,/psychiana/image/765.pdf,psychiana1038,pdf,psychiana1038.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1038.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1038_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1038_th.jpg,""
"The True God Will Always Provide Materially as well as Spiritually. Beware of Any God Who Offers You a Home in Heaven, But Nothing Down Here",A flyer featuring testimonial letters and a reassurance that other churches will oppose the teachings of Psychiana.,,,1942,yes,single-page; flyers,Testimonials; Criticizing Orthodox Religion; Truth,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_045,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1039,1039,766.pdf,/psychiana/image/766.pdf,psychiana1039,pdf,psychiana1039.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1039.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1039_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1039_th.jpg,""
"Is it True That the Power of God is Being Actually and Literally Manifested in Human Lives Through the Teaching Coming out of Moscow, Idaho?","Flyer offering $100,000 to anyone who can prove that the testimonial letters were paid for and urging the reader to enroll.",,,1942,yes,single-page; flyers,"Moscow, Idaho; Truth; Power of God; Testimonials",,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_038,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1040,1040,767.pdf,/psychiana/image/767.pdf,psychiana1040,pdf,psychiana1040.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1040.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1040_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1040_th.jpg,""
Unaddressed envelope [04],"An unaddressed envelope with the preprinted return address of Dr. Frank B. Robinson, Moscow, Idaho. 'Fourth' is written in pencil on the envelope.",,,1942,yes,single-page; envelopes,"Moscow, Idaho",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_047,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1041,1041,768.pdf,/psychiana/image/768.pdf,psychiana1041,pdf,psychiana1041.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1041.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1041_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1041_th.jpg,""
Unaddressed envelope [05],"An unaddressed envelope with the preprinted return address of Dr. Frank B. Robinson, Moscow, Idaho. 'Fifth' is written in pencil on the envelope.",,,1942,yes,single-page; envelopes,"Moscow, Idaho",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_050,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1042,1042,769.pdf,/psychiana/image/769.pdf,psychiana1042,pdf,psychiana1042.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1042.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1042_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1042_th.jpg,""
"Letters Similar to Those Reproduced Have Come to Us, Not By the Thousand, Not By the Tens of Thousands, But By the Hundreds of Thousands. We Do Not Even Keep Them Any More",A flyer discussing what Psychiana is and the many testimonial letters they receive.,,,1942,yes,single-page; flyers,"Moscow, Idaho; Testimonials; Spirit of God",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_052,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1043,1043,770.pdf,/psychiana/image/770.pdf,psychiana1043,pdf,psychiana1043.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1043.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1043_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1043_th.jpg,""
"The Staggering Power We Are Teaching will Revolutionize Thought and, Sooner or Later, will be Known Throughout the World","A flyer discussing how Psychiana is different from church theology and provides some testimonial letters. The flyer also offers $100,000 to prove the letter was paid for.",,,1942,yes,multiple-page; flyers,"Moscow, Idaho; Testimonials; Criticizing Orthodox Religion; Truth; Power of God",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_056,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1044,1044,771.pdf,/psychiana/image/771.pdf,psychiana1044,pdf,psychiana1044.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1044.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1044_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1044_th.jpg,""
Letter from Frank B. Robinson [01],A form letter from Frank B. Robinson to inquirers about Psychiana discussing the Power of God.,"Robinson, Frank B.",My dear friend,1942,yes,single-page; form letter,"Moscow, Idaho; Power of God; Spirit of God; Truth; Material Abundance; Spiritual Abundance",,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_058,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1045,1045,772.pdf,/psychiana/image/772.pdf,psychiana1045,pdf,psychiana1045.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1045.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1045_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1045_th.jpg,""
The Next Six Months Will Rock the World,A flyer discussing the second world war and the possibility of the United Nations losing.,,,1942,yes,multiple-page; flyers,"Moscow, Idaho; World War; Power; God-Power",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_060,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1046,1046,773.pdf,/psychiana/image/773.pdf,psychiana1046,pdf,psychiana1046.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1046.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1046_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1046_th.jpg,""
"All America Is Asking Itself This Question. Is There a God, and If There Is - Why Doesn't He Stop This War?","A flyer discussing the war, why God won't stop the war, and the power of God.",,,1942,yes,single-page; flyers,"Moscow, Idaho; World War; Power of God; Criticizing Orthodox Religion; Spirit of God",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_061,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1047,1047,774.pdf,/psychiana/image/774.pdf,psychiana1047,pdf,psychiana1047.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1047.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1047_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1047_th.jpg,""
Letter from Frank B. Robinson [02],A form letter from Frank B. Robinson addressing fear about the war and the tremendous Spiritual Power available through Psychiana.,"Robinson, Frank B.",My dear friend,1942,yes,single-page; form letter,"Moscow, Idaho; Power of God; Spiritual Power; World War; Hitler",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_062,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1048,1048,775.pdf,/psychiana/image/775.pdf,psychiana1048,pdf,psychiana1048.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1048.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1048_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1048_th.jpg,""
The United States and Other Peace-Loving Nations Are In Deadly Peril,A flyer addressing the war and the spiritual power of god.,,,1942,yes,single-page; flyers,World War; Fear; Truth; Spirit of God; Power of God; Hitler,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_063,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1049,1049,776.pdf,/psychiana/image/776.pdf,psychiana1049,pdf,psychiana1049.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1049.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1049_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1049_th.jpg,""
Letter from Frank B. Robinson [03],A form letter from Frank B. Robinson discussing orthodox religion and the Power of God.,"Robinson, Frank B.",My dear friend,1942,yes,single-page; form letters,"Moscow, Idaho; Criticizing Orthodox Religion; Power of God; God-Power; Spirit of God",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_064,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1050,1050,777.pdf,/psychiana/image/777.pdf,psychiana1050,pdf,psychiana1050.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1050.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1050_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1050_th.jpg,""
Unaddressed envelope [02],"An unaddressed envelope with the preprinted return address of Dr. Frank B. Robinson, Moscow, Idaho. 'Second' is written in pencil on the envelope.",,,1942,yes,single-page; envelopes,"Moscow, Idaho",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_040,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1051,1051,778.pdf,/psychiana/image/778.pdf,psychiana1051,pdf,psychiana1051.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1051.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1051_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1051_th.jpg,""
Grimmer Grows the Future,A flyer addressing the war and the Power of God available through Psychiana.,,,1942,yes,single-page; flyers,World War; Hitler; Power of God; Spirit of God,,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_065,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1052,1052,779.pdf,/psychiana/image/779.pdf,psychiana1052,pdf,psychiana1052.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1052.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1052_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1052_th.jpg,""
Letter from Frank B. Robinson [04],A form letter from Frank B. Robinson addressing the spirit of god and the war.,"Robinson, Frank B.",My dear friend,1942,yes,single-page; form letters,World War; Hitler; Power of God; Criticizing Orthodox Religion,,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_066,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1053,1053,780.pdf,/psychiana/image/780.pdf,psychiana1053,pdf,psychiana1053.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1053.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1053_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1053_th.jpg,""
Handwritten note,A handwritten note on the back of stationary about printing a document on one side only.,,,1943,yes,single-page; notes,Printing,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 14",MG101_b7_f14_010,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1054,1054,781.pdf,/psychiana/image/781.pdf,psychiana1054,pdf,psychiana1054.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1054.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1054_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1054_th.jpg,""
Handwritten note on envelope [01],A handwritten note on an envelope about printing application blanks.,,,1943,yes,single-page; notes,Printing,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 14",MG101_b7_f14_011,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1055,1055,782.pdf,/psychiana/image/782.pdf,psychiana1055,pdf,psychiana1055.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1055.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1055_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1055_th.jpg,""
Handwritten note on envelope [02],A handwritten note on an envelope. The note seems to imply that after a poor turnout at a lecture the direct mail and mailing department was shut down in 1944.,,,1944,yes,single-page; notes,Mailing,,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 15",MG101_b7_f15_004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1056,1056,783.pdf,/psychiana/image/783.pdf,psychiana1056,pdf,psychiana1056.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1056.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1056_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1056_th.jpg,""
Psychiana (the New Psychological Religion) Introductory Lecture,Introductory lecture by Frank B. Robinson about the revolutionary teaching of Psychiana.,"Robinson, Frank B.",,1929,yes,multiple-page; lectures,"Power of God; Moscow, Idaho; God-Law; God-Power;",,"University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/","MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 15",MG101_b7_f15_021,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1057,1057,784.pdf,/psychiana/image/784.pdf,psychiana1057,pdf,psychiana1057.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1057.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1057_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1057_th.jpg,""
Unaddressed envelope [03],"An unaddressed envelope with the preprinted return address of Dr. Frank B. Robinson, Moscow, Idaho. 'Third' is written in pencil on the envelope.",,,1942,yes,single-page; envelopes,"Moscow, Idaho",,University of Idaho Library Digital Initiatives - http://www.lib.uidaho.edu/digital/,"MG 101, Frank Bruce Robinson. Papers, 1929-1951, University of Idaho Library Special Collections and Archives, http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana","MG-101, Box 7, Folder 13",MG101_b7_f13_043,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,http://archiveswest.orbiscascade.org/ark:/80444/xv97133/op=fstyle.aspx?t=k&q=psychiana,http://digital.lib.uidaho.edu:80/cdm/ref/collection/psychiana/id/1058,1058,785.pdf,/psychiana/image/785.pdf,psychiana1058,pdf,psychiana1058.pdf,https://objects.lib.uidaho.edu/psychiana/psychiana1058.pdf,https://objects.lib.uidaho.edu/psychiana/small/psychiana1058_sm.jpg,https://objects.lib.uidaho.edu/psychiana/thumbs/psychiana1058_th.jpg,""
