objectid,title,title_alt,date,creator,description,subject,category,site,period_of_record,frequency,source,type,format,rights,rightsstatement,original_url,filename,display_template,object_location,image_small,image_thumb,notes
ng_pub_019,Towards a molecular understanding of N cycling in northern hardwood forests under future rates of N deposition,,2013,"Freedman, Z., S.D. Eisenlord, D.R. Zak, K. Xue, Z. He, and J. Zhou",,,Article,,,,"Soil Biology and Biochemistry, Volume 66, November 2013, https://doi.org/10.1016/j.soilbio.2013.07.010",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Freedman et al 2013 Gradient molecular N cycling.pdf,freedman_et_al_2013_gradient_molecular_n_cycling.pdf,record,https://doi.org/10.1016/j.soilbio.2013.07.010,https://objects.lib.uidaho.edu/nitrogen-gradient/small/freedman_et_al_2013_gradient_molecular_n_cycling_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/freedman_et_al_2013_gradient_molecular_n_cycling_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_020,Chronic nitrogen deposition and the composition of active arbuscularmycorrhizal fungi,,2013,"van Diepen, L.T.A., E.M. Entwistle, and D.R. Zak",,,Article,,,,"Applied Soil Ecology, Volume 72, October 2013, https://doi.org/10.1016/j.apsoil.2013.05.012",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/van Diepen et al 2013 Gradient AM cmty comp.pdf,van_diepen_et_al_2013_gradient_am_cmty_comp.pdf,record,https://doi.org/10.1016/j.apsoil.2013.05.012,https://objects.lib.uidaho.edu/nitrogen-gradient/small/van_diepen_et_al_2013_gradient_am_cmty_comp_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/van_diepen_et_al_2013_gradient_am_cmty_comp_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_021,Chronic nitrogen deposition alters the structure and function of detrital food webs in a northern hardwood ecosystem,,2013,"Gan, H., D.R. Zak, and M.D. Hunter",,,Article,,,,"Ecological Applications, Volume 23, Issue 6, https://doi.org/10.1890/12-1895.1",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Gan et al 2013 Gradient soil foodwebs.pdf,gan_et_al_2013_gradient_soil_foodwebs.pdf,record,https://doi.org/10.1890/12-1895.1,https://objects.lib.uidaho.edu/nitrogen-gradient/small/gan_et_al_2013_gradient_soil_foodwebs_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/gan_et_al_2013_gradient_soil_foodwebs_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_022,Chronic nitrogen deposition reduces the abundance of dominant forest understory and groundcover species,,2013,"Talhelm, A.F., A.J. Burton, K.S. Pregitzer, and M.A. Campione",,,Article,,,,"Forest Ecology and Management, Volume 293, April 2013, https://doi.org/10.1016/j.foreco.2012.12.020",Text,,,,,,record,https://doi.org/10.1016/j.foreco.2012.12.020,,,
ng_pub_023,Microbial mechanisms mediating increased soil C storage under elevated atmospheric N deposition,,2013,"Eisenlord, S.D., Z. Freedman, D.R. Zak, K. Xue, Z. He, and J. Zhou",,,Article,,,,"Applied and Environmental Microbiology, Vol. 80, No. 14, https://doi.org/10.1128/AEM.01224-14",Text,,,,,,record,https://doi.org/10.1128/AEM.03156-12,,,
ng_pub_024,Nitrogen saturation,,2012,"Pregitzer, K.S., and A.F. Talhelm",,,Article,,,,"Berkshire Encyclopedia of Sustainability, Volume 5",Text,,,,,,record,,,,
ng_pub_025,Sinks for nitrogen inputs in terrestrial ecosystems: a meta-analysis of 15N tracer field studies,,2012,"Templer, P.H., et al.",,,Article,,,,"Ecology, Volume 93, Issue 8, August 2012,  https://doi.org/10.1890/11-1146.1",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Templer et al 2012 15N tracer meta analaysis.pdf,templer_et_al_2012_15n_tracer_meta_analaysis.pdf,record,https://doi.org/10.1890/11-1146.1,https://objects.lib.uidaho.edu/nitrogen-gradient/small/templer_et_al_2012_15n_tracer_meta_analaysis_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/templer_et_al_2012_15n_tracer_meta_analaysis_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_026,Dispersal limitation and the assembly of soil Actinobacteria communities in a long-term chronosequence,,2012,"Eisenlord, S.D., D.R. Zak, and R.A. Upchurch",,,Article,,,,"Ecology and Evolution, Volume 2, Issue 3, March 2012, https://doi.org/10.1002/ece3.210",Text,application/pdf,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Eisenlord et al 2012 Actinobacteria cmty assembly chronosequence.pdf,eisenlord_et_al_2012_actinobacteria_cmty_assembly_chronosequence.pdf,pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/eisenlord_et_al_2012_actinobacteria_cmty_assembly_chronosequence.pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/small/eisenlord_et_al_2012_actinobacteria_cmty_assembly_chronosequence_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/eisenlord_et_al_2012_actinobacteria_cmty_assembly_chronosequence_th.jpg,
ng_pub_027,Chronic N Deposition Does Not Apparently Alter the Biochemical Composition of Forest Floor and Soil Organic Matter,,2012,"Thomas, D.C., D.R. Zak, and T.R. Filley",,,Article,,,,"Soil Biology and Biochemistry, Volume 54, November 2012, https://doi.org/10.1016/j.soilbio.2012.05.010",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Thomas et al 2012 N deposition soil C chemistry.pdf,thomas_et_al_2012_n_deposition_soil_c_chemistry.pdf,record,https://doi.org/10.1016/j.soilbio.2012.05.010,https://objects.lib.uidaho.edu/nitrogen-gradient/small/thomas_et_al_2012_n_deposition_soil_c_chemistry_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/thomas_et_al_2012_n_deposition_soil_c_chemistry_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_028,Anthropogenic N Deposition Increases Soil C Storage by Decreasing the Extent of Litter Decay: Analysis of Field Observations with an Ecosystem Model,,2012,"Whittinghill, K.A., W.S. Currie, D.R. Zak, A.J. Burton, and K.S. Pregitzer",,,Article,,,,"Ecosystems, Volume 15, February 2012, https://doi.org/10.1007/s10021-012-9521-7",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Whittinghill et al 2012 Gradient Litter Decomp Model.pdf,whittinghill_et_al_2012_gradient_litter_decomp_model.pdf,record,https://doi.org/10.1007/s10021-012-9521-7,https://objects.lib.uidaho.edu/nitrogen-gradient/small/whittinghill_et_al_2012_gradient_litter_decomp_model_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/whittinghill_et_al_2012_gradient_litter_decomp_model_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_029,Air pollution and the changing biogeochemistry of northern forests,,2012,"Talhelm, A.F., K.S. Pregitzer, A.J. Burton, and D.R. Zak",,,Article,,,,"Frontiers in Ecology and the Environment, Volume 10, Issue 4,  https://doi.org/10.1890/110007",Text,,,,,,record,https://doi.org/10.1890/110007,,,
ng_pub_030,Simulated N deposition negatively impacts sugar maple regeneration in a northern hardwood ecosystem,,2011,"Patterson, S.L., D.R. Zak, A.J. Burton, A.F. Talhelm, and K.S. Pregitzer",,,Article,,,,"Journal of Applied Ecology, Volume 49, Issue 1, February 2012,  https://doi.org/10.1111/j.1365-2664.2011.02090.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Patterson et al 2011 Gradient HM Seedlings.pdf,patterson_et_al_2011_gradient_hm_seedlings.pdf,record,https://doi.org/10.1111/j.1365-2664.2011.02090.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/patterson_et_al_2011_gradient_hm_seedlings_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/patterson_et_al_2011_gradient_hm_seedlings_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_031,Chronic N deposition alters root respiration-tissue N relationship in northern hardwoods forests,,2011,"Burton, A.J., J.C. Jarvey, M.P. Jarvi, D.R. Zak, and K.S. Pregitzer",,,Article,,,,"Global Change Biology, Volume 18, Issue 1, January 2012, https://doi.org/10.1111/j.1365-2486.2011.02527.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Burton et al 2011 Root respiration N concentration.pdf,burton_et_al_2011_root_respiration_n_concentration.pdf,record,https://doi.org/10.1111/j.1365-2486.2011.02527.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/burton_et_al_2011_root_respiration_n_concentration_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/burton_et_al_2011_root_respiration_n_concentration_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_032,"Mercury distribution across 14 U.S. forests. Part I: Spatial patterns of concentrations in biomass, litter, and soils",,2011,"Obrist, D., et al.",,,Article,,,,"Michigan Nitrogen Deposition Gradient Study, University of Idaho",Text,application/pdf,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Obrist et al 2011 Hg Pools US Forests.pdf,obrist_et_al_2011_hg_pools_us_forests.pdf,pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/obrist_et_al_2011_hg_pools_us_forests.pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/small/obrist_et_al_2011_hg_pools_us_forests_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/obrist_et_al_2011_hg_pools_us_forests_th.jpg,
ng_pub_033,Simulated atmospheric N deposition alters fungal community composition and suppresses ligninolytic gene expression in a northern hardwood forest,,2011,"Edwards, I.P., D.R. Zak, H. Kellner, S.D. Eisenlord, and K.S. Pregitzer",,,Article,,,,"Michigan Nitrogen Deposition Gradient Study, University of Idaho",Text,,,,,,record,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0020421,,,
ng_pub_034,No evidence that chronic nitrogen additions increase photosynthesis in mature sugar maple forests,,2011,"Talhelm, A.F., K.S. Pregitzer, and A.J. Burton",,,Article,,,,"Michigan Nitrogen Deposition Gradient Study, University of Idaho",Text,,,,,,record,http://www.esajournals.org/doi/abs/10.1890/10-2076.1,,,
ng_pub_035,Microbial responses to a changing environment: implications for the future functioning of terrestrial ecosystems,,2011,"Zak, D.R., K.S. Pregitzer, A.J. Burton, I.P. Edwards, and H. Kellner",,,Article,,,,"Fungal Ecology, Volume 4, Issue 6, 2011, DOI:10.1016/j.funeco.2011.04.001",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zak et al 2011 Microbial responses N dep.pdf,zak_et_al_2011_microbial_responses_n_dep.pdf,record,https://doi.org/10.1016/j.funeco.2011.04.001,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zak_et_al_2011_microbial_responses_n_dep_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zak_et_al_2011_microbial_responses_n_dep_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_036,Simulated nitrogen deposition affects community structure of arbuscular mycorrhizal fungi in northern hardwood forests,,2011,"van Diepen, L.T.A., E.A. Lilleskov, and K.S. Pregitzer",,,Article,,,,"Molecular Ecology, Volume 20, Issue 4, February 2011, https://doi.org/10.1111/j.1365-294X.2010.04969.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/van Diepen et al 2011 AM community structure Gradient.pdf,van_diepen_et_al_2011_am_community_structure_gradient.pdf,record,https://doi.org/10.1111/j.1365-294X.2010.04969.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/van_diepen_et_al_2011_am_community_structure_gradient_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/van_diepen_et_al_2011_am_community_structure_gradient_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_037,Nitrogen turnover in the leaf litter and fine roots of sugar maple,,2010,"Pregitzer, K.S., D.R. Zak, A.F. Talhelm, A.J. Burton, and J.R. Eikenberry.",,,Article,,,,"Ecology, Volume 91, Issue 12, https://doi.org/10.1890/10-0633.1",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer et al 2010 Gradient 15N Turnover.pdf,pregitzer_et_al_2010_gradient_15n_turnover.pdf,record,https://doi.org/10.1890/10-0633.1,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_et_al_2010_gradient_15n_turnover_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_et_al_2010_gradient_15n_turnover_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_038,Simulated nitrogen deposition causes a decline of intra- and extraradical abundance of arbuscular mycorrhizal fungi and changes in microbial community structure in northern hardwood forests,,2010,"van Diepen, L.T.A., E.A. Lilleskov, K.S. Pregitzer, and R.M. Miller",,,Article,,,,"Ecosystems, Volume 13, June 2010, https://doi.org/10.1007/s10021-010-9347-0",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/van Diepen et al 2010 AM abundance.pdf,van_diepen_et_al_2010_am_abundance.pdf,record,https://doi.org/10.1007/s10021-010-9347-0,https://objects.lib.uidaho.edu/nitrogen-gradient/small/van_diepen_et_al_2010_am_abundance_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/van_diepen_et_al_2010_am_abundance_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_039,Simulated Atmospheric Nitrogen Deposition Alters Actinobacterial Community Composition in Forest Soils,,2010,"Eisenlord, S.D., and D.R. Zak",,,Article,,,,"Soil Science Society of America Journal, Volume 74, Issue 4, https://doi.org/10.2136/sssaj2009.0240",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Eisenlord and Zak 2010 SSSAJ.pdf,eisenlord_and_zak_2010_sssaj.pdf,record,https://doi.org/10.2136/sssaj2009.0240,https://objects.lib.uidaho.edu/nitrogen-gradient/small/eisenlord_and_zak_2010_sssaj_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/eisenlord_and_zak_2010_sssaj_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_040,Fungi unearthed: transcripts encoding lignocellulolytic and chitinolyic enzymes in forest soil,,2010,"Kellner, H., D.R. Zak, and M. Vandenbol.",,,Article,,,,Fungi unearthed: transcripts encoding lignocellulolytic and chitinolyic enzymes in forest soil,Text,,,,,,record,http://www.plosone.org/article/info%3Adoi%2F10.1371%2Fjournal.pone.0010971,,,
ng_pub_041,Are basidiomycete laccase gene abundance and composition related to reduced lignolytic activity under elevated atmospheric NO,,2009,"Hassett, J.E., D.R. Zak, C.B. Blackwood, and K.S. Pregitzer",,,Article,,,,"Microbial Ecology, Volume 57, September 2008, https://doi.org/10.1007/s00248-008-9440-5",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Hassett_2009_Microbial_Ecology.pdf,hassett_2009_microbial_ecology.pdf,record,https://doi.org/10.1007/s00248-008-9440-5,https://objects.lib.uidaho.edu/nitrogen-gradient/small/hassett_2009_microbial_ecology_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/hassett_2009_microbial_ecology_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_042,Detection of fungal type I polyketide synthase genes in a forest soil,,2009,"Kellner, H., and D.R. Zak",,,Article,,,,"Soil Biology and Biochemistry, Volume 41, Issue 6, June 2009, https://doi.org/10.1016/j.soilbio.2009.02.033",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Kellner_2009_Soil_Bio.pdf,kellner_2009_soil_bio.pdf,record,https://doi.org/10.1016/j.soilbio.2009.02.033,https://objects.lib.uidaho.edu/nitrogen-gradient/small/kellner_2009_soil_bio_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/kellner_2009_soil_bio_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_043,Respiration from roots and the mycorrhizosphere,,2009,"Moyano, F.E., O.K. Atkin, M. Bahn, D. Bruhn, A.J. Burton, A. Heinemeyer, W.L. Kutsch, and G. Wieser",,,Article,,,,"Soil Carbon Dynamics: An Integrated Methodology, Chap. 7, https://doi.org/10.1017/CBO9780511711794.008",Text,,,,,,record,https://doi.org/10.1017/CBO9780511711794.008,,,
ng_pub_044,"Measuring forest floor, mineral soil, and root carbon stocks",,2008,"Burton, A.J., and K.S. Pregitzer",,,Article,,,,"Field Measurements for Forest Carbon Monitoring, Chap. 10, 2008, https://doi.org/10.1007/978-1-4020-8506-2_10",Text,,,,,,record,https://doi.org/10.1007/978-1-4020-8506-2_10,,,
ng_pub_045,Chronic atmospheric NO<sub>3</sub><sup>−</sup> deposition does not induce NO<sub>3</sub><sup>−</sup> use by <i>Acer saccharum</i> Marsh,,2008,"Eddy, W.E., D.R. Zak, W.E. Holmes, and K.S. Pregitzer",,,Article,,,,"Ecosystems, Volume 11, March 2008, https://doi.org/10.1007/s10021-008-9134-3",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Eddy_2008_Ecosystems.pdf,eddy_2008_ecosystems.pdf,record,https://doi.org/10.1007/s10021-008-9134-3,https://objects.lib.uidaho.edu/nitrogen-gradient/small/eddy_2008_ecosystems_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/eddy_2008_ecosystems_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_046,Simulated chronic nitrogen deposition increases carbon storage in northern temperate forests,,2008,"Pregitzer, K.S., A.J. Burton, D.R. Zak, and A.F. Talhelm",,,Article,,,,"Global Change Biology, Volume 14, Issue 1, September 2007, https://doi.org/10.1111/j.1365-2486.2007.01465.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_2008_Global_Change_Biology.pdf,pregitzer_2008_global_change_biology.pdf,record,https://doi.org/10.1111/j.1365-2486.2007.01465.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_2008_global_change_biology_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_2008_global_change_biology_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_047,Tree root architecture - form and function,,2008,"Pregitzer, K.S.",,,Article,,,,"New Phytologist, Volume 180, Issue 3, November 2008, https://doi.org/10.1111/j.1469-8137.2008.02651.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Pregitzer_2008_New_Phytologist.pdf,pregitzer_2008_new_phytologist.pdf,record,https://doi.org/10.1111/j.1469-8137.2008.02651.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/pregitzer_2008_new_phytologist_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/pregitzer_2008_new_phytologist_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_048,The contribution of root - rhizosphere interactions to biogeochemical cycles in a changing world,,2008,"Pregitzer, K., D. R. Zak, W. M. Loya, N. J. Karberg, J.S. King, and A.J. Burton",,,Article,,,,"The Rhizosphere - An Ecological Perspective, Pages 155-178, 2007, https://doi.org/10.1016/B978-012088775-0/50009-4",Text,,,,,,record,https://doi.org/10.1016/B978-012088775-0/50009-4,,,
ng_pub_049,"Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants",,2008,"Reich, P.B., M.G. Tjoelker, K.S. Pregitzer, I.J. Wright, J.Oleksyn, and J-L Machado",,,Article,,,,"Ecology Letters, Volume 11, Issue 8, August 2008, https://doi.org/10.1111/j.1461-0248.2008.01185.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Reich_2008_Ecology_Letters.pdf,reich_2008_ecology_letters.pdf,record,https://doi.org/10.1111/j.1461-0248.2008.01185.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/reich_2008_ecology_letters_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/reich_2008_ecology_letters_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_050,Chronic atmospheric NO<sub>3</sub><sup>−</sup>deposition alters actinobacterial community composition,,2008,"Ritter, A.",,,Undergraduate Honors Thesis,,,,"Undergraduate Honors Thesis, University of Michigan",Text,,,,,,record,,,,
ng_pub_051,Stoichiometry of soil enzyme activity at global scale,,2008,"Sinsabaugh, R.L., C.L. Lauber, M.N. Weintraub, B. Ahmed, S.D. Allison, C. Crenshaw, AR. Contosta, D. Cusack, S. Frey, M. E. Gallo, T. B. Gartner, S.E. Hobbie, K. Holland, B.L. Keeler, J.S. Powers, M. Stursova, C. Takacs-Vesbach, M.P. Waldrop, M. Wallenstein, D.R. Zak, and L.H. Zeglin",,,Article,,,,"Ecology Letters, Volume 11, Issue 11, November 2008, https://doi.org/10.1111/j.1461-0248.2008.01245.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Sinsabaugh_2008_Ecology_Letters.pdf,sinsabaugh_2008_ecology_letters.pdf,record,https://doi.org/10.1111/j.1461-0248.2008.01245.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/sinsabaugh_2008_ecology_letters_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/sinsabaugh_2008_ecology_letters_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_052,Does Atmospheric NO3 Deposition Alter Actinobacterial Abundance and Community Composition in a Northern Hardwood Forest Ecosystem?,,2008,"Eisenlord, S.D.","Atmospheric nitrogen deposition can alter the cycling of carbon in forest ecosystems by slowing the microbially mediated decay of plant detritus, leading to the accumulation of organic matter in surface soil and the greater leaching of dissolved organic carbon (DOC) to ground and surface waters. However, we presently do not understand the microbial mechanisms affected by atmospheric nitrogen deposition that regulate these biogeochemical responses. Actinobacteria are one of the few groups of saprotrophic soil microorganisms which degrade lignin, uniquely producing soluble polyphenolics which can accumulate in the soil. The overall objective of this study was to examine the impact of atmospheric NO3 - deposition on actinobacterial community composition and subsequent effects on soil carbon cycling. To address this objective, actinobacterial community structure was quantified in a large-scale field study in which atmospheric NO3 - deposition has been experimentally increased for over a decade. Actinobacterial abundance was assessed using quantitative PCR of 16S rDNA and community composition was assessed though the compilation of clone libraries. Experimental atmospheric NO3 - deposition had no effect on actinobacterial relative abundance in either forest floor or surface mineral soil. However, there were significant differences in community structure and the relative occurrence of key lignin degrading actinobacteria families. Specifically, Streptomycetaceae and Micromonosporaceae, decreased in occurrence under experimental NO3 - deposition in the surface soil, whereas the occurrence of Streptomycetaceae in the forest floor increased under experimental NO3 - deposition. Changes in the actinobacterial community composition appear to be one mechanism contributing to the ecosystem-level biogeochemical changes in response to increased nitrate deposition.",Actinobacterial; Northern Hardwood Forest Ecosystem,M.S. Thesis,,,,"M.S. Thesis, University of Michigan, Ann Arbor",Text,,,,,,record,https://hdl.handle.net/2027.42/60560,,,
ng_pub_053,The role and diversity of arbuscular mycorrhizal fungi in <i>Acer saccharum</i>dominated forest ecosystems under natural and N-amended conditions,,2008,"Van Diepen, L.T.A.",,,Ph.D. Dissertation,,,,"Ph.D. Dissertation, Michigan Technological University, Houghton",Text,application/pdf,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/van_Diepen_dissertation_2008.pdf,van_diepen_dissertation_2008.pdf,pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/van_diepen_dissertation_2008.pdf,https://objects.lib.uidaho.edu/nitrogen-gradient/small/van_diepen_dissertation_2008_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/van_diepen_dissertation_2008_th.jpg,
ng_pub_054,Simulated atmospheric NO<sub>3</sub><sup>−</sup> deposition increases soil organic matter by slowing decomposition,,2008,"Zak, DR, W.E. Holmes, A.J. Burton, K.S. Pregitzer, and A.F. Talhelm Errata",,,Article,,,,"Ecological Applications, Volume 18, Issue 8, December 2008, https://doi.org/10.1890/07-1743.1",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Zak_2008_Eco_Apps.pdf,zak_2008_eco_apps.pdf,record,https://doi.org/10.1890/07-1743.1,https://objects.lib.uidaho.edu/nitrogen-gradient/small/zak_2008_eco_apps_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/zak_2008_eco_apps_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_055,Interpreting ecological diversity indices applied to T-RFLP data: Insights from simulated microbial communities,,2007,"Blackwood, C.B., D.E. Hudleston, D.R. Zak and J.S. Buyer",,,Article,,,,"Applied and Environmental Microbiology, Vol. 73, No. 16, August 2007",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Blackwood_2007_Applied_and_Envt_Microbio.pdf,blackwood_2007_applied_and_envt_microbio.pdf,record,https://doi.org/10.1128/AEM.00514-07,https://objects.lib.uidaho.edu/nitrogen-gradient/small/blackwood_2007_applied_and_envt_microbio_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/blackwood_2007_applied_and_envt_microbio_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_056,The contribution of root – rhizosphere interactions to biogeochemical cycles in a changing world,,2007,"Pregitzer, K.S., D.R. Zak, W.M. Loya, N.J. Karberg, J.S. King and A.J. Burton",,,Book chapter,,,,"The Rhizosphere: An Ecological Perspective, Chap. 7",Text,,,,,,record,https://doi.org/10.1016/B978-012088775-0/50009-4,,,
ng_pub_057,Characteristics of DOC exported from northern hardwood forests receiving chronic experimental <span> NO<sub>3</sub><sup>−</sup></span><span> </span>deposition,,2007,"Smemo, K.A., D.R. Zak, K.S. Pregitzer, and A.J. Burton",,,Article,,,,"Ecosystems, Volume 10, May 2007, https://doi.org/10.1007/s10021-007-9014-2",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/Smemo_2007_Ecosystems.pdf,smemo_2007_ecosystems.pdf,record,https://doi.org/10.1007/s10021-007-9014-2,https://objects.lib.uidaho.edu/nitrogen-gradient/small/smemo_2007_ecosystems_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/smemo_2007_ecosystems_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
ng_pub_058,Decline of arbuscular mycorrhizal fungi in northern hardwood forests exposed to chronic nitrogen additions,,2007,"Van Diepen, L.T.A., E.A. Lilleskov, K.S. Pregitzer, and R.M. Miller",,,Article,,,,"New Phytologist, Volume 176, Issue 1, October 2007, https://doi.org/10.1111/j.1469-8137.2007.02150.x",Text,,,,https://webpages.uidaho.edu/nitrogen-gradient/Publications/VanDiepen_2007_New_Phytol.pdf,vandiepen_2007_new_phytol.pdf,record,https://doi.org/10.1111/j.1469-8137.2007.02150.x,https://objects.lib.uidaho.edu/nitrogen-gradient/small/vandiepen_2007_new_phytol_sm.jpg,https://objects.lib.uidaho.edu/nitrogen-gradient/thumbs/vandiepen_2007_new_phytol_th.jpg,"PDF was shared on original site, but unable to determine rights status, so currently changed to record only item."
