objectid,filename,title,creator,description,date,date_archival,date is approximate?,subject,location,latitude,longitude,digital collection,source,identifier,digital_source,format,format original,display_template,type,rights,rightsstatement,language,object_location,image_small,image_thumb,extract_full_text
shitamae060,mg387_03_060.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [12],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him if he was drafted into to doing roadwork. Talks about how they got flowers and platns from the shop and it has brightened up the room. Talks about seeing real trees for the first time in 7 months that were not Victory Gardens.Asks if he still plays baseball.",1943-05-04,5/4/1943,no,weather; gardening; trees; victory gardens,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_060,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_060.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_060_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_060_th.jpg,FALSE
shitamae061,mg387_03_061.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [13],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him about his health, he has a leaking heart. Tells him about their Vicotry Gardens and the new puppy someone gave them. Someone drowned in the canal so it is off limits for the time being.",1943-06-22,6/22/1943,no,weather; gardening; health; gifts (object genre),"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_061,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_061.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_061_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_061_th.jpg,FALSE
shitamae062,mg387_03_062.pdf,Transcription of Letter to Shihei (George) Shitamae from Fumiko Shitamae [11],"Shitamae, Fumiko","Letter from George Shihei Shitamae's niece, Fumiko, asking about his health and if he needs any supplies. Fumiko has just finihsed her Spring semester of college and is studying dietetics so she works with the cafeteria staff to get more experience.",1943-07-02,7/2/1943,no,health; education; occupations (livelihoods),"Yellow Springs, Ohio",39.8064,-83.8869,,George Shihei Shitamae papers,mg387_03_062,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_062.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_062_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_062_th.jpg,FALSE
shitamae063,mg387_03_063.jpg,Letter to Shihei (George) Shitamae from Yukiko Fujii [3],"Fujii, Yukiko","Letter from George Shihei Shitamae's niece, Yukiko, thanking him for the gifts for the family. Asks about his health and if he needs anything. Yukiko asks for the name of the American gentleman to write to on his behalf and vouch for George's patriotism for America to see if there is anything to do be done to get the family back together",1943-07-09,7/9/1943,no,gifts (object genre); activities (general context); affidavits,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_063,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_063.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_063_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_063_th.jpg,FALSE
shitamae064,mg387_03_064.pdf,Letter to Shihei (George) Shitamae [9],,Letter written in Japanese.,1943-07-02,7/2/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_064,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_064.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_064_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_064_th.jpg,FALSE
shitamae065,mg387_03_065.pdf,Letter to Shihei (George) Shitamae [10],,Letter written in Japanese.,1943-08-03,8/3/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_065,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_065.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_065_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_065_th.jpg,FALSE
shitamae066,mg387_03_066.jpg,Letter to Mr. Spengler,,Letter written to Mr. Spengler asking him to vouch for her brother's (George Shihei Shitamae) patriotism and character towards the United States. Enclosed was an affidavit for the testimonies for the release of internees and money to cover the notarity fee.,1943-08-03,8/3/1943,no,affidavits; testimonies,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_066,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_066.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_066_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_066_th.jpg,FALSE
shitamae067,mg387_03_067.pdf,Letter to Shihei (George) Shitamae [11],,Letter written in Japanese.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_067,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_067.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_067_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_067_th.jpg,FALSE
shitamae068,mg387_03_068.pdf,Letter from Shihei (George) Shitamae to Yoshiko Shitamae and letter written in Japanese.,"Shitamae, Shihei (George)",Letter in Japanese with English written on the back of the page. The English on the back is a letter written from George Shihei Shitamae to Yoshiko.,1943-10-20,10/20/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_068,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng;jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_068.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_068_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_068_th.jpg,FALSE
shitamae069,mg387_03_069.pdf,Letter to Shihei (George) Shitamae [12],,Letter written in Japanese.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_069,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_069.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_069_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_069_th.jpg,FALSE
shitamae070,mg387_03_070.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [14],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, asking him about his health and the recent fire in Sante Fe, also thanking him for the gifts and candies he has sent the family. Yoshiko has left the hospital job and is now workin in the administrative building with a lot more responsibility.",1943-07-06,7/6/1943,no,weather; occupations (livelihoods); gifts (object genre); health,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_070,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_070.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_070_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_070_th.jpg,FALSE
shitamae071,mg387_03_071.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [9],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, telling him about the family and the parent's health. The weather is very hot and contributes to health concerns. The WRA has cut down on staff and Miyoko was let go from their job.",1943-08-15,8/15/1943,no,weather; firing (management function); occupations (livelihoods); health,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_071,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_071.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_071_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_071_th.jpg,FALSE
shitamae072,mg387_03_072.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [15],"Shitamae, Yoshiko","Letter starts halfway and is not complete. Letter from George Shihei Shitamae's niece, Yoshiko. It talks about being let go from their job but since school is starting they couldn't do both anyway Their pet dog is a nuisance. They went to the canal to enjoy the water.",1943,1943,yes,weather; firing (management function); health; activities (general context); education; pets (domestic animals),,,,,George Shihei Shitamae papers,mg387_03_072,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_072.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_072_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_072_th.jpg,FALSE
shitamae073,mg387_03_073.pdf,Letter to Shihei (George) Shitamae [13],,Letter written in Japanese.,1943-08-23,8/23/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_073,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_073.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_073_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_073_th.jpg,FALSE
shitamae074,mg387_03_074.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [16],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him that the boys and girls of the neighborhood are temporarily helping harvest potatoes in Oakley, Idaho and it is very hard work. Thanks him for the gifts and hopes he is doing well and is in good health.",1943-10-10,10/10/1943,no,farming; education; weather; gifts (object genre),"Oakley, Idaho",42.2432,-113.882,,George Shihei Shitamae papers,mg387_03_074,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_074.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_074_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_074_th.jpg,FALSE
shitamae075,mg387_03_075.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [10],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, thanking him for the goddies and treats for the family. They are segregating internees based on their loyalty to Japan over the US and more people from Jule Lake are moving into the camp.",1943-09-05,9/5/1943,no,segregation; loyalty; gifts (object genre); health; weather,"Minidoka, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_075,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_075.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_075_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_075_th.jpg,FALSE
shitamae076,mg387_03_076.pdf,Letter to Shihei (George) Shitamae [14],,Letter written in Japanese.,1943-10-28,10/28/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_076,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_076.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_076_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_076_th.jpg,FALSE
shitamae077,mg387_03_077.jpg,Letter to Shihei (George) Shitamae [15],,Letter written in Japanese.,1943-10-27,10/27/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_077,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_077.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_077_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_077_th.jpg,FALSE
shitamae078,mg387_03_078.jpg,Transcription of Letter to Shihei (George) Shitamae from Midori Fujii [3],"Fujii, Midori","Letter from George Shihei Shitamae's great-niece, Midori, telling him about their father's business trip in Chicago. More people are coming into camp from Jule Lake. The children are starting school soon.",1943-10-11,10/11/1943,no,education; travel; family life,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_078,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_078.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_078_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_078_th.jpg,FALSE
shitamae079,mg387_03_079.jpg,Transcription of Letter to Midori Fujii from Shihei (George) Shitamae,"Shitamae,Shihei",Letter written by George Shihei Shitamae telling Midori about the importance of health and staying healthy to live a happy long life. Asks about the family and hopes they are all in good health too.,1943-10-28,10/28/1943,no,health; travel; business (commercial function),"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_079,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_079.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_079_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_079_th.jpg,FALSE
shitamae080,mg387_03_080.pdf,Transcription of Letter to Shihei (George) Shitamae from Miyoko Shitamae [11],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, thanking him for the gifts and talks about the surprise that he is working on the railroad and wonders if he could visit Idaho. Tells him about working in the field and harvesting potatoes and sugar beets. Asks about his rehearing and if they will see him soon, the weather is turning to winter and it is getting very snowy in Idaho.",1943-10-29,10/29/1943,no,health; harvesting; farms; gifts (object genre); hearings (event); railroads,"Oakley, Idaho",42.2432,-113.882,,George Shihei Shitamae papers,mg387_03_080,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_080.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_080_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_080_th.jpg,FALSE
shitamae081,mg387_03_081.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [17],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, thanking him for the gifts he sent and tells him that they are done with the harvest and are back in Hunt, Idaho. Asks about his rehearing and hopes that they will be reunited soon.",1943-11-07,11/7/1943,no,health; harvesting; travel; farms; gifts (object genre); weather,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_081,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_081.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_081_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_081_th.jpg,FALSE
shitamae084,mg387_03_084.pdf,Transcription of Letter to Shihei (George) Shitamae from Yoshiko Shitamae [18],"Shitamae, Yoshiko","Letter from George Shihei Shitamae's niece, Yoshiko, telling him about their Christmas and hopes that he had a good one, but writes about how hard it is to be festive when all of their family is scattered around the country and the war is raging. But they did the decorating same as last year and that was fun. (incomplete letter unknown creator).",1944-01-05,1/5/1944,no,holidays; wars,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_084,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_084.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_084_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_084_th.jpg,FALSE
shitamae086,mg387_03_086.pdf,Letter to Shihei (George) Shitamae [16],,Letter written in Japanese.,1944-02-04,2/4/1944,no,,,,,,George Shihei Shitamae papers,mg387_03_086,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_086.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_086_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_086_th.jpg,FALSE
shitamae087,mg387_03_087.jpg,Transcription of Letter to Miyoko Shitamae from Shihei (George) Shitamae [12],"Shitamae, Shihei (George)",Letter talking about Miyoko's departure to the east. George Shihei Shitamae wishes that they could see each other but it doesn't seem likely and will probably be after the war.,1944-02-09,2/9/1944,no,travel; health,"Santa Fe, New Mexico",35.687,-105.9378,,George Shihei Shitamae papers,mg387_03_087,,image/jpeg,,image,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_087.jpg,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_087_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_087_th.jpg,FALSE
shitamae088,mg387_03_088.pdf,Letter to Shihei (George) Shitamae from Miyoko Shitamae [2],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, talking about her father's health and that it is getting better and almost normal. They are decorating the mess hall for Christmas and hope to win the contest. Miyoko was unable to help because they had a cold but are getting better now.",1943-12-20,12/20/1943,no,holidays; health; illness,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_088,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_088.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_088_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_088_th.jpg,FALSE
shitamae089,mg387_03_089.pdf,Letter to Shihei (George) Shitamae to Miyoko Shitamae [3],"Shitamae, Miyoko","Letter from George Shihei Shitamae's niece, Miyoko, stating that they forgot to mail the letter and just re-wrote one. Miyoko and the family are frusturated that there are many people returning to camp from Santa Fe and they are not giving George Shihei Shitamae a rehearing. Miyoko is leaving for Chicago to work and go to night school so she can apply to get into nursing school.",1944-02-02,2/2/1944,no,hearings (event); health; education; travel,"Hunt, Idaho",42.4044,-114.1438,,George Shihei Shitamae papers,mg387_03_089,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,https://objects.lib.uidaho.edu/shitamae/mg387_03_089.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_089_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_089_th.jpg,FALSE
shitamae091,mg387_03_091.pdf,Letter to Shihei (George) Shitamae [17],,Letter written in Japanese.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_091,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_091.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_091_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_091_th.jpg,FALSE
shitamae092,mg387_03_092.pdf,Letter to Shihei (George) Shitamae [18],,Letter written in Japanese.,1943-11-29,11/29/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_092,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_092.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_092_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_092_th.jpg,FALSE
shitamae093,mg387_03_093.pdf,Letter to Shihei (George) Shitamae [19],,Letter written in Japanese.,1943,1943,yes,,,,,,George Shihei Shitamae papers,mg387_03_093,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_093.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_093_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_093_th.jpg,FALSE
shitamae094,mg387_03_094.pdf,Letter to Shihei (George) Shitamae from Niroku Shitamae [2],"Shitamae, Niroku ""Frank""","Letter written to George Shihei Shitamae from his brother, Niroku, in Japanese.",1943-12-16,12/16/1943,no,,,,,,George Shihei Shitamae papers,mg387_03_094,,application/pdf,,pdf,Image;StillImage,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,jpn,https://objects.lib.uidaho.edu/shitamae/mg387_03_094.pdf,https://objects.lib.uidaho.edu/shitamae/small/mg387_03_094_sm.jpg,https://objects.lib.uidaho.edu/shitamae/thumbs/mg387_03_094_th.jpg,FALSE
