title,description,author,editors,date,subject,publisher,relation-is part of,source,contributing institution,resource identifier,rights,rightsstatement,type,format,language,date digital,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb,errors
Cone and Seed Production in Controlled Pollination of Ponderosa Pine,This paper examines ponderosa pine cone and seed production from both controlled and wind pollination over six years.,"Wang, Chi-Wu",,1970-12-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 7, December 1970","Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp07,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/103,103,fwres103,pdf,fwres103.pdf,https://objects.lib.uidaho.edu/fwres/fwres103.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres103_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres103_th.jpg,
Scotch Pine Christmas Trees for Northern Idaho Plantations An Evaluation of Fourteen Varieties,This paper describes a study evaluating fourteen strains of Scotch pine regarding characteristics associated with Christmas tree quality.,"Loewenstein, H.; Pitkin, F.H.",,1968-02-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 3, February 1968","Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp03,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/104,104,fwres104,pdf,fwres104.pdf,https://objects.lib.uidaho.edu/fwres/fwres104.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres104_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres104_th.jpg,
The Mountain Whitefish: a Literature Review,"This paper seeks to consolidate information about the mountain whitefish, particularly aspects neglected by many researchers such as reproduction, early development, interspecific relationships, and behavior.","Daily, Milton K.",,1971-04-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 8, April 1971","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp08,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/105,105,fwres105,pdf,fwres105.pdf,https://objects.lib.uidaho.edu/fwres/fwres105.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres105_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres105_th.jpg,
Growth Responses and Nutrient Relations of Fertilized and Unfertilized Grand Fir,"This paper reports a study of the growth responses and nutrient relations of two 25-year-old grand fir trees, one from a fertilized plot and the other from a control plot.","Loewenstein, H.; Loewenstein, F.H.",,1971-06-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 9, June 1971","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp09,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/106,106,fwres106,pdf,fwres106.pdf,https://objects.lib.uidaho.edu/fwres/fwres106.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres106_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres106_th.jpg,
Sampling Cone Production in Douglas-Fir Stands for Insect Population Studies,"This paper gives the results of a study to ascertain the accuracy of branch-sample counts for estimating total cone (seed) production in a closed, natural stand of Rocky Mountain Douglas fir.","Schenk, John A.; Everson, Dale O.; Gosz, James R.",,1972-05-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 10, May 1972","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp10,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/107,107,fwres107,pdf,fwres107.pdf,https://objects.lib.uidaho.edu/fwres/fwres107.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres107_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres107_th.jpg,
Progeny-Provenance Test of Pinus taiwanensis Hay,This paper describes a study of twenty-four progenies of Pinus taiwanensis Hay from eight regions to investigate intra-species variation as a basis for genetic improvement.,"Wang, C.W.; Wang, T.T.; Kuo, E.R.; Chiang, C.H.; Li, S.J.; Hu, T.W.; Suen, Y.F.; Yang, P.Y.",,1972-12-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 11, December 1972","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp11,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/108,108,fwres108,pdf,fwres108.pdf,https://objects.lib.uidaho.edu/fwres/fwres108.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres108_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres108_th.jpg,
Nitrogen Compounds in Streams as Affected by Aerial Fertilization of Northern Idaho Forests,This paper is based on a study seeking to provide specific information relating to the impact of aerial fertilization on water quality of streams associated with three forest sites in northern Idaho.,"Loewenstein, H.; Pitkin, F.H.; Scanlin, D.C.",,1973-10-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 12, October 1973","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp12,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/109,109,fwres109,pdf,fwres109.pdf,https://objects.lib.uidaho.edu/fwres/fwres109.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres109_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres109_th.jpg,
Transverse Compression of Inland Douglas Fir,This paper summarizes a study examining twenty-five transverse compression specimens tested for each of seven growth ring orientations and for three moisture content levels.,"Hofstrand, A.D.",,1974-03-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 13, March 1974","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp13,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/110,110,fwres110,pdf,fwres110.pdf,https://objects.lib.uidaho.edu/fwres/fwres110.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres110_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres110_th.jpg,
Ninth Annual Report For The Fiscal Year 1956-57,"The report's introduction gives a summary of the year's changes in staff, college events, and publications.  It lists completed and continuing projects, including several focusing on white pine trees, slash disposal studies, and deer ovary analysis.","Wohletz, Ernest; Tisdale, E.W.; Various Contributors",,1957,,"University of Idaho Forest, Wildlife and Range Experiment Station",Annual Reports - 1957 (Ninth),"Idaho SD12.I2 U45, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry;,uifwre-ar09,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/111,111,fwres111,pdf,fwres111.pdf,https://objects.lib.uidaho.edu/fwres/fwres111.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres111_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres111_th.jpg,
Regional Variation of Ponderosa Pine: The Five-Year Result,The bulletin contains the results of an experiment to obtain basic information on regional variation in the natural population of ponderosa pine as a basis of selection for genetic improvement.,"Wang, Chi-Wu; Patee, Robert K.",,1976-06-01,Pinus ponderosa; genetic improvement; ponderosa pine;,"University of Idaho Forest, Wildlife and Range Experiment Station",Bulletin Number 10,"Idaho SD12.I2 B8, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-b10,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/112,112,fwres112,pdf,fwres112.pdf,https://objects.lib.uidaho.edu/fwres/fwres112.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres112_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres112_th.jpg,
Effects of Prescribed Burning on a Seral Brush Community in Northern Idaho,This paper examines a study that sought to determine the effects of spring burning on both the shrubs and herbaceous understory of seral brush communities and the physical and chemical properties of soils.,"Hooker, Larry L.; Tisdale, E.W.",,1974-03-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 14, March 1974","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp14,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/113,113,fwres113,pdf,fwres113.pdf,https://objects.lib.uidaho.edu/fwres/fwres113.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres113_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres113_th.jpg,
"Variation in Seed Characteristics, and Seedling Growth of Open Pollinated Ponderosa Pine Progenies",This paper reports a study analyzing seed and seedling characteristics of open-pollinated ponderosa pine progeny families and their interrelationship.,"Wang, Chi-Wu; Patee, Robert K.",,1974-04-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 15, April 1974","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry Wildlife and Range Science,uifwre-sp15,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/114,114,fwres114,pdf,fwres114.pdf,https://objects.lib.uidaho.edu/fwres/fwres114.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres114_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres114_th.jpg,
Lumber Production from 'Precommercial' Thinnings in Northern Idaho,This paper describes a study monitoring thinning and utilization of thinning material to determine possibilities for commercial or less costly thinning in young stands.,"Adams, David L.; Allen, Gerald M.",,1974-05-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 16, May 1974","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp16,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/115,115,fwres115,pdf,fwres115.pdf,https://objects.lib.uidaho.edu/fwres/fwres115.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres115_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres115_th.jpg,
Effects of Light Intensity on Survival and Growth of Grand Fir Seedlings,This paper examines a study conducted to evaluate the effect of several levels of shade on planted grand fir seedlings.,"Norman, C.M.; Loewenstein, H.; Pitkin, F.H.",,1974-11-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 17, November 1974","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp17,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/116,116,fwres116,pdf,fwres116.pdf,https://objects.lib.uidaho.edu/fwres/fwres116.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres116_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres116_th.jpg,
"Environmental Correlates of Seasonal Abundance and Movement of Fish in Round Lake, Idaho","This paper reports a study of seasonal abundance and movement of seven species of fish in Round Lake, Idaho, together with environmental conditions under which seasonal changes took place.","Marcuson, Pat E.; Howse, Norman R.",,1968-06-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 4, June 1968","Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp04,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/117,117,fwres117,pdf,fwres117.pdf,https://objects.lib.uidaho.edu/fwres/fwres117.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres117_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres117_th.jpg,
Stocking Parameters for Lodgepole Pine,This paper summarizes a study suggesting a growth-per-tree approach to quantify stocking levels.,"Adams, David L.; Mogren, E.W.",,1974-11-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 18, November 1974","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp18,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/118,118,fwres118,pdf,fwres118.pdf,https://objects.lib.uidaho.edu/fwres/fwres118.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres118_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres118_th.jpg,
An Instrument for Estimation of Evapotranspiration by the Eddy Correlation Method,This paper describes a fast response meteorological instrument system used for measuring parameters to calculate evapotranspiration above a forest stand.,"Belt, George H.; King, Jack; Bailey, Everett",,1974-12-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 19, December 1974","Idaho SD12 I2 U493, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry Wildlife and Range Science,uifwre-sp19,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/119,119,fwres119,pdf,fwres119.pdf,https://objects.lib.uidaho.edu/fwres/fwres119.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres119_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres119_th.jpg,
"Timber Cut, Employment and Wages: Multipliers for Idaho's Timber Using Industry",The report assesses probable employment and wage impacts resulting from changes in timber harvest levels.,"Schuster, Ervin G.; Koss, William D.; Godfrey, E. Bruce",,1975-06-01,,"University of Idaho College of Forestry, Wildlife and Range Sciences",Technical Report - 1975 (No. 01),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences",uifwre-tr01,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/120,120,fwres120,pdf,fwres120.pdf,https://objects.lib.uidaho.edu/fwres/fwres120.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres120_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres120_th.jpg,
Planting & Care of Ornamental Birch Trees in Idaho,"The report discusses the planting of white-stemmed birch trees, how to care for them, and potential threats to their welfare.","Canfield, E.R.; Kulhavy, D.L.",,1975-02-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - Feb 1975 (No.2),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences",uifwre-tr02,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/121,121,fwres121,pdf,fwres121.pdf,https://objects.lib.uidaho.edu/fwres/fwres121.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres121_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres121_th.jpg,
Root Development and Survival of Planted Ponderosa Pine Seedlings as Influenced by Competing Vegetation,This paper examines a study that investigated the root development and survival of ponderosa pine seedlings.  Absorption rates and competition between vegetation was determined using radioisotope tracer technique.,"Loewenstein, H.; McConnel, L.P.; Pitkin, F.H.",,1968-12-01,,"University of Idaho Forest, Wildlife and Range Experiment Station","Station Paper - No. 5, December 1968","Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",College of Forestry - Wildlife and Range Science,uifwre-sp05,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/122,122,fwres122,pdf,fwres122.pdf,https://objects.lib.uidaho.edu/fwres/fwres122.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres122_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres122_th.jpg,
Evaluating Riparian Habitats From Aerial Color Photography,The bulletin provides basic information on the proper aerial photographic methods for determining the presence of white alder in riparian communities using 70mm vertical aerial photography.,"Miller, Thomas B.; Heller, Robert C.; Ulliman, Joseph J.; Ulliman, Frederic D.",,1976-04-01,riparian zones; aerial photography;,"University of Idaho Forest, Wildlife and Range Experiment Station",Bulletin Number 11,"Idaho SD12.I2 B8, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences;",uifwre-b11,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/123,123,fwres123,pdf,fwres123.pdf,https://objects.lib.uidaho.edu/fwres/fwres123.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres123_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres123_th.jpg,
Opinions and Preferences of Idaho Hunters and Department of Fish and Game Employees,The report summarizes the findings of questionnaires sent to both residents who purchased Idaho hunting licenses and Idaho Department of Fish and Game employees to compare their opinions on wildlife management issues.,"Bjornn, T.C.",,1975-05-28,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - (No.5),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/","College of Forestry, Wildlife and Range Sciences",uifwre-tr05,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/124,124,fwres124,pdf,fwres124.pdf,https://objects.lib.uidaho.edu/fwres/fwres124.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres124_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres124_th.jpg,
Outdoor Behavioral Healthcare,"The report provides an overview of outdoor behavioral healthcare (OBH), an emerging intervention and treatment in mental health practice to help adolescents overcome emotional, adjustment, addiction, and psychological programs.  Discussed are common elements of OBH including terminology, theoretical approaches, historical origins of the practice, its growth between the 1940's and 1970's, and the status of the OBH industry based on a survey of programs meeting OBH criteria.","Russel, Keith C.; Hendee, John C.",,2000-12-01,,"University of Idaho, Wilderness Research Center",Technical Report - Dec 2000 (No. 26),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",,uifwre-tr026,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/125,125,fwres125,pdf,fwres125.pdf,https://objects.lib.uidaho.edu/fwres/fwres125.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres125_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres125_th.jpg,
Seaward Migration of Dworshak Hatchery Steelhead Trout in 1976,This report describes an evaluation of juvenile steelhead trout reared at Dworshak National Fish Hatchery to assess their transformation from parr to smolt and seaward migration.,"Bjornn, T.C.; Ringe, R.R.; Hiebert, P.",,1978-04-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - April 1978 (No. 6),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Idaho Cooperative Fishery Research Unit;,uifwre-tr06,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/126,126,fwres126,pdf,fwres126.pdf,https://objects.lib.uidaho.edu/fwres/fwres126.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres126_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres126_th.jpg,
Methods and Techniques for Studying and Censusing River Otter Populations,"The report describes techniques useful to researchers who wish to capture, handle, mark, instrument and census river otter.","Melquist, Wayne E.; Hornocker, Maurice G.",,1979-03-01,,"University of Idaho Forest, Wildlife and Range Experiment Station",Technical Report - March 1979 (No. 8),"Idaho SD12 I2 U37, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Idaho Cooperative Wildlife Research Unit;,uifwre-tr08,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,application/pdf,eng,2014,http://digital.lib.uidaho.edu:80/cdm/ref/collection/fwres/id/127,127,fwres127,pdf,fwres127.pdf,https://objects.lib.uidaho.edu/fwres/fwres127.pdf,https://objects.lib.uidaho.edu/fwres/small/fwres127_sm.jpg,https://objects.lib.uidaho.edu/fwres/thumbs/fwres127_th.jpg,
