title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"The Family Tree : 1944, March","Vol. 8 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4403,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/869,869,870.pdf,/spec_pot/supp/869/index.pdf,spec_pot869,pdf,spec_pot869.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot869.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot869_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot869_th.jpg,""
"The Family Tree : 1944, April","Vol. 8 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4404,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/887,887,888.pdf,/spec_pot/supp/887/index.pdf,spec_pot887,pdf,spec_pot887.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot887.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot887_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot887_th.jpg,""
"The Family Tree : 1944, May","Vol. 8 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4405,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/842,842,843.pdf,/spec_pot/supp/842/index.pdf,spec_pot842,pdf,spec_pot842.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot842.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot842_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot842_th.jpg,""
"The Family Tree : 1944, June","Vol. 8 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4406,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/833,833,834.pdf,/spec_pot/supp/833/index.pdf,spec_pot833,pdf,spec_pot833.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot833.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot833_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot833_th.jpg,""
"The Family Tree : 1944, July","Vol. 8 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4407,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/896,896,897.pdf,/spec_pot/supp/896/index.pdf,spec_pot896,pdf,spec_pot896.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot896.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot896_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot896_th.jpg,""
"The Family Tree : 1944, August","Vol. 8 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4408,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/878,878,879.pdf,/spec_pot/supp/878/index.pdf,spec_pot878,pdf,spec_pot878.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot878.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot878_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot878_th.jpg,""
"The Family Tree : 1944, September","Vol. 8 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4409,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/824,824,825.pdf,/spec_pot/supp/824/index.pdf,spec_pot824,pdf,spec_pot824.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot824.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot824_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot824_th.jpg,""
"The Family Tree : 1944, October","Vol. 9 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4410,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/815,815,816.pdf,/spec_pot/supp/815/index.pdf,spec_pot815,pdf,spec_pot815.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot815.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot815_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot815_th.jpg,""
"The Family Tree : 1944, November","Vol. 9 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4411,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/905,905,906.pdf,/spec_pot/supp/905/index.pdf,spec_pot905,pdf,spec_pot905.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot905.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot905_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot905_th.jpg,""
"The Family Tree : 1944, December","Vol. 9 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1944-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4412,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/806,806,807.pdf,/spec_pot/supp/806/index.pdf,spec_pot806,pdf,spec_pot806.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot806.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot806_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot806_th.jpg,""
"The Family Tree : 1945, January","Vol. 9 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4501,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/950,950,951.pdf,/spec_pot/supp/950/index.pdf,spec_pot950,pdf,spec_pot950.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot950.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot950_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot950_th.jpg,""
The Family Tree : 1945 February,"Vol. 9 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4502,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/941,941,942.pdf,/spec_pot/supp/941/index.pdf,spec_pot941,pdf,spec_pot941.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot941.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot941_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot941_th.jpg,""
"The Family Tree : 1945, March","Vol. 9 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4503,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/977,977,978.pdf,/spec_pot/supp/977/index.pdf,spec_pot977,pdf,spec_pot977.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot977.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot977_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot977_th.jpg,""
"The Family Tree : 1945, April","Vol. 9 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4504,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/923,923,924.pdf,/spec_pot/supp/923/index.pdf,spec_pot923,pdf,spec_pot923.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot923.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot923_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot923_th.jpg,""
"The Family Tree : 1945, May","Vol. 9 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4505,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/914,914,915.pdf,/spec_pot/supp/914/index.pdf,spec_pot914,pdf,spec_pot914.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot914.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot914_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot914_th.jpg,""
"The Family Tree : 1945, June","Vol. 9 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4506,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/932,932,933.pdf,/spec_pot/supp/932/index.pdf,spec_pot932,pdf,spec_pot932.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot932.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot932_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot932_th.jpg,""
"The Family Tree : 1945, July","Vol. 9 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4507,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1337,1337,1338.pdf,/spec_pot/supp/1337/index.pdf,spec_pot1337,pdf,spec_pot1337.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1337.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1337_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1337_th.jpg,""
"The Family Tree : 1945, August","Vol. 9 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4508,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1004,1004,1005.pdf,/spec_pot/supp/1004/index.pdf,spec_pot1004,pdf,spec_pot1004.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1004.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1004_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1004_th.jpg,""
"The Family Tree : 1945, September","Vol. 9 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4509,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/986,986,987.pdf,/spec_pot/supp/986/index.pdf,spec_pot986,pdf,spec_pot986.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot986.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot986_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot986_th.jpg,""
"The Family Tree : 1945, October","Vol. 10 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4510,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/968,968,969.pdf,/spec_pot/supp/968/index.pdf,spec_pot968,pdf,spec_pot968.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot968.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot968_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot968_th.jpg,""
"The Family Tree : 1945, November","Vol. 10 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4511,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/959,959,960.pdf,/spec_pot/supp/959/index.pdf,spec_pot959,pdf,spec_pot959.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot959.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot959_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot959_th.jpg,""
"The Family Tree : 1945, December","Vol. 10 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1945-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 6-10 1941/42 - 1945/46,4512,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-05,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/995,995,996.pdf,/spec_pot/supp/995/index.pdf,spec_pot995,pdf,spec_pot995.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot995.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot995_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot995_th.jpg,""
