objectid,title,creator,date,archival_date,description,issue-volume,subject,location,idaho_county,source,identifier,filename,type,format_original,format,digital_collection,contributing_institution,language,rights,rightsstatement,cataloger,transcriber,display_template,object_location,image_small,image_thumb
foc_2014-n03,Clearwater Defender: News of the Big Wild Winter 2014 No. 3,Friends of the Clearwater,2014,2014,"8 pages, color print",Winter 2014 No 3,forest management; land management; wildlife; habitat,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2014N03,foc_2014-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2014-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2014-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2014-n03_th.jpg
foc_2015-n01,Clearwater Defender: News of the Big Wild Spring 2015 No. 1,Friends of the Clearwater,2015,2015,"12 pages, color print",Spring 2015 No 1,forest management; forestry; land management; habitat; wildlife; logging; legislation; dams (hydraulic structures); wilderness,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2015N01,foc_2015-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2015-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2015-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2015-n01_th.jpg
foc_2015-n02,Clearwater Defender: News of the Big Wild Summer 2015 No. 2,Friends of the Clearwater,2015,2015,"8 pages, black and white print",Summer 2015 No 2,forest management; forestry; land management; habitat; wildlife; logging; legislation; national forests,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2015N02,foc_2015-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2015-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2015-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2015-n02_th.jpg
foc_2015-n03,Clearwater Defender: News of the Big Wild Fall 2015 No. 3,Friends of the Clearwater,2015,2015,"12 pages, color print",Fall 2015 No 3,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; fire (event),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2015N03,foc_2015-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2015-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2015-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2015-n03_th.jpg
foc_2016-n01,Clearwater Defender: News of the Big Wild Spring 2016 No. 1,Friends of the Clearwater,2016,2016,"16 pages, color print",Spring 2016 No 1,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; American elk (species); cervus canadensis (species); wolves; canis lupus (species); logging; lynx (species); fire (event); fisher (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Frank Church River of No Return Wilderness, Idaho; Boise, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2016N01,foc_2016-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2016-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2016-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2016-n01_th.jpg
foc_2016-n02,Clearwater Defender: News of the Big Wild Summer 2016 No. 2,Friends of the Clearwater,2016,2016,"12 pages, color print",Summer 2016 No 2,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; wolverines (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2016N02,foc_2016-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2016-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2016-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2016-n02_th.jpg
foc_2016-n03,Clearwater Defender: News of the Big Wild Fall 2016 No. 3,Friends of the Clearwater,2016,2016,"12 pages, color print",Fall 2016 No 3,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; logging; national forests; salmon (fish); industrialization,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2016N03,foc_2016-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2016-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2016-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2016-n03_th.jpg
foc_2017-n01,Clearwater Defender: News of the Big Wild Winter 2017 No. 1,Friends of the Clearwater,2017,2017,"12 pages, color print",Winter 2017 No 1,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; industrialization; roads; bear; ursidae (family); dams (hydraulic structures); salmon (fish),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Frank Church River of No Return Wilderness, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2017N01,foc_2017-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2017-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2017-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2017-n01_th.jpg
foc_2017-n02,Clearwater Defender: News of the Big Wild Summer 2017 No. 2,Friends of the Clearwater,2017,2017,"12 pages, color print",Summer 2017 No 2,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; logging; roads; national forests,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2017N02,foc_2017-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2017-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2017-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2017-n02_th.jpg
foc_2017-n03,Clearwater Defender: News of the Big Wild Fall 2017 No. 3,Friends of the Clearwater,2017,2017,"12 pages, color print",Fall 2017 No 3,wildlife; forest management; logging; habitat; national forests,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2017N03,foc_2017-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2017-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2017-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2017-n03_th.jpg
foc_2018-n01,Clearwater Defender: News of the Big Wild Winter 2018 No. 1,Friends of the Clearwater,2018,2018,"12 pages, color print",Winter 2018 No 1,forestry; forest management; national forests; wildlife; land management; habitat; lynx (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2018N01,foc_2018-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2018-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2018-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2018-n01_th.jpg
foc_2018-n02,Clearwater Defender: News of the Big Wild Summer 2018 No. 2,Friends of the Clearwater,2018,2018,"12 pages, color print",Summer 2018 No 2,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; fire (event); logging; national forests,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2018N02,foc_2018-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2018-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2018-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2018-n02_th.jpg
foc_2018-n03,Clearwater Defender: News of the Big Wild Fall 2018 No. 3,Friends of the Clearwater,2018,2018,"12 pages, color print",Fall 2018 No 3,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; logging; national forests; salmon (fish),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Frank Church River of No Return Wilderness, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2018N03,foc_2018-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2018-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2018-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2018-n03_th.jpg
foc_2018-n04,Clearwater Defender: News of the Big Wild Winter 2018 No. 4,Friends of the Clearwater,2018,2018,"8 pages, color print",Winter 2018 No 4,forestry; forest management; logging; wildlife; national forests,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2018N04,foc_2018-n04.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2018-n04.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2018-n04_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2018-n04_th.jpg
foc_2019-n01,Clearwater Defender: News of the Big Wild Spring 2019 No. 1,Friends of the Clearwater,2019,2019,"8 pages, color print",Spring 2019 No 1,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; roads; mining; logging; industrialization,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Washington D.C.",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2019N01,foc_2019-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2019-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2019-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2019-n01_th.jpg
foc_2019-n02,Clearwater Defender: News of the Big Wild Summer 2019 No. 2,Friends of the Clearwater,2019,2019,"12 pages, color print",Summer 2019 No 2,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; mining; roads; bears; ursidae (family),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2019N02,foc_2019-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2019-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2019-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2019-n02_th.jpg
foc_2019-n03,Clearwater Defender: News of the Big Wild Fall 2019 No. 3,Friends of the Clearwater,2019,2019,"12 pages, color print",Fall 2019 No 3,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; salmon (fish); bears; ursidae (family); fish hatcheries; mining,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2019N03,foc_2019-n03.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2019-n03.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2019-n03_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2019-n03_th.jpg
foc_2020-winter,Clearwater Defender: News of the Big Wild Winter 2020,Friends of the Clearwater,2020,2020,"8 pages, black and white print",Winter 2020 Special Edition,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; roads; bears; ursidae (family); logging,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2020winter,foc_2020-winter.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2020-winter.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2020-winter_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2020-winter_th.jpg
foc_2020-n01,Clearwater Defender: News of the Big Wild Spring 2020 No. 1,Friends of the Clearwater,2020,2020,"12 pages, color print",Spring 2020 No 1,forest management; forestry; national forests; wolves; canis lupus (species); wildlife; habitat,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2020N01,foc_2020-n01.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2020-n01.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2020-n01_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2020-n01_th.jpg
foc_2020-n02,Clearwater Defender: News of the Big Wild Fall 2020 No. 2,Friends of the Clearwater,2020,2020,"12 pages, color print",Fall 2020 No 2,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; logging; wolverines (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2020N02,foc_2020-n02.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2020-n02.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2020-n02_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2020-n02_th.jpg
foc_2021-spring,Clearwater Defender: News of the Big Wild Spring 2021,Friends of the Clearwater,2021,2021,"16 pages, color print",Spring 2021,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; salmon (fish); dams (hydraulic structures); logging; bears; ursidae (family); national forests,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2021spring,foc_2021-spring.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2021-spring.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2021-spring_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2021-spring_th.jpg
foc_2021-summer,Clearwater Defender: News of the Big Wild Summer 2021,Friends of the Clearwater,2021,2021,"12 pages, color print",Summer 2021,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; logging; roads; national forests; Nimiipuu; indigenous peoples; wolves; canis lupus (species); bears; ursidae (family),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho; Frank Church River of No Return Wilderness, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2021summer,foc_2021-summer.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2021-summer.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2021-summer_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2021-summer_th.jpg
foc_2022-spring,The Clearwater Defender Spring 2022,Friends of the Clearwater,2022,2022,"16 pages, color print",Spring 2022,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; logging; roads,"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2022spring,foc_2022-spring.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2022-spring.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2022-spring_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2022-spring_th.jpg
foc_2022-summer,The Clearwater Defender Summer 2022,Friends of the Clearwater,2022,2022,"12 pages, color print",Summer 2022,forest management; forestry; land management; habitat; wildlife; legislation; wilderness; national forests; wolverines (species),"Nez Perce-Clearwater National Forest, Idaho; Salmon-Challis National Forest, Idaho; Payette National Forest, Idaho; Moscow, Idaho",Clearwater; Latah,Library Special Collections Day-NW TD181.I2C54,foc_cd_2022summer,foc_2022-summer.pdf,text,newsletter,application/pdf,Friends of the Clearwater Newsletters,Friends of the Clearwater,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Kacie Kay 2026,,pdf,https://objects.lib.uidaho.edu/friendsclearwater/foc_2022-summer.pdf,https://objects.lib.uidaho.edu/friendsclearwater/small/foc_2022-summer_sm.jpg,https://objects.lib.uidaho.edu/friendsclearwater/thumbs/foc_2022-summer_th.jpg
