title,authors,date,archival date,editors,subject,publisher,identifier,format original,format,filename,Source,type,findingaid,digital collection,language,rights,rightsstatement,full text,objectid,display_template,object_location,image_small,image_thumb
"Turning Wheel, Fall 1993","Kaye, Les; Kraft, Kenneth; Green, Tova; Howe, Margaret; Caignon, Denise; Scott, Maylie; Kaza, Stephanie; Ames, Diane; Kenyon, Janine; Brecker, Jane; Capparell, Lorraine; Solomon, Diane",1993,1993,"Caignon, Denise; Moon, Susan; Waters, Will; Bryant, Thelma; Creely, Ann; Howe, Margaret; Hunter, Sandy; Queen, Miriam; Senauke, Alan; Stout, Meredith; Welch, Nonnie; Watson, Lawreme; Currant, Nanda",Buddhism; newsletters; social issues,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1993,newsletter,application/pdf,turningwheel-fall1993.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf042,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1993.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1993_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1993_th.jpg
"Turning Wheel, Winter 1994","Aitken, Robert; Ermachild, Melody; Fischer, Norman; Sinavaiana, Caroline; Masters, Jarvis; Moon, Susan; Rolston, Dean; Parfrey, Jonathan; Tanahashi, Kaz; Homer, Ken; Senauke, Alan; Kostelanetz, Richard; Gable, Cate; de Lissovoy, Noah; Bezner, Kevin",1994,1994,"Moon, Susan; Aframi, Lewis; Bryant, Thelma; Ermachild, Melody; Kutchins, AJ; McMahon, Patrick; O'Lalor, Staci Montori; Senauke, Alan; Stout, Meredith; Watfon, Lawrence; Cannon, Pat; Thorn, Jordan",Buddhism; newsletters; speech (communication function); human rights,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1994,newsletter,application/pdf,turningwheel-winter1994.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf043,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1994.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1994_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1994_th.jpg
"Turning Wheel, Spring 1994","Snyder, Gary; Moon, Susan; Fischer, Norman; House, Freeman; Kaza, Stephanie; Levitt, Peter; Wise, Nina; Althouse, Robert Joshin; McMahon, Patrick; Meidell, Pamela; Weiss, Pamela; Abbott, Keith; Ward, Joan Starr; Butler, Sandra; Watts, Jonathan; Metzger, Deena; Shikubu, Izumi; See, Prudence; Sutherland, Rebecca; TeSelle, Davis; Simmons, Elly; Oule, Jaques",1994,1994,"Moon, Susan; Aframi, Lewis; Bryant, Thelma; Cooper, Andy; Ermachild, Melody; Gustafson, Paul; Kaza, Stephanie; Kutchins, AJ; O'Lalor, Staci Montori; Senauke, Alan; Watson, Lawrence; Barrett, Mary; Fields, Felicia; Stout, Meredith",Buddhism; newsletters; environmental impact; environmental sciences ,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1994,newsletter,application/pdf,turningwheel-spring1994.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf044,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1994.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1994_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1994_th.jpg
"Turning Wheel, Summer 1994","Rothberg, Donald; Stronach, Judith; Wood, Peter; Thomas, Claude; Peavey, Fran; Jones, Michael; Scott, Maylie; Duxbury, Micky; Aframi, Lewis; Brodsky, Barbara; Selfridge, Barbara; Eastoak, Sandy; McKernan, John; Misciagna, Orion; Hess, Linda; Yeaton, Joanne; Oda, Mayumi; Schifrin, Francesca; TeSell, Davis",1994,1994,"Moon, Susan; Aframi, Lewis; Bryant, Thelma; Ermachild, Melody; Green, Tova; Gustafson, Paul; O'Lalor, Staci Montori; Palmo, Jigme; Senauke, Alan; Stout, Meredith; Wood, Peter; Watson, Lawrence",Buddhism; newsletters; nonviolence; meditation,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1994,newsletter,application/pdf,turningwheel-summer1994.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf045,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1994.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1994_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1994_th.jpg
"Turning Wheel, Fall 1994","Ermachild, Melody; Gilman, Rhoda; Miles, Barbara; O'Lalor, Mark Montori; Moon, Susan; Beer, Scoby; Bryant, Thelma; McCormick, Karen Martina; Senauke, Alan; Collett, Merrill; Green, Tova; Baer, Tom",1994,1994,"Moon, Susan; Aframi, Lewis; Bryant, Thelma; Ermachild, Melody; Green, Tova; McMahon, Patrick; O'Lalor, Staci Montori; Senauke, Alan; Stout, Meredith; Wood, Peter; Thorn, Jordan; Watson, Lawrence",Buddhism; newsletters; nuclear bombs; adolescents ,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1994,newsletter,application/pdf,turningwheel-fall1994.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf046,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1994.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1994_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1994_th.jpg
"Turning Wheel, Winter 1995","Norberg-Hodge, Helena; Harvey, Andrew; Akers, Ellery; Anderson, Reb; Newman, Naomi; Herbert, Anne; Friedman, Lenore; Boies, Leslie; Ward, Joan Starr; Fischer, Kathie; Green, Tova; Weitsman, Mel; Roshi, Tofu; Wester, Julie; Simmons, Elly; Abbott, Keith; Culbertson, Janet; Sugden, Philip; See, Prudence; Schifrin, Franceska; Stout, Meredith; Hartz, Jim; Lueck, Daigan",1995,1995,"Moon, Susan; Woods, Lewis; Bryant, Thelma; Ermachild, Melody; Green, Tova; Senauke, Alan; Stout, Meredith; Wood, Peter; Watson, Lawrence; Thorn, Jordan; Young, Diana",Buddhism; newsletters; hope,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1995,newsletter,application/pdf,turningwheel-winter1995.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf047,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1995.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1995_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1995_th.jpg
"Turning Wheel, Spring 1995","Ermachild, Melody; Masters, Jarvis; Janko, Jim; Sexauer, Ted; Motz, Sherdyl (Charlie); Ziegler, Phillip B.; Huber, Cheri; Young-Eisendrath, Polly; Friedman, Lenore; Stout, Meredith; Bell, Cassandra Sagan; Weiss, Pamela; Harrison, Gavin; Wilt, Barbara; Green, Paula; Peavey, Fran; Sakaki, Nanao; Senauke, Alan; Galland, China; TeSelle, Davis; Sutherland, Rebecca; See, Prudence; Azrael, Judith; Green, Tova; Lueck, Daigan",1995,1995,"Moon, Susan; Caignon, Denise; Woods, Lewis; Bryant, Thelma; Duncan, Ami; Ermachild, Melody; Green, Tova; Senauke, Alan; Stout, Meredith; Thorn, Jordan; Wood, Peter; Watson, Lawrence",Buddhism; newsletters; suffering,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1995,newsletter,application/pdf,turningwheel-spring1995.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf048,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1995.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1995_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1995_th.jpg
"Turning Wheel, Summer 1995","Jeffrey, Meg; Shoemaker, Charlotte; Waters, Alice; Walker, Michelle Rae; Bled, Rory; Lassaw, Denise; Jones, Ken; Dutcher-Walls, Tim; Aitken, Robert; Moon, Susan; Ames, Diane Patenaude; Stronach, Judith; Winston, Diana; Boies, Leslie; Leighton, Taigen Dan; Levitt, Peter; Lueck, Daigan",1995,1995,"Moon, Susan; Caignon, Denise; Woods, Lewis; Chavis, Melody Ermachild; Duncan, Ami; Green, Tova; Senauke, Alan; Stout, Meredith; Thorn, Jordan; Wood, Peter; Watson, Lawrence",Buddhism; newsletters; capitalism,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1995,newsletter,application/pdf,turningwheel-summer1995.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf049,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1995.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1995_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1995_th.jpg
"Turning Wheel, Fall 1995","Eastoak, Sandy; Ermachild, Melody; O'Donnell, Sheila; Caignon, Denise; Rookard, Joe; Douglas, Mary; Sherab, Tenzin; Woods, Lewis; Freisema, Wilma; Peavey, Fran; Moon, Susan; Kyi, Daw Aung San Suu; Collet, Merrill; Green, Tova; Grant, David; Boies, Leslie; Abrams, Bill; Roberts, Elliot; Meagher, Kathleen; Cooper, Bill",1995,1995,"Caignon, Denise; Moon, Susan; Woods, Lewis; Chavis, Melody Ermachild; Courtney, Jeanne; Duncan, Ami; Green, Tova; Lewis, Tim; Senauke, Alan; Stout, Meredith; Wood, Peter; Watson, Lawrence",Buddhism; newsletters; conservatism; cults (group or movement),"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1995,newsletter,application/pdf,turningwheel-fall1995.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf050,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1995.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1995_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1995_th.jpg
"Turning Wheel, Winter 1996","TeSelle, Davis; Capparell, Lorraine; Eastoak, Sandy; Raffa, Damien; Nestor, Helen; See, Prudence; Scott, Maylie; Wraye, Alanda; Bell, Cassandra Sagan; Green, Tova; Peard, Rick; Sherman, Pamela G.; Beer, Scoby; Rosen, Nina; Jensen, Lin; Winston, Diana; Wai, Henry; Rothberg, Donald; Weiss, Pam; Chavis, Melody Ermachild; Collett, Merrill; Boorstein, Sylvia; Benson, John; Senauke, Alan; Bryant, Thelma; Hayden, Casey; Foster, Jeanne; Smock, Frederick",1996,1996,"Moon, Susan; Caignon, Denise; Woods, Lewis; Bryant, Thelma; Chavis, Melody Ermachild; Green, Tova; McMahon, Patrick; Senauke, Alan; Stout, Meredith; Tep, Elsie Okada; Wood, Peter; Watson, Lawrence; Barrett, Mary; Fields, Felicia; Lyons, Bob; Thorn, Jordan; Wing, Daniel",Buddhism; newsletters; families (kinship groups); family life,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1996,newsletter,application/pdf,turningwheel-winter1996.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf051,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1996.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1996_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1996_th.jpg
"Turning Wheel, Spring 1996","Bays, Jan Chozen; Green, Tova; Vadas, Melinda; Hickey, Shannon; Caignon, Denise; Kutchins, AJ; Roshi, Tofu; Masters, Jarvis; Senauke, Alan; Hirshkowitz, Barbara; Bell, Cassandra Sagan; Clark, William; TeSelle, Davis; Mclver, Heather",1996,1996,"Moon, Susan; Caignon, Denise; Hickey, Shannon; Woods, Lewis; Hirshkowitz, Barbara; Bryant, Thelma; Chavis, Melody Ermachild; Courtney, Jeanne; Green, Tova; McMahon, Patrick; Senauke, Alan; Stout, Meredith; Tep, Elsie Okada; Wood, Peter; Watson, Lawrence",Buddhism; newsletters; eroticism; addiction,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1996,newsletter,application/pdf,turningwheel-spring1996.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf052,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1996.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1996_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1996_th.jpg
"Turning Wheel, Summer 1996","Bhikku, Santikaro; Grant, David; Green, Paula; MacLean, Ken; Stout, Meredith; Green, Tova; Epstein, Steve; Maat, Bob; Tyndall, Mawo; Tyndall, Gordan; Ordney, Marco; Winston, Diana; Purdy, Cassandra; Senauke, Alan; Hirshkowitz, Barbara",1996,1996,"Moon, Susan; Caignon, Denise; Woods, Lewis; Hirshkowitz, Barbara; Bryant, Thelma; Ermachild, Melody; Green, Tova; Hickey, Shannon; McMahon, Patrick; Senauke, Alan; Stout, Meredith; Tep, Elsie Okada; Winston, Diana; Wood, Peter; Watson, Lawrence; Fields, Felicia; Thorn, Jordan; Lyons, Bob",Buddhism; newsletters; refugee camps,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1996,newsletter,application/pdf,turningwheel-summer1996.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf053,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1996.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1996_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1996_th.jpg
"Turning Wheel, Fall 1996","McMahon, Patrick; Ames, Diane Patenaude; Kaza, Stephanie; Patchell, Tony; Kaplow, Susan; Bell, Cassandra Sagan; Moon, Susan; Senauke, Alan; Stout, Meredith; Masters, Jarvis; Bryant, Thelma; Jensen, Lin; Ritter, Chris; Chura, David; Dohrmann, Kathryn; Hirshkowitz, Barbara",1996,1996,,Buddhism; newsletters; homeless persons,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1996,newsletter,application/pdf,turningwheel-fall1996.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf054,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1996.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1996_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1996_th.jpg
"Turning Wheel, Winter 1997","Fischer, Norman; Ikeda-Nash, Mushim; Reecer, Marcia; Jensen, Lin; Bunting, Kent; Green, Tova; McMahon, Patrick; Chatfield, Kate; Olson, Curtis; Senauke, Alan; Fields, Rick; Winston, Diana; Pace, Gary; Hirshkowitz, Barbara; Barrett, Mary; Howe, Fanny; Berger, LR; Rothbart, David",1997,1997,"Moon, Susan; Caignon, Denise; Woods, Lewis; Hirshkowitz, Barbara; Bryant, Thelma; Green, Tova; Hickey, Shannon; Ikeda-Nash, Mushim; Senauke, Alan; Stout, Meredith; Tep, Elsie Okada; Winston, Diana; Wood, Peter; Watson, Lawrence; Bennett, Janey; Walker, Sarah",Buddhism; newsletters; workplace; jobs (occupations),"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-winter1997,newsletter,application/pdf,turningwheel-winter1997.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf055,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-winter1997.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-winter1997_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-winter1997_th.jpg
"Turning Wheel, Spring 1997","Norberg-Hodge, Helena; Peavey, Fran; Hickey, Shannon; Tsuji, Kenryu; Moore, Deborah; St. John, Matthias; Pollard, Vicki Cohn; Barrows, Anita; Martin, Rafe; Senauke, Alan; Snyder, Gary; Scalapino, Leslie; Winston, Diana; Kaz, Donna; Frank, Thaisa",1997,1997,"Moon, Susan; Caignon, Denise; Woods, Lewis; Hirshkowitz, Barbara; Bennett, Janey; Bryant, Thelma; Chavis, Melody Ermachild; Green, Tova; Ikeda-Nash, Mushim; Payne, Karen; Stout, Meredith; Tep, Elsie Okada; Winston, Diana; Watson, Lawrence; Cleland, Trena; Fields, Felicia; Thorn, Jordan; Walker, Sarah",Buddhism; newsletters; globalization; bodies of water (natural),"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-spring1997,newsletter,application/pdf,turningwheel-spring1997.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf056,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-spring1997.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-spring1997_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-spring1997_th.jpg
"Turning Wheel, Summer 1997","Kaplow, Susan; Friedman, Lenore; Caignon, Denise; Blakeslee, Betsy; Aiken, David; Hart, Robin; Ziegler, Phillip; Herbert, Anne; Terkel, Studs; Masters, Jarvis; Green, Paula; Bunting, Kent; Hirshkowitz, Barbara; Jones, Ken; Green, Tova; Senauke, Alan",1997,1997,"Moon, Susan; Caignon, Denise; Woods, Lewis; Hirshkowitz, Barbara; Chavis, Melody Ermachild; Green, Tova; Ikeda-Nash, Mushim; Payne, Karen; Stout, Meredith; Winston, Diana; Watson, Lawrence; Cleland, Trena; Fields, Felicia; Hickey, Shannon; Thorn, Jordan; Myers, Karin",Buddhism; newsletters; hate,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-summer1997,newsletter,application/pdf,turningwheel-summer1997.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf057,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-summer1997.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-summer1997_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-summer1997_th.jpg
"Turning Wheel, Fall 1997","Chavis, Melody Ermachild; Minogue, Kuya; Green, Tova; Schneider, David; Bell, Cassandra Sagan; Martin, Jake; Schrei, Josh; Meyers, Karin; Hanh, Thich Nhat; Dresser, Marianne; Hirshkowitz, Barbara; Phillips, Susan; Howe, Margaret; Pace, Gary; Brutman, Robert; Hickey, Shannon",1997,1997,"Moon, Susan; Caignon, Denise; Woods, Lewis; Hirshkowitz, Barbara; Chavis, Melody Ermachild; Hickey, Shannon; Ikeda-Nash, Mushim; Payne, Karen; Stout, Meredith; Winston, Diana; Watson, Lawrence; Bennett, Janey; Bryant, Thelma; Thorn, Jordan",Buddhism; newsletters; cities; religious buildings,"Buddhist Peace Fellowship (Berkeley, Calif.)",turningwheel-fall1997,newsletter,application/pdf,turningwheel-fall1997.pdf,"Buddhist Peace Fellowship collection, MG 505, University of Idaho Library Special Collections and Archives",Text,https://archiveswest.orbiscascade.org/ark:80444/xv766086,Buddhist Peace Fellowship digital collection,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,bpf058,pdf,https://objects.lib.uidaho.edu/bpf/turningwheel-fall1997.pdf,https://objects.lib.uidaho.edu/bpf/small/turningwheel-fall1997_sm.jpg,https://objects.lib.uidaho.edu/bpf/thumbs/turningwheel-fall1997_th.jpg
