objectid,title,creator,date,abstract,description,subject,location,department,publisher,source,identifier,format_original,type,format,language,link,rights,rightsstatement,date created,date modified,reference url,cdmid,contentdm file name,contentdm file path,display_template,filename,object_location,image_small,image_thumb
ir0122,Idaho's Economic Contribution of Natural Resources 2014,,2014,"At a glance statistics showing the economic contributions of Idaho's natural resources, including forestry, forest products, livestock forage, hunting, fishing, wildlife watching, and outdoor recreation.",Policy Analysis Group Report - College of Natural Resources,forest products; forest products industry; livestock grazing; fishing; resource management;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-11-28,2016-11-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/122,122,123.pdf,/IR/image/123.pdf,pdf,ir0122.pdf,https://objects.lib.uidaho.edu/ir/ir0122.pdf,https://objects.lib.uidaho.edu/ir/small/ir0122_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0122_th.jpg
ir0123,Economic Contribution of Idaho's Natural Resources 2015,,2015,"At a glance statistics showing the economic contributions of Idaho's natural resources, including forestry, forest products, livestock forage, hunting, fishing, wildlife watching, and outdoor recreation.",Policy Analysis Group Report - College of Natural Resources,forest products; forest products industry; livestock grazing; fishing; resource management;,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2016-11-28,2016-11-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/123,123,124.pdf,/IR/image/124.pdf,pdf,ir0123.pdf,https://objects.lib.uidaho.edu/ir/ir0123.pdf,https://objects.lib.uidaho.edu/ir/small/ir0123_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0123_th.jpg
ir0124,Hispanics: Education,University of Idaho McClure Center for Public Policy Research,2016,"Hispanics make up 18% of all students in public K-12 schools, compared to 12% of all Idahoans. They accounted for 42% of enrollment growth in the last five years. Average scores on K-12 standardized tests are lower among Hispanic students than among non-Hispanics. Students in Idaho's English Learner Program make up 5% of public K-12 environment. Roughly 80% of these students speak Spanish as their primary language. While the number of Hispanics in postsecondary institutions has tripled int he last ten years, the percentage of Hispanic students enrolling in postsecondary education within a year of high school graduation remains lower than among non-Hispanics. In the last five years, ten K-12 districts and four postsecondary institutions had increases in Hispanic enrollment at the same time they had decreases in non-Hispanic enrollment.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Hispanic Americans; Education; Idaho,,,,,"Idaho at a Glance. May 2016, Vol. 7, No. 4",text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/124,124,125.pdf,/IR/image/125.pdf,pdf,ir0124.pdf,https://objects.lib.uidaho.edu/ir/ir0124.pdf,https://objects.lib.uidaho.edu/ir/small/ir0124_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0124_th.jpg
ir0125,Refugees in Idaho,University of Idaho McClure Center for Public Policy Research,2016,"Idaho has been formally involved with refugee resettlement since 1975. At that time, Governor John Evans joined many other governors in establishing a resettlement program to support Indochinese refugees fleeing unstable states in Southeast Asia. Since then, Idaho's resettlement efforts have grown and now involve multiple partnerships to support the well-being of refugees. This report provides key information about Idaho's refugees and the screening process to which they are subject.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Refugees; Idaho,,,,,"Idaho at a Glance. November 2016, Vol. 7, No. 6",text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/125,125,126.pdf,/IR/image/126.pdf,pdf,ir0125.pdf,https://objects.lib.uidaho.edu/ir/ir0125.pdf,https://objects.lib.uidaho.edu/ir/small/ir0125_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0125_th.jpg
ir0126,Hispanics: Labor Force & Economy,University of Idaho McClure Center for Public Policy Research,2016,"Idaho's civilian labor force is becoming more diverse, mainly because of the state's growing Hispanic population. In 2014, Hispanics made up 12% of Idaho's available labor force, compared to 7% in 2000. In 2014, Idaho's 83,300 Hispanic workers made up 11% of the state's employed workers, compared to 16% at the national level. On average, Hispanic workers in Idaho earn less than other workers. For example, median annual earnings among full-time, year-round Hispanic male workers was $29,084 in 2014, compared to $46,479 among non-Hispanic male workers. Hispanic unemployment rates have fallen since the recession ended, but remained 2.3 percentage points higher than non-Hispanic rates in 2014.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Hispanic Americans; Working class; Idaho,,,,,"Idaho at a Glance. March 2016, Vol. 7, No. 3",text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/126,126,127.pdf,/IR/image/127.pdf,pdf,ir0126.pdf,https://objects.lib.uidaho.edu/ir/ir0126.pdf,https://objects.lib.uidaho.edu/ir/small/ir0126_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0126_th.jpg
ir0127,Idaho Libraries,University of Idaho McClure Center for Public Policy Research,2017,"In an increasingly online world, Idaho's 103 library jurisdictions might have met the same fate as other ""brick and mortar"" entities facing lower patronage and greater competition from Internet-based services, but in fact, Idaho library use has never been higher. In fiscal year 2015, there were more than 8.6 million visits to public libraries in Idaho. In fiscal year 2014, Idaho libraries had the 5th highest per capita circulation of children's materials and attendance at children's programs in the nation. Attendance at young adult programs ranked 7th per capita and has increased 139% over the past five years. While attendance at adult programs was 39th in the nation, per capita, turnout at adult programs has increased by 40% in Idaho during the past five years. This issue of Idaho at a Glance offers an overview of Idaho's library community, describes the roles it plays in education and workforce development, and outlines implications for policy.",Policy brief from the James A. & Louise McClure Center for Public Policy Research,Libraries; Idaho,,,,,"Idaho at a Glance. April 2017, Vol. 8, No.2",text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/127,127,128.pdf,/IR/image/128.pdf,pdf,ir0127.pdf,https://objects.lib.uidaho.edu/ir/ir0127.pdf,https://objects.lib.uidaho.edu/ir/small/ir0127_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0127_th.jpg
ir0128,Life Choices of High School Seniors,University of Idaho McClure Center for Public Policy Research,2017,"Year after year, Idaho has ranked at or near the bottom of all 50 states in terms of how many students pursue postsecondary education directly after high school. To better understand why Idaho's ""go-on"" rate is so low, we surveyed 385 young adults who had graduated from Idaho high schools in spring 2015. Our first report on the survey is available at www.uidaho.edu/IdahoataGlance. This second report offers a deeper look at the data. For this report, we present only findings that are strongly supported by our statistical analysis. A ""p"" value is given throughout to indicate the strength of evidence for each finding (lowest values = strongest evidence).",Policy brief from the James A. & Louise McClure Center for Public Policy Research,High school seniors; Education; Idaho,,,,,"Idaho at a Glance. January 2017, Vol. 8, No.1",text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/128,128,129.pdf,/IR/image/129.pdf,pdf,ir0128.pdf,https://objects.lib.uidaho.edu/ir/ir0128.pdf,https://objects.lib.uidaho.edu/ir/small/ir0128_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0128_th.jpg
ir0129,Community impacts of Idaho's dairy workforce (2017),"Priscilla Salant, J.D. Wulfhorst, Erinn Cruz, Christine Dearien",2017,"This study updates our 2009 analysis of how the dairy industry's workforce impacts communities in Idaho's south central region, commonly referred to as the Magic Valley. The region is home to about 70 percent of Idaho's dairy cows and 10 percent of its residents. In the original study and in the update, we examine community impacts from a demographic, economic, and social perspective. Both studies were funded by grants from the Idaho Dairymen's Association. For the 2017 study, we conducted 48 semi-structured interviews with experts and key-informants selected based on their knowledge of the region, its communities, and the dairy industry. In addition to our interviews, we also analyzed secondary data from federal, state, and local sources. These data provide important context to help understand themes, trends, and patterns that emerge from qualitative interviews, and vice versa. Two key national trends form the context for this report. The first is a continuation of decades-long structural change in the dairy industry, towards fewer and larger farms. The second is slowing growth in the Hispanic population, largely the result of lower birth rates (in both Mexico and the U.S.) and a dramatic decline in the number of Mexican immigrants entering the U.S.",Research report from the James A. & Louise McClure Center for Public Policy Research,Dairy products industry; Idaho,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/129,129,130.pdf,/IR/image/130.pdf,pdf,ir0129.pdf,https://objects.lib.uidaho.edu/ir/ir0129.pdf,https://objects.lib.uidaho.edu/ir/small/ir0129_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0129_th.jpg
ir0130,"The Hispanic profile data book for Idaho, 4th edition","Idaho Commission on Hispanic Affaird, University of Idaho McClure Center for Public Policy Research",2017,"This report offers statistics and analysis on the state of Idaho Hispanics in population, income and poverty, employment, education, family and kids, health, housing, and crime and safety. Idaho Hispanics make up 12% of the total population, 18% of K-12 public school students, 2% of Idaho public school teachers, 12% of the labor force, 27% of the uninsured, and 3% of registered voters. Three-fourths of Idaho's Hispanics were born in the U.S., and 9-in-10 live south of a line from Payette County to Madison and Bonneville counties. Hispanics accounted for 30% of the state's population growth between 2010 and 2015, 42% of K-12 public school enrollment growth between the 2010-11 and 2015-16 school years, and 37% of employment growth between 2009 and 2015. However, Hispanic population growth in Idaho is slowing. On an annual basis, the population grew 9% in the 1990s, 7% in the 2000s, and 2% from 2010-2015. In terms of education, Idaho Hispanic students are less proficient in basic subjects and less prepared for college and career than non-Hispanics, based on standardized test scores. Students in the English Learner program score the lowest on standardized tests. Compared to non-Hispanics, Hispanics in Idaho have higher unemployment and poverty rates. They also have lower average annual wages and household income. However, their economic well-being has improved since the recession. The Hispanic unemployment rate is down 8 percentage points; the non-Hispanic rate is down 4 points. The Hispanic poverty rate is down 5 percentage points; the non-Hispanic rate is up 1.5 points. The number of employed Hispanics is up 34%; the number of employed non-Hispanics is up 6%. What accounts for these findings? First, Hispanics are more likely to be in the labor force and to work in growing occupations and industries. Second, the number of Hispanics in the labor force is going up in all age categories, but going down among non-Hispanics under age 25 and age 25-54. It may also be that younger Hispanic workers are becoming more educated and likely to work non-traditional, higher paying jobs. A better understanding of Idaho's Hispanic and non-Hispanic labor market dynamics could inform strategies to increase Idaho's economic prosperity overall.",Research report from the James A. & Louise McClure Center for Public Policy Research,Hispanic Americans; Idaho,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/130,130,131.pdf,/IR/image/131.pdf,pdf,ir0130.pdf,https://objects.lib.uidaho.edu/ir/ir0130.pdf,https://objects.lib.uidaho.edu/ir/small/ir0130_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0130_th.jpg
ir0131,Community level impacts of Idaho's changing dairy industry (2009),"Priscilla Salant, J.D. Wulfhorst, Stephanie Kane, Christine Dearien",2009,"This report analyzes the community?level impacts of Idaho�s changing dairy industry, and specifically, that part of the industry involved in milk production. Using a three?part methodology, we examine how the people who work on dairy farms impact local economies, schools, health care providers, justice systems, and other aspects of communities in southern Idaho. Two parallel trends shape the context for this analysis. Both are consistent with national trends in farm?dependent areas of the country. First, the structure of Idaho�s dairy industry is changing. The trend is towards larger and more geographically concentrated farms with an increasing demand for wage labor. Second, Idaho is becoming more ethnically diverse as the state�s Hispanic population grows at a faster rate than the rest of the population.",Research report from the James A. & Louise McClure Center for Public Policy Research,Dairy products industry; Idaho,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/131,131,132.pdf,/IR/image/132.pdf,pdf,ir0131.pdf,https://objects.lib.uidaho.edu/ir/ir0131.pdf,https://objects.lib.uidaho.edu/ir/small/ir0131_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0131_th.jpg
ir0132,Towards food security in Idaho,"Priscilla Salant, Cristy Dearien, Erinn Cruz",2014,"Food insecurity causes serious long-term problems for individuals and society as a whole. People with poor diets are far more likely to experience poor overall health status, activity-limiting health impairments, depression and other mental health issues. Children with poor diets experience compromised health and development and are less likely to succeed in school, while adults who experienced childhood hunger are more likely to miss work and have a harder time holding down a job. People with poor diets are also more vulnerable to being overweight and obese. They have lower incomes, less access to affordable, healthy foods, and fewer options for physical activity. We have two goals in writing this report. First, we aim to create a base of common information about Idaho�s food security challenge and how it is currently being addressed. Second, we seek to encourage organizations and agencies to collaborate around a common agenda to improve food security in Idaho. In achieving these goals, we also aim to identify the best ways in which the University of Idaho can work with partners to address Idaho�s food security challenge.",Research report from the James A. & Louise McClure Center for Public Policy Research,Food security; Idaho,,,,,,text,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-06-05,2017-06-05,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/132,132,133.pdf,/IR/image/133.pdf,pdf,ir0132.pdf,https://objects.lib.uidaho.edu/ir/ir0132.pdf,https://objects.lib.uidaho.edu/ir/small/ir0132_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0132_th.jpg
ir0133,"Shuffle the cards, save the cat, and eat the cake","Stoddart, Rick",2017,"Traditionally, a final chapter is seen as closing or concluding a book—bracketing the contents like bookends on a shelf. This type of chapter looks back among the other chapters and tells you what you have read and why it might be important. Unfortunately, I don't think I am going to be able accomplish this conventional undertaking with this chapter… nor do I think I want to. This chapter is not here to tie a nice little bow around the book's contents and declare everything well and good. Just as autoethnography challenges the reader to engage and react, this chapter will instead serve to untie the bow, open the box, and spill out its contents. The authors in this volume have crafted remarkable chapters, stories that I am in awe of, and they are truly gifts to you as a reader, as well as to librarianship as a whole. As with any good gifts, they are both personal and thoughtful, and they are meant to be used, shared, displayed, and celebrated. So let's agree to think of this chapter as not offering up the final word on autoethnography and librarianship, but instead an open invitation for other librarians to write the next chapter, and the next, and the next…","Chapter from The Self as Subject: Autoethnographic Research into Identity, Culture, and Academic Librarianship, edited by Anne-Marie Deitering, Robert Schroeder, and Richard Stoddart",Librarianship; Qualitative research,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-08-23,2017-08-23,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/133,133,134.pdf,/IR/image/134.pdf,pdf,ir0133.pdf,https://objects.lib.uidaho.edu/ir/ir0133.pdf,https://objects.lib.uidaho.edu/ir/small/ir0133_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0133_th.jpg
ir0134,State Funding for Wildfire Suppression in the Western U.S.,Philip S. Cook; Dennis R. Becker,2017,The number of large wildfires and area burned by wildfires in the western U.S. have increased significantly over the last 30 years and are expected to continue to do so. This study examines state costs for wildfire suppression in the western U.S. over the last decade and compares funding approaches to paying those costs. The purpose is to improve management of state fiscal resources and to identify alternative funding mechanisms in the context of potentially escalating costs and policy questions about who should bear those costs.,Policy Analysis Group Report - University of Idaho College of Natural Resources,economics; resource management; wildland fire,,,,,,,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2017-08-28,2017-08-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/134,134,135.pdf,/IR/image/135.pdf,pdf,ir0134.pdf,https://objects.lib.uidaho.edu/ir/ir0134.pdf,https://objects.lib.uidaho.edu/ir/small/ir0134_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0134_th.jpg
ir0135,Recreation Access and Leasing of State Endowment Lands,"Cook, Philip S.;  Benedum, Michelle;  Becker, Dennis R.",2016-09-01,,"(PAG Issue Brief, no. 19) The Idaho State Board of Land Commissioners (Land Board) is trustee for 2.4 million acres of endowment lands managed for the benefit of public schools and other institutions with the constitutional mandate of maximizing long term financial return. Currently, Idaho does not charge for recreating on endowment lands, nor have endowment lands been leased for exclusive recreational purposes. Recent Land Board discussions have raised the issue of recreation on the endowment lands and its relationship to fiduciary responsibility, as well as the Board has received requests for leasing exclusive hunting rights on some endowment lands. The purpose of this report is to inform discussion in Idaho about exclusive leasing and access fees for recreation on endowment lands by comparing policies adopted in other states.  Of the 18 states with trust lands for which we were able to find information, four do not allow general recreation access to the public (Colorado, Mississippi, Oklahoma, Texas), 10 allow general recreation access to the public without a fee (Alabama, Alaska, Idaho, Minnesota, North Dakota, Oregon, South Dakota, Utah, Wisconsin, Wyoming), and four allow general recreation access to the public with a fee (Arizona, Montana, New Mexico, Washington). Ten of the 18 states allow exclusive leasing of trust lands for recreation (Alabama, Alaska, Arizona, Colorado, Mississippi, Oklahoma, Oregon, Texas, Utah, Wyoming). In four states, the state wildlife management agency pays the state land trust for hunting access (Colorado, Montana, New Mexico, Utah).  We were unable to find program cost information for any recreation permit or lease program, which would include the cost of administering permits, enforcement, and associated costs. Net revenue is therefore unknown, but in most cases reported total revenue amounts do not leave much leeway for administrative or enforcement costs before program costs would outweigh revenues.",Idaho; recreation; public lands; land trusts; public policy; outdoor recreation,,University of Idaho. College of Natural Resources. Policy Analysis Group,,,IB19-FINAL-PAG-20160913.pdf,,Text,application/pdf,en,http://www.uidaho.edu/cnr/policy-analysis-group,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2018-02-28,2018-02-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/135,135,136.pdf,/IR/image/136.pdf,pdf,ir0135.pdf,https://objects.lib.uidaho.edu/ir/ir0135.pdf,https://objects.lib.uidaho.edu/ir/small/ir0135_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0135_th.jpg
ir0136,Using Survey IDs to Enhance Survey Research and Administration (post-print),"Edgeley, Catrin M.",2017-12,"Survey IDs are short strings of unique characters assigned to each recipient in a sample population. Extension research can benefit from the improved organization of survey implementation and data collection, better researcher-respondent communication, and reduced survey material costs supported through the use of survey IDs. This article outlines how survey IDs can provide a more efficient approach to survey administration and data management and includes suggestions about overcoming some limitations of survey IDs. Best practices for creating and using survey IDs when organizing and administering survey research also are suggested.","Survey IDs (also known as unique identifiers, participant IDs, or geocodes) are short strings of characters assigned to each questionnaire recipient in a survey sample population. Extension professionals can use survey IDs when conducting reserch to improve communication, reduce costs, and increase organization, thereby streamlining the survey administration process for both themselves and respondents. Using IDs in survey research and administration is common, but there is a shortage of information about effective approaches to doing so. Appropriate use of survey IDs, benefits and challenges to their implementation, and recommendations regarding their application are provided herein and are informed by the experience of administering a mixed-mode survey of approximately 2,700 households in Valley County, ID.",unique identifiers; geocodes; surveys; administrative responsibilities,,University of Idaho. College of Natural Resources.,,,JOE survey ID article.pdf,Journal Article,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2018-02-28,2018-02-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/136,136,137.pdf,/IR/image/137.pdf,pdf,ir0136.pdf,https://objects.lib.uidaho.edu/ir/ir0136.pdf,https://objects.lib.uidaho.edu/ir/small/ir0136_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0136_th.jpg
ir0137,Using static web technologies and git-based workflows to re-design and maintain a library website (quickly) with non-technical staff,"Evan Peter Williamson, Olivia M. Wikle, Devin Becker, Marco Seiferle-Valencia, Jylisa Doney, & Jessica Martinez",2021,"In 2018, a university-wide brand update prompted the University of Idaho Library to re-examine their website development practices and move towards a static web approach that leverages librarian skillsets and provides the library greater control over its systems and data. This case study describes the methodological reasons behind the decision to use the static site generator Jekyll over a Content Management System (CMS) and the practical steps taken to create a sustainable and agile development model. The article details the ways this static web approach (nicknamed “Lib-STATIC”) facilitates cross-departmental communication, collaboration, and innovative feature development for library staff members of varying technical abilities. (Post print version of published article)","This is an Accepted Manuscript of an article published by Taylor & Francis in College & Undergraduate Libraries on 19 Feb 2021, available online: https://www.tandfonline.com/doi/abs/10.1080/10691316.2021.1887036    Published version citation:   Evan Peter Williamson, Olivia M. Wikle, Devin Becker, Marco Seiferle-Valencia, Jylisa Doney & Jessica Martinez (2021) Using static web technologies and git-based workflows to re-design and maintain a library website (quickly) with non-technical staff, College & Undergraduate Libraries, DOI: 10.1080/10691316.2021.1887036",Web development; Git; minimal computing; library web design; librarian workflow design; responsive design; Library science,,,,,DOI: 10.1080/10691316.2021.1887036,PDF,Text,application/pdf,en,,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,2021-09-30,2021-09-30,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/IR/id/137,137,138.pdf,/IR/image/138.pdf,pdf,ir0137.pdf,https://objects.lib.uidaho.edu/ir/ir0137.pdf,https://objects.lib.uidaho.edu/ir/small/ir0137_sm.jpg,https://objects.lib.uidaho.edu/ir/thumbs/ir0137_th.jpg
ds_sqigwts,Sqigwts 3D Landscape,"Frey, Rodney; Campbell, Leanne; Vincent, Audra; Cleveley, Brian",2015,,"The Sqigwts 3-D Landscape is an interactive three-dimensional experience developed to provide an opportunity to effectively learn about the important cultural significance of sqigwts, the water potato (Sagittaria latifolia) to the Schitsu’umsh or Coeur d’Alene Indians (of the Pacific Northwest USA) and potential risks and vulnerabilities climate change may pose for this species and the Schitsu’umsh living relationship with it. Schitsu’umsh knowledge and practice is called hnkhwelkhwlnet, “our ways of life in the world,” and is conveyed through acts of re-telling their oral traditions and stories. For the Schitsu’umsh, storytelling is a living act and can only truly occur in-person as a shared experience between the storyteller and listeners as active participants. While a simulation of this active in-person exchange, this 3-D  Landscape provides a storytelling experience that attempts to replicates how hnkhwelkhwlnet can be accessed and understood. This format more effectively expresses indigenous meaning than a literacy-based format. Conveyed in the 3-D Landscape are insights into this unique indigenous form of knowledge and practice and how it has provided a means for Schitsu’umsh to successfully adapt to various forms of environmental and social change. Schitsu’umsh hnkhwelkhwlnet offers insights into how the indigenous and the scientific, in concert with each other, can be applied to address climate change. In offering this 3-D Landscape to the public, the Schitsu’umsh invite you to participate in this story, interact with its content, and see for yourself what mi’yp, lessons, about their hnkhwelkhwlnet are revealed to you. The Sqigwts 3-D Landscape was developed under a project funded by the United States Geological Survey entitled &quot;Schitsu'umsh Relationships with Their Dynamic Landscapes: Identifying,      Managing, and Applying Indigenous Knowledge and Praxis,&quot; with Co-PIs from the Schitsu'umsh Tribe and from the University of Idaho. Technical Note: To visit the 3D Landscape,  you must either use Firefox, Internet Explorer, or Opera for your web browser;  Google Chrome does not support the needed functionality.   Contibutors: Campbell, Leanne; Swan, CarylDene; Clark, Mitchell; Vincent, Audra; Elders of the Coeur D'Alene Tribe.",Coeur d'Alene Indians; Ethnology; Traditional Ecological Knowledge; Sagittaria latifolia; Arrowhead (Plants);,Idaho,,University of Idaho; Northwest Knowledge Network,https://www.sciencebase.gov/catalog/item/56339371e4b048076347ef7d; https://nccwsc.usgs.gov/display-project/4f8c64d2e4b0546c0c397b46/54186668e4b09adda0ad1ce2; https://www.sqigwts.org; http://www.cdatribe-nsn.gov/,ds_Sqigwts,interactive website,InteractiveResources,application/http,eng; Coeur d'Alene,https://www.sqigwts.org,"Acknowledging the tribal sovereignty of the Coeur d’Alene Tribe, the information conveyed in the 3D Landscape was fully reviewed for its authenticity and appropriateness, and approved by the Coeur d’Alene Tribe’s Natural Resources Committee and Culture Committee (August 4 and 14, 2015) and Tribal Council (September 9, 2015) for public dissemination. What is shared  with you is only the cultural knowledge and practices appropriate to be shared publicly. There  are aspects of hnkhwelkhwlnet that should remain only with Schitsu’umsh families and Tribal  members.  To view the protocol  and legal agreement that governed the &quot;Schitsu’umsh Relationships with Their Dynamic Landscapes: Identifying, Managing and Applying Indigenous Knowledge and Praxis&quot; project, see https://www.sqigwts.org/invitation",http://rightsstatements.org/vocab/InC-EDU/1.0/,2015-11-02,2016-04-26,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/digschol/id/3,3,,,record,,https://www.sqigwts.org,,
