objectid,filename,title,creator,date,date_is_approximate?,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
winr_064,ug83-1-23-vol-11-no-1.pdf,Women in Natural Resources Journal Vol. 11 No. 1,The University of Idaho,1989,yes,"Fire Edition, Part 1: Who Works on Fire? Fighfighters and support, research, tropical forestry, action plan critique, and recreation for the disabled. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;fightfighters,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-23, Vol. 11 No. 1",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-23-vol-11-no-1.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-23-vol-11-no-1_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-23-vol-11-no-1_th.jpg
winr_065,ug83-1-24-vol-11-no-3.pdf,Women in Natural Resources Journal Vol. 11 No. 3,The University of Idaho,1990,yes,"Subjects include wilderness, Sierra Club, leaders in conservation, cultural diversity, timber companies, grass farming, and updates on women in forestry. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;women's rights;national parks;conservation organizations;diversity;logging;farming (activity or system),"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-24, Vol. 11 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-24-vol-11-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-24-vol-11-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-24-vol-11-no-3_th.jpg
winr_066,ug83-1-25-vol-12-no-1.pdf,Women in Natural Resources Journal Vol. 12 No. 1,The University of Idaho,1990,yes,"Law Enforcement Edition: Forest Service, Park Service philosophies, BLM's Desert Rangers, Corps of Engineers, tough judges, landscape architects, land advocates, sheepherding, and pesticides. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;women's rights;national parks;conservation organizations;farming (activity or system);rangeland;environmental engineering;conservation concepts;environmental policy;pesticide,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-25, Vol. 12 No. 1",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-25-vol-12-no-1.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-25-vol-12-no-1_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-25-vol-12-no-1_th.jpg
winr_067,ug83-1-27-vol-12-no-3.pdf,Women in Natural Resources Journal Vol. 12 No. 3,The University of Idaho,1991,yes,"Urban Forestry Edition: inventories, parks and gardens, cities, consulting, cooperation, changing air quality, and interview with Barbara Allen-Diaz.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;national parks;conservation organizations;farming (activity or system);environmental policy;air pollution;gardening;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-27, Vol. 12 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-27-vol-12-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-27-vol-12-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-27-vol-12-no-3_th.jpg
winr_068,ug83-1-28-vol-13-no-2.pdf,Women in Natural Resources Journal Vol. 13 No. 2,The University of Idaho,1991,yes,"Threatened and Endangered Species Edition: Florida panthers, cockaded woodpeckers, Northern Californian bald eagles, Forest Service's T & E Program, Madame Butterfly, and interview with Barbara Weber.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;wildlife;gardening;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-28, Vol. 13 No. 2",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-28-vol-13-no-2.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-28-vol-13-no-2_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-28-vol-13-no-2_th.jpg
winr_069,ug83-1-29-vol-13-no-3.pdf,Women in Natural Resources Journal Vol. 13 No. 3,The University of Idaho,1992,yes,"Subjects include allelopathy, education, range management, Chile and the Peace Corps, and isomorphism. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;education;rangeland,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-29, Vol. 13 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-29-vol-13-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-29-vol-13-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-29-vol-13-no-3_th.jpg
winr_070,ug83-1-30-vol-14-no-1.pdf,Women in Natural Resources Journal Vol. 14 No. 1,The University of Idaho,1992,yes,"Soil Conservation Service Edition: interview with Elesa Cottrell, SCS middle managers, women's history, water quality, and senior executive service.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;women's rights;conservation organizations;conservation concepts;watersheds (drainage divides);interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-30, Vol. 14 No. 1",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-30-vol-14-no-1.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-30-vol-14-no-1_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-30-vol-14-no-1_th.jpg
winr_071,ug83-1-30-vol-14-no-2.pdf,Women in Natural Resources Journal Vol. 14 No. 2,The University of Idaho,1992,yes,"Subjects include interview with Kathy Johnson, substinence in Alaska, pandas, and agroforestry.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;farming (activity or system);wildlife;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-30, Vol. 14 No. 2",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-30-vol-14-no-2.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-30-vol-14-no-2_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-30-vol-14-no-2_th.jpg
winr_072,ug83-1-31-vol-14-no-3.pdf,Women in Natural Resources Journal Vol. 14 No. 3,The University of Idaho,1993,yes,"National Park Service Edition: interview with Marie Rust, historical sites, women superintendents, and NPS women.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;cultural landscapes;cultural heritage;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-31, Vol. 14 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-31-vol-14-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-31-vol-14-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-31-vol-14-no-3_th.jpg
winr_073,ug83-1-31-vol-14-no-4.pdf,Women in Natural Resources Journal Vol. 14 No. 4,The University of Idaho,1993,yes,"Subjects include interview with Jane Difley, agency vs. contractor, protecting rivers, and gender. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;watersheds (drainage divides);cultural landscapes;cultural heritage;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-31, Vol. 14 No. 4",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-31-vol-14-no-4.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-31-vol-14-no-4_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-31-vol-14-no-4_th.jpg
winr_074,ug83-1-35-vol-16-no-3.pdf,Women in Natural Resources Journal Vol. 16 No. 3,The University of Idaho,1995,yes,"Subjects include interview with Adela Backiel, NRCS, Sonoma Baylands Collaboration, Wildlife Habitat Enhancement Council, women & farming, and Forest Service pilot. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;watersheds (drainage divides);farming (activity and system);interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-35, Vol. 16 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-35-vol-16-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-35-vol-16-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-35-vol-16-no-3_th.jpg
winr_075,ug83-1-42-vol-19-no-1.pdf,Women in Natural Resources Journal Vol. 19 No. 1,The University of Idaho,1997,yes,"Subjects include Becoming and Outdoors Woman Program, Finland's landscape, African Americans in education, stakeholder negotiations, duck nesting study, and mastering swearing. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;watersheds (drainage divides);African American;international;women's rights;wildlife;wild animal parks;national parks;cultural landscapes;cultural heritage;cultural property,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-42, Vol. 19 No. 1",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-42-vol-19-no-1.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-42-vol-19-no-1_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-42-vol-19-no-1_th.jpg
winr_076,ug83-1-44-vol-20-no-2.pdf,Women in Natural Resources Journal Vol. 20 No. 2,The University of Idaho,1999,yes,"Subjects include interview with Ellie Towns (Regional Forester), New Zealand volcanoes, lahars, skifield, timber sales, bio-trade, invasise species (European green crab), and Madagascar women's projects and the environment. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;watersheds (drainage divides);African American;international;wildlife;international;cultural landscapes;cultural heritage;cultural property;logging;environmental policy;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-44, Vol. 20 No. 2",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-44-vol-20-no-2.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-44-vol-20-no-2_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-44-vol-20-no-2_th.jpg
winr_077,ug83-1-45-vol-20-no-3.pdf,Women in Natural Resources Journal Vol. 20 No. 3,The University of Idaho,1999,yes,"Subjects include interview with Jacqueline Lowey (NPS Deputy Director), North America's newest forestry program, campus climate for women, mistrels for the environment, international research, women's roles in agriculture, and departments. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;international;farming (activity and system);archaeology/ists;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-45, Vol. 20 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-45-vol-20-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-45-vol-20-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-45-vol-20-no-3_th.jpg
winr_078,ug83-1-45-vol-20-no-4.pdf,Women in Natural Resources Journal Vol. 20 No. 4,The University of Idaho,1999,yes,"Subjects include interview with Dixie Ehrenreich, air quality, wood products, campus climate for women part II, inmates and the Forest Service, eels in Portugal, aspen, and Departments: World Trade Organization.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;international;air pollution;wildlife;women's rights;logging;inmates;open prisons;prisons (institutions);interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-45, Vol. 20 No. 4",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-45-vol-20-no-4.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-45-vol-20-no-4_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-45-vol-20-no-4_th.jpg
winr_079,ug83-1-47-vol-21-no-3.pdf,Women in Natural Resources Journal Vol. 21 No. 3,The University of Idaho,2000,yes,"Subjects include interview with Hilda Diaz-Soltero (Associate Chief of Natural Resources USFS), diversity, effects of insecticide on fish, women's rights, global warming, and environmental heros.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;international;air pollution;wildlife;women's rights;global warming;climate change;watersheds (drainage divides);diversity;insecticide;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-47, Vol. 21 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-47-vol-21-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-47-vol-21-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-47-vol-21-no-3_th.jpg
winr_080,ug83-1-24-vol-11-no-4.pdf,Women in Natural Resources Journal Vol. 11 No. 4,The University of Idaho,1990,yes,"Cover photo of journal (the journal itself can be located in archives). BLM Part I: interview with Denise Meridith, range work, professionals in Alaska, Colorado Cultural Resources, career tracks, and sub-surface considerations. ",journals (periodicals);color photographs;natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;rangeland;African American;national parks;cultural landscapes;cultural heritage,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-24, Vol. 11 No. 4",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-24-vol-11-no-4.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-24-vol-11-no-4_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-24-vol-11-no-4_th.jpg
winr_081,ug83-1-55-vol-24-no-3.pdf,Women in Natural Resources Journal Vol. 24 No. 3,The University of Idaho,2003-2004,yes,"Subjects include WiNR's editors and columnists, equality issues of disasters, and the evolution of U.S. water policy.",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;women's rights;disasters;environmental policy;watersheds (drainage divides);diversity,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-55, Vol. 24 No. 3",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-55-vol-24-no-3.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-55-vol-24-no-3_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-55-vol-24-no-3_th.jpg
winr_082,ug83-1-49-vol-22-no-1.pdf,Women in Natural Resources Journal Vol. 22 No. 1,The University of Idaho,2001,yes,"Subjects include crime and terrorism on public wildlands, Forest Service at risk, ecotourism, interview with Eleanor Smeal of the feminist majority, volunteer programs in Minnesota, backpacking, and research in Alaska and Botswana. ",journals (periodicals);natural resources;forestry;people in agriculture or natural resource occupations;women's studies;conservation organizations;conservation concepts;women's rights;feminism;terrorism;ecotourism;environmental policy;volunteers/eering;international;interviews;national parks,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,"UG 83-1-49, Vol. 22 No. 1",Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/ug83-1-49-vol-22-no-1.pdf,https://objects.lib.uidaho.edu/winr/small/ug83-1-49-vol-22-no-1_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/ug83-1-49-vol-22-no-1_th.jpg
winr_083,interview_with_lauren_fins.pdf,Interview with Lauren Fins by Flori Tulli,"Tulli, Flori ",2022-07,no,"Transcript of Interview with Lauren Fins, conducted by Flori Tulli.",natural resources;forestry;people in agriculture or natural resource occupations;women's studies;interviews,"Moscow, Idaho",46.729352,-117.012741,UG 83 Women in Natural Resources collection,Digital Materials: Interview with Lauren Fins,Image;StillImage,application/pdf,eng,"In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://objects.lib.uidaho.edu/winr/interview_with_lauren_fins.pdf,https://objects.lib.uidaho.edu/winr/small/interview_with_lauren_fins_sm.jpg,https://objects.lib.uidaho.edu/winr/thumbs/interview_with_lauren_fins_th.jpg
