title,description,creator,date,contributors,subject,keywords-theme,keywords-tree,location,region,project,publisher,digital collection,holding institution,source,identifier,doi,rightsstatement,rights,project material,type,format,language,date digital,digital specifications,cdm_url,cdmid,objectid,display_template,filename,object_location,image_small,image_thumb
Eight Year Response to N and N+S Fertilization for the Umatilla Mixed Conifer Study in Northeast Oregon and Southeast Washington,"Eight study sites were established in 1991 on the Umatilla National Forest to study forest growth response to nitrogen and nitrogen-sulfur fertilization. The eight sites corresponded to four locations, Pomeroy, Pendleton, Ukiah and Heppner, which were arrayed in a linear fashion from northeast to southwest across the Forest. While this location effect was confounded with many other factors, it was an important blocking factor for analyses of fertilization growth response. However, it was difficult to identify which location factors influenced fertilization response. The more mature stands at Pomeroy and Pendleton were analyzed together, while the Ukiah and Heppner sites were analyzed separately. Overall, while both N and N+S showed positive growth responses, N+S provided the greatest eight-year volume response. This response was greatest for the mature stands at the Pomeroy and Pendleton study sites. A positive N+S response did occur at Heppner, but was only detectable in analysis of relative volume response. Ukiah did not show a significant fertilization response. Both Heppner and Ukiah were difficult to analyze and understand due to problems inherent in their small tree sizes and open-grown conditions, as well as to wide variation in initial conditions. Two-year periodic volume growth was also calculated and displayed for each of the four locations. Periodic fertilizer responses were strongest during the first two to six years of the study, and fertilizer effect has diminished to the point of being almost indiscernible during the most recent two-year period.","Garrison, M.T.; Moore, J.A.",2000-04-01,,research; fertilizer; timber (lumber); statistics;,research; fertilizer; timber (lumber); statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",,"Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Garrison, M.T., J.A. Moore. 2000. Eight Year Response to N and N+S Fertilization for the Umatilla Mixed Conifer Study in Northeast Oregon and Southeast Washington. IFTNC, College of Natural Resources, University of Idaho, Moscow.",Eight_Year_Response_to_N_and_N+S_Fertilization_Umatilla_Mixed_Conifer_Study_in_NE_Oregon_SE_Washington_IFTNC_2000,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4826,4826,iftnc4826,pdf,iftnc4826.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4826.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4826_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4826_th.jpg
Vector Diagnosis of Container-grown Ponderosa Pine Nutrient Status with Controlled-release Fertilizer Incorporated in the Root Plug,"Prior to sowing seeds, three controlled-release fertilizers (fast release (FR), moderate release (MR) and slow release (SR)) were incorporated in the growing media at rates of 0.8, 1.6 or 3.2 grams per seedling as supplements to nursery supplied soluble fertilizer. Effects on seedling foliar and root nutrient status of""""160/90"""" container ponderosa pine (Pinus ponderosa Doug. ex Laws) in the greenhouse were evaluated using graphical vector analysis. Treatment FR-0.8 produced the largest increase in foliage mass (238%) and root mass (169%) of all treatments while maintaining a nearly """"steady-state"""" condition. The """"steady-state"""" vectors resulting from treatment FR-0.8 indicate that nutrients were supplied in sufficient amounts to support the higher growth rates and increased biomass accumulation compared to the controls since nutrient contents increased in proportion to biomass. Some slow release fertilizers applied at higher rates, when combined with the existing nursery fertilization schedules, produced seedlings with poor nutritional balance in both foliage and roots. These treatments were readily detected with nutrient vector analysis and the technique proved to be effective in assisting the development of nursery fertilization regimes.","Moore, J.A.; Fan, Z.",2000-03-01,,research; roots (plant components); trees; statistics;,research; roots (plant components); trees; statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Seedling Growth and Nutrition,"Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Moore, J.A. and Z. Fan. 2000. IFTNC Supplemental Report No. 2. Vector Diagnosis of Container-Grown Ponderosa Pine Nutrient Status with Controlled-Release Fertilizer Incorporated in the Root Plug. IFTNC, College of Natural Resources, Univ. of Idaho, Moscow.",Vector_Diagnosis_Container-grown_PP_Nutrient_Status_with_Controlled-Release_Fert_Inc_Root_Plug_IFTNC_2000,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4827,4827,iftnc4827,pdf,iftnc4827.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4827.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4827_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4827_th.jpg
Root Chemistry of Mature Douglas-fir Differs by Habitat Type in the Interior Northwestern United States,"Carbon compound concentrations in plant tissues depend on the environment in which plants grow. However, little is known about how these concentrations vary across a range of forest environmental conditions. Our study examined root tissue (phloem, cambium, phellum, and phelloderm) collected from naturally regenerated mature Douglas-fir (Pseudotsuga menziesii var. glauca [Bessn.] Franco) trees in eight stands on three habitat type series encompassing a range of temperature and moisture conditions. The objective was to determine root chemical composition (sugar, starch, phenol, and tannin) differences among the habitat types. Douglas-fir roots collected from dry, warm Douglas fir habitat types had sugar concentrations of 4% compared to 3% for roots from cool, moist habitat types. Root samples collected from Douglas-fir habitat types showed tannin concentrations about double those from grand fir or western redcedar habitat types. Phenol/tannin ratios for the cool, moist habitat types were about double those from warm, dry Douglas-fir habitat types. Roots sampled from western redcedar habitat types had phenol concentrations and phenol/sugar ratios more than 50% higher than those from Douglas-fir and grand fir habitat types. We speculate that root chemistry of Douglas-fir growing on Douglas-fir habitat types could make them more drought resistant but less disease resistant, while Douglas-fir growing on western redcedar types would be less drought resistant but more disease resistant. Douglas-fir growing on warm, dry sites allocated more carbon to tannin production and less to phenols.","Moore, J.A.; Mika, P.G.; Shaw, T.M.",2000-03-29,,research; roots (plant components); trees; statistics;,research; roots (plant components); trees; statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Health Regional Fertilization Trials,Forest Science,Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Moore, J.A., P.G. Mika and T.M. Shaw. 2000. Root Chemistry of Mature Douglas-fir Differs by Habitat Type in the Interior Northwestern United States. Forest Science. 46(4): 531-536.",Root_Chemistry_of_Mature_Douglas-fir_Differs_by_Habitat_Type_Interior_NW_FS_046_004_2000,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4828,4828,iftnc4828,pdf,iftnc4828.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4828.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4828_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4828_th.jpg
Variation in the Root Bark Chemistry of Douglas-fir,"Several studies have linked high phenolics:sugar ratios in the inner root bark tissue of Douglas-fir (Pseudotsuga menziesii (Mirb.) Franco) to decreased susceptibility to Armillaria spp. While these studies have identified environmental factors that influence root chemistry, none have examined whether the phenolics:sugar ratio is genetically controlled. In this study, the effects of genetics and environment on Douglas-fir root bark chemistry were investigated. Significant differences in root bark  chemistry of 15-yr-old Douglas-fir were detected among 20 open-pollinated families and 2 sites in northern Idaho. Family, site and the family x site interaction were significant sources of variation in the concentrations of sugar, starch, protein-precipitable tannins, and phenolics as well as in the phenolics: sugar ratio. Single-tree narrow-sense and family heritability estimates revealed that 20-24% of the variation in the phenolics:sugar ratio can be attributed to genetic differences, while around 60% of the variation in sugar concentrations can be attributed to genetic differences. Family and individual narrow-sense heritability estimates for 12-yr height growth were 0.62 and 0.54, respectively. While the correlation between height and the phenolics:sugar ratio was not significant, three families above the seventieth percentile in height growth expressed above average phenolics: sugar ratios at both sites. Should a high phenolics:sugar ratio prove effective in selecting genotypes for resistance to Armillaria infection, these results suggest that it would be possible to do so without sacrificing families with superior height growth in a tree improvement program. Gains could be made even more efficiently by selecting for low sugar concentrations.","Myszewski, J.H.; Fins, L.; Moore, J.A.; Rust, M.; Mika, P.G.",2000-04-01,,research; roots (plant components); trees; statistics;,research; roots (plant components); trees; statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Health and Nutrition,"Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Myszewski, J.H., L. Fins, J.A. Moore, M. Rust and P.G. Mika. 2000. IFTNC Supplemental Report No. 5. Variation in the Root Bark Chemistry of Douglas-fir. IFTNC, College of Natural Resources, Univ. of Idaho, Moscow.",Variation_in_the_Root_Bark_Chemistry_of_Douglas-fir_IFTNC_2000,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4829,4829,iftnc4829,pdf,iftnc4829.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4829.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4829_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4829_th.jpg
"The Effect of Nitrogen Fertilization, Rock Type, and Habitat Type on Individual Tree Mortality","An individual tree mortality model for nitrogen fertilized Douglas-fir (Pseudotsuga menziesii var. glauca [Beissn.] Franco) stands was developed using data from permanent research plots located throughout the inland Northwest. The proposed linear logistic model included the following independent variables: a dummy variable for the two habitat types, a set of dummy variables for the five rock types, a set of dummy variables for the three N fertilizer treatments, diameter at breast height, crown ratio, and crown competition factor. The results show that N fertilization, rock type, and habitat type significantly affect individual tree mortality. The probabilities of tree mortality on fertilized plots were greater than those on control plots and increased with increasing N fertilizer application  rates. Trees growing on granitic and metasedimentary rocks had lower foliar potassium concentration and exhibited greater probabilities of mortality than did those growing on other rocks. The probabilities of mortality for trees growing on sedimentary rocks were very low. Moist sites had lower soil fertility and produced higher mortality rates than dry sites. Furthermore, the N fertilization response ratio, defined as the annual mortality probability of a fertilized tree over the annual mortality probability of a unfertilized tree with identical tree and stand characteristics, was estimated based on the mortality model. The response ratios were nearly constant (about 1.4) across a range of tree diameters for all rock types with the 224 kg N treatment. The response ratios were also nearly constant (about 2.1) across a range of tree diameters for all rock types with the 448 kg N treatment. Finally, the mortality prediction model passed a validation test on independent data not used in model development.","Shen, G.; Hatch, C.R.; Moore, J.A.",2000-07-28,,research; data modeling; fertilizer; statistics;,research; data modeling; fertilizer; statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Geology - Nutrition and Productivity,Forest Science,Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Shen, G., J.A. Moore, and C.R. Hatch. 2001. The effect of nitrogen fertilization and rock type on individual tree mortality. For. Sci .47:203-213.",The_Effect_of_Nitrogen_Fertilization_Rock_and_Habitat_Type_on_Individual_Tree_Mortality_FS_047_002_2000,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4830,4830,iftnc4830,pdf,iftnc4830.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4830.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4830_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4830_th.jpg
The Effect of Habitat Type and Rock Type on Individual Tree Basal Area Growth Response to Nitrogen Fertilization,"Individual tree basal area increment models for nitrogen fertilized stands were developed using data from permanent research plots located throughout the Inland Northwest. Results show that tree size, stand density, habitat type, and rock type significantly interact to affect individual tree basal area growth response to nitrogen fertilization. Suppressed trees growing on moist habitat types and all rock types, except metasedimentary, exhibited greater relative response than did dominant or codominant trees growing in the same stand. However, suppressed trees growing on dry sites or on soils derived from granite rocks did not show different relative response than dominant or codominant trees growing in the same stand. This study quantitatively demonstrates that individual tree competitive relationships are significantly affected by rock type. Rock types proved to be useful in representing broad differences in a site's nutrient environment. Incorporating the new equations into individual tree growth and yield simulators would provide better representation of N fertilization response differences within a stand.","Shen, G.; Hatch, C.R.; Moore, J.A.",2000-01-01,,research; data modeling; fertilizer; statistics;,research; data modeling; fertilizer; statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Geology - Nutrition and Productivity,Canadian Journal of Forest Research,Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Shen, G., J.A. Moore and C.R. Hatch. 2000. The Effect of Habitat Type and Rock Type on Individual Tree Basal Area Growth Response to Nitrogen Fertilization. Can. J. For. Res. 30: 613-623.",The_Effect_of_Habitat_and_Rock_Type_on_Individual_Tree_Basal_Area_Growth_Response_to_N_Fertilization_CJFR_030_2000,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4831,4831,iftnc4831,pdf,iftnc4831.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4831.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4831_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4831_th.jpg
The Effect of Multi-nutrient fertilization on Understory Plant Diversity,"This study examined multi-nutrient fertilization effects on understory vegetation diversity at eight forested locations in the inland Northwest. Percent canopy covered by understory plant species of three growth forms (shrubs, forbs, grasses) and total understory were determined over a two year period following treatment. Two diversity indices (Shannon-Wiener index and Simpson's index) were used to quantify multi-nutrient fertilization effects on understory plant diversity. Multi-nutrient fertilization prescribed to increase overstory tree growth did not typically reduce understory vegetation diversity, rather diversity increased following fertilization on some sites. Understory composition at the time of treatment greatly determined fertilizalion effects on diversiry as follows: 1) if most species in the plant community responded relatively the same after treatment then diversity was unchanged even though total biomass increase may have been large; 2) if a highly responsive species was abundant prior to treatment. then diversity decreased following fertilization; and 3) if a highly responsive species was relatively rare prior to treatment, then diversity increased following fertilization. Multi-nutrient forest fertilization generally did not affect understory plant diversity, but where changes did occur diversity increases were more common than decreases.","VanderSchaaf, C.L.; Moore, J.A.; Kingery, J.L.",2000-08-10,,research; shrubs; grasses (plants); fertilizer; statistics;,research; shrubs; grasses (plants); fertilizer; statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Vegetation Management - Nutrition and Productivity,Northwest Science Association,Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"VanderSchaaf, C.L., J.A. Moore and J.L. Kingery. 2000. The Effects of Multi-Nutrient Fertilization on Understory Plant Diversity. Northwest Science. 74(4): 316-324.",The_Effect_of_Multi-Nutrient_Fertilization_on_Understory_Plant_Diversity_NWS_074_004_2000,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4832,4832,iftnc4832,pdf,iftnc4832.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4832.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4832_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4832_th.jpg
North Idaho Nutrition Guidelines by Rock Type,"This document was prepared as a guideline for foresters to use in determining appropriate nutrient management strategies for forest stands on various rock types in north Idaho and portions of northeastern Washington. The guidelines proposed in this document are based on both observational and experimental evidence compiled by the Intermountain Forest Tree Nutrition Cooperative (IFTNC) since its inception in 1980.  Nine digital geologic maps covering most of north Idaho and portions of northeastern Washington were compiled for this report. A location map showing the maps used in this compilation is shown in Appendix A. Four of these maps, the Headquarters, Missoula West, Kookia and Hamilton 1:100000 quadrangles, are in preliminary form. Expect the map units to change over time. Stands in these areas MUST be field checked for rock type before proceeding with nutrient management decisions. A listing of all rock units from each of the nine maps was extracted, for a total of approximately 435 rock units. Each of these rock units was assigned to one of 59 lithology groups, labeled as 'LITH_GRP' A complete listing of rock units by map is shown in Appendix D, along with a brief description and the corresponding lithology grouping. Each rock unit was also assigned to one of four broad categories, labeled 'CATEGORY.' These four categories include extrusive/ basaltic rocks, intrusive/ granitic rocks, metamorphic rocks, and mixed rocks.  The following section of the report discusses nutrient management strategies for each rock category. Within each category, the guidelines are further subdivided based on the lithology groupings. These guidelines are based on the current state of knowledge regarding rocks and forest growth. We fully expect these guidelines to be further refined with additional experience and experimentation.  Caveats: Geology maps are a useful tool in forest management. However, the user must be aware that geology maps were not developed for use at the forest stand level. We have found the updated north Idaho geology maps to be very good for giving a general idea of the rocks likely to be found in a particular area, and often the maps are precise to the stand level. Nonetheless, foresters must always verify the rock type in the field before considering fertilization options. The information included in this report is intended only to provide general guidelines to be considered in the formulation of silvicultural prescriptions.","Garrison-Johston, M.T.; Moore, J.A.",2001-07-30,,research; geological maps; fertilizer; forest management;,research; geological maps; fertilizer; forest management;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",,"Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Garrison-Johnston, M.T., and J.A. Moore. 2001. North Idaho Nutrition Guidelines by Rock Type: Version 1.1.* Corrected category lables. IFTNC College of Natural Resources, Univ. of Idaho, Moscow.",North_Idaho_Nutrition_Guidelines_By_Rock_Type_IFTNC_2001,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4833,4833,iftnc4833,pdf,iftnc4833.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4833.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4833_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4833_th.jpg
An Analysis of Douglas-fir Beetle Outbreak Occurrence as Related to Geology on the Idaho Panhandle National Forests,"Douglas-fir (Pseudotsuga menziesii) is a native conifer species which is widely distributed throughout the inland northwest of the United States. This species occurs across a variety of site conditions, and may grow in pure stands or in combination with other tree species common to the area. Douglas-fir is one of the most important timber-producing species in the  region.  A number of insects and diseases affect Douglas-fir stands in the region. Most are endemic to the area and experience natural cycles of buildup and decline. During the late 1990's, an endemic insect known as the Douglas-fir beetle (Dendroctonus pseudotsugae Hopkins) began to increase to epidemic proportions throughout much of northern Idaho and northeastern Washington. This beetle burrows into the tree's bark and lays eggs. The adults and larvae then feed on the phloem, usually girdling and killing the tree (Hagle et al. 1987). During 1996 and 1997, an average of 51 ha/yr (125 ac) were affected by new Douglas-fir beetle attacks. By 1998 approximately 479 ha (1185 ac) were affected, and in 1999, aerial surveys indicated that 31,093 ha (76,830 ac) were impacted. These outbreaks caused great concern, due largely to the increased fire danger caused by huge areas of dead timber. Furthermore, as populations built, the beetles were able to spread further and faster than normal, affecting both public and private timberland in the region. The Panhandle National Forests initiated emergency salvage logging operations in the region, both to reduce fire risk and to reduce the risk of beetles spreading to adjacent private lands.  Recent findings in forest health research have indicated that the bedrock geology underlying forest stands may play an important role in forest nutrition, and consequently may affect tree susceptibility to insects and disease. While direct relationships between rocks and forest stand health have not yet been established, we believe that such relationships exist. In the current study, Forest Service workers in north Idaho and northeastern Washington noted a tendency for Douglas-fir beetle outbreaks to occur more frequently on certain rock types than others, even though adjacent stands on other rock types seemed otherwise very similar. This analysis utilizes Forest Service data on forest vegetative cover and Douglas-fir beetle distribution in combination with geologic data to assess whether beetles favored stands on certain rock types.","Garrison-Johnston, M.T.; Moore, J.A.; Niehoff, G.",2001-04-01,,research; fire prevention; forest management; timber (lumber); wood borers (beetles); geological maps;,research; fire prevention; forest management; timber (lumber); wood borers (beetles); geological maps;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Geology - Nutrition and Productivity,"Intermountain Forest Tree Nutrition Cooperative, University of Idaho, College of Forest, Wildlife and Range Sciences, Moscow",Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"Garrison-Johnston, M.T., J.A. Moore, and G.J. Niehoff. 2001. An Analysis of Douglas-fir Beetle Outbreak Occurrence as Related to Geology on the Idaho Panhandle National Forests. IFTNC Supplemental Report No. 1. IFTNC College of Natural Resources, Univ. of Idaho, Moscow.",Analysis_of_DF_Beetle_Outbreak_Occurrence_Related_to_Geology_on_the_Idaho_Panhandle_National_Forests_IFTNC_2001,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4834,4834,iftnc4834,pdf,iftnc4834.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4834.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4834_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4834_th.jpg
The Effect of Multinutrient Fertilization on Understory Vegetation Annual Production,"This study quantified the effects of operational multinutrient fertilization on understory shrub, forb, and grass production in inland Northwest forests. Understory vegetation annual production increased at some sites while other sites showed no change or decreases following fertilizer treatments. The greatest understory response to fertilization occurred in low density, shade-intolerant, overstory-dominated stands. Understory vegetation response was lower under overstories dominated by more shade-tolerant conifers. Multinutrient fertilization produced increases in annual understory production of up to 2,400 lb/ac for combined understory growth forms over the entire growing season.","VanderSchaaf, C.L.; Moore, J.A.; Kingery, J.L.",2002,,research; shrubs; grasses (plants); fertilizer; statistics;,research; shrubs; grasses (plants); fertilizer; statistics;,,North and Central Idaho; Eastern Washington; Western Montana; Northeastern Oregon,"Intermountain West, USA",Forest Vegetation Management - Nutrition and Productivity,Western Journal of Applied Forestry,Intermountain Forest Tree Nutrition Cooperative (IFTNC) Collection,University of Idaho,"VanderSchaaf C.L., J.A. Moore, and J.L. Kingery. 2002. The effect of multi-nutrient fertilization on understory vegetation annual production. West. J. Appl. For. 17(3): 147-153.",The_Effect_of_Multinutrient_Fertilization_on_Understory_Vegetation_Annual_Production_WJAF_017_03_2002,,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This document is provided by the University of Idaho Library for use by University of Idaho students, staff, and faculty. All rights to the document linked from this metadata belong to the author, rights holder, and/or provider. For more information contact The Intermountain Forestry Cooperative, https://www.uidaho.edu/cnr/ifc",Documents,Text,application/pdf,eng,2014,Orginal paper copy scanned and combined into a .pdf by IFTNC,http://digital.lib.uidaho.edu:80/cdm/ref/collection/iftnc/id/4835,4835,iftnc4835,pdf,iftnc4835.pdf,https://objects.lib.uidaho.edu/iftnc/iftnc4835.pdf,https://objects.lib.uidaho.edu/iftnc/small/iftnc4835_sm.jpg,https://objects.lib.uidaho.edu/iftnc/thumbs/iftnc4835_th.jpg
