objectid,title,creator,recipient,date,archival_date,approximated_date,description,subject,location,idaho_county,address,latitude,longitude,source,identifier,format_original,type,format,finding_aid,digital_collection,contributing_institution,language,rights,rightsstatement,list,filename,display_template,object_location,image_small,image_thumb
ictws_0414,Letter about an ICTWS Request,"Barry, Cynthia Uptegraft","Creamer, Michael C.",1990-05-01,01 May 1990,,"Letter about an ICTWS request for information regarding communications about the trumpeter swans petition. Cynthia Barry responds that extended time is needed to collect the information, and a need for additional information about a fee waiver.",letters; requests; swans; petitions; fee waivers,"Boise, Idaho",Ada County,"Suite 200, Park Place, 277 No. 6th Street, Post Office Box 2720",43.61510603,-116.2030173,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-012,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-012.pdf,mg511_b02_f101-012.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-012.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-012_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-012_th.jpg
ictws_0415,Freedom of Act Information Request,"Buterbaugh, Galen L.","Creamer, Michael C.",1990-05-11,11 May 1990,,"Freedom of act information request letter about a document being withheld and its appeal process, and the request fee waiver being granted.",acts; legislation; requests; letters (correspondence); appeals; fee waivers,"Boise, Idaho",Ada County,"Suite 200, Park Place, 277 No. 6th Street",43.61476002,-116.2064798,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-013,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-013.pdf,mg511_b02_f101-013.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-013.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-013_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-013_th.jpg
ictws_0416,Letter to John Turner,"Creamer, Michael C.","Turner, John",1990-05-02,02 May 1990,,Letter to John Turner about additional information in support of the petition to list the Trumpeter Swans as threatened under the Endangered Species Act. Letter has handwritten comments and edits in black ink.,letters; information; petitions; swans; acts; legislation; comments; edits; handwritten,"Washington, D.C.",,"Interior Building, Room 3012, 18th and C Streets",38.90595765,-77.04096276,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-014,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-014.pdf,mg511_b02_f101-014.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-014.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-014_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-014_th.jpg
ictws_0417,Freedom of Information Act Request by The Wildlife Society Letter,"Creamer, Michael C.","Barry, Cynthia Uptegraft",1990-05-03,03 May 1990,,Freedom of Information Act Request by The Wildlife Society Letter which also includes discussion on a fee waiver and the content requested.,acts; legislation; requests; letters (correspondence); appeals; fee waivers; information,"Portland, Oregon",,"U.S. Fish and Wildlife Service, 1002 N.E. Holladay Street",45.52988816,-122.6554941,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-015,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-015.pdf,mg511_b02_f101-015.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-015.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-015_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-015_th.jpg
ictws_0418,Letter on trumpeter swans,"Buterbaugh, Galen L.","Connelly, Jack",1990-05-07,07 May 1990,,Letter on the trumpeter swans petition being denied the threatened species status.,letters; swans; petitions; status; wildlife,"Blackfoot, Idaho",Bingham County,1035 Surrey Lane,43.18044276,-112.36344,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-016,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-016.pdf,mg511_b02_f101-016.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-016.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-016_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-016_th.jpg
ictws_0419,Summary Petition Finding,"Bray, Olin E.",,1990-02-16,16 February 1990,,"Summary list and description on petition finding which includes information such as inadequate water flows, restricted habitats, regional trumpeter swan populations, restoration efforts, and survey results.",summaries; lists; petitions; information; water; habitats; regions; swans; restoration; surveys,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-017,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-017.pdf,mg511_b02_f101-017.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-017.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-017_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-017_th.jpg
ictws_0420,Ninety-day Finding on Petition to List the Rocky Mountain Population of the Trumpeter Swan,"Buterbaugh, Galen L.",Director,1990-03-09,09 March 1990,,Letter about the ninety-day finding on petition to list the rocky mountain population of the trumpeter swan.,act; legislation; swans; populations; birds (animals); weather; flow; rivers; water; petitions,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-018,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-018.pdf,mg511_b02_f101-018.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-018.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-018_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-018_th.jpg
ictws_0421,Ninety-day Petition Finding on Rocky Mountain Trumpeter Swan (Action Needed),Regional Director,FWS Director,1990-03-09,09 March 1990,,"Memorandum on ""Ninety-day Petition Finding on Rocky Mountain Trumpeter Swan (Action Needed).""",act; legislation; swans; populations; birds (animals); weather; flow; petitions; memorandums,,,Mail Stop 60153,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-019,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-019.pdf,mg511_b02_f101-019.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-019.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-019_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-019_th.jpg
ictws_0422,Federal Register Vol.55 No.81,,,1990-04-28,28 April 1990,,Documents from the Federal Register detailing writings pertaining to the Rocky Mountain Trumpeter Swan petition.,documents; government; records; petitions; swans,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-020,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-020.pdf,mg511_b02_f101-020.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-020.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-020_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-020_th.jpg
ictws_0423,1989-1990 winter RMP trumpeter swan observations and projections for 1990-91,"Shea, Ruth","Bray, Olin; Gomez, Dan",1990-03-24,24 March 1990,,"United States Government memorandum on ""1989-1990 winter RMP trumpeter swan observations and projections for 1990-91.""",government; memorandums; winters; swans,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-021,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-021.pdf,mg511_b02_f101-021.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-021.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-021_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-021_th.jpg
ictws_0424,Rocky Mountain Population of Trumpeter Swans Petition,"Garton, Edward O.","Plenert, Marvin L.",1989,,,"The Rocky Mountain Population of Trumpeter Swans petition with information including but not limited to the Endangered Species Act, Yellowstone, swan populations, Rocky Mountains, migration, and habitats.",swans; acts; laws; legislation; populations; migration; habitats,"Portland, Oregon",,"500 N.E. Multnomah Street, Suite 1692",45.531217,-122.6600723,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-022,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-022.pdf,mg511_b02_f101-022.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-022.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-022_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-022_th.jpg
ictws_0425,Letter to Kemper McMaster,"Garton, Edward O.","McMaster, Kemper",1989-08-09,09 August 1989,,"Letter to Kemper McMaster about directing Trumpeter Swans Petition correspondence to Blackfoot, Idaho since E.O. Garton leaves for Kenya as a Fulbright Scholar.",letters; petitions; mail; address,"Helena, Montana",,"Federal Building, 301 South Park",46.58429936,-112.0425139,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-023,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-023.pdf,mg511_b02_f101-023.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-023.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-023_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-023_th.jpg
ictws_0426,Enclosed Petition Copies,"Blair, Charles L.","Ball, Joe; Connelly, Jack; Plenert, Marvin L.; Oakleaf, Bob; Ryder, Tom; Lockman, Dave; Mickleson, Mick; Gale, Ruth; Weaver, Dave; Garton, Oz; Adderholt, Mike; Monda, Matt; Moroz, Paul; Synder, Jeff; Melquist, Wayne; Will, Gary; Franklin, Tom; Hansen, Jerome; McKinney, Terry; Dougherty, Tom; Griffith, Chuck; Franz, Tom; Reiswing, Barry",1989-03-02,02 March 1989; 01 March 1989; 03 March 1989,,Letters sent to multiples person about the Trumpeter Swan petition. Letters ask the recipients to review and return the petition with comments by the deadline.,letters; swans; petitions; comments,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-024,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-024.pdf,mg511_b02_f101-024.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-024.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-024_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-024_th.jpg
ictws_0427,Informational Document,"Sather-Blair, Signe",,1989,1989,1989,"A document with information including but not limited to the Wildlife Council, Trumpeter Swan Committee, Egin-Hamer Road Update, and Idaho Chapter Brochure. A small illustration on the right side of the document for a 1989 Idaho Outdoor Day.",documents; councils; committees; roads; brochures,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-025,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-025.pdf,mg511_b02_f101-025.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-025.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-025_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-025_th.jpg
ictws_0428,Letter of concerns for the Trumpeter Swans population,"Weaver, David K.","L. Plenert, Marvin",1989-03-24,24 March 1989,,"Letter of concerns for the Trumpeter Swans population. Concerns include population size, inadequate winter habitat, swan instinct to migrate, swan social behavior, and a North American Management Plan for Trumpeter Swans.",letters; swans; populations; habitats; migration; behavior; plans; management,"Portland, Oregon",,"500 NE Multnomah Street, Suite 1692",45.53126044,-122.6600796,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-026,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-026.pdf,mg511_b02_f101-026.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-026.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-026_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-026_th.jpg
ictws_0429,Wyoming Chapter Letter,"Blair, Charles L.","Ryder, Thomas J.",1989-03-07,07 March 1989,,Letter from the Wyoming Chapter of the Wildlife Society to the ICTWS about the Trumpeter Swans petition. The Wyoming Chapter delays stating a position on the Trumpeter Swan Threatened and/or Endangered classification.,letters; petitions; classification,"Boise, Idaho",Ada County,"700 Clearwater Lane, P.O. Box 8748",43.60224404,-116.1900159,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-027,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-027.pdf,mg511_b02_f101-027.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-027.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-027_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-027_th.jpg
ictws_0430,Letters concerning a Freedom of Information Act request,"Buterbaugh, Galen L.; Creamer, Michael C.","Connelly, J.W.; Turner, John; Buterbaugh, Galen; Plenert, Marvin",1990-04-25,25 April 1990,,Letters concerning a Freedom of Information Act request. The first letter to Jack Connelly from Galen Buterbaugh states that their office will need an extension as their office is in the process of moving so the request will take longer. The second letter is the original message about the aforementioned Freedom of Information Act request which Bauterbaugh is responding to.,letters; acts; legislation; requests; extensions,"Blackfoot, Idaho",Bingham County,1035 Surrey Lane,43.18055586,-112.3634415,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-028,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-028.pdf,mg511_b02_f101-028.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-028.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-028_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-028_th.jpg
ictws_0431,Letter and Document on Final Environmental Assessment,"Bauer, Richard D.",,1990-12-17,17 December 1990,,"Letter and Document on Final Environmental Assessment. Letter provides context for the FEA document, ""Winter Protection of Rocky Mountain Trumpeter Swan Population Southeast Idaho Refuge Complex.""",letters; documents; swans; populations,,,,,,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-029,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-029.pdf,mg511_b02_f101-029.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-029.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-029_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-029_th.jpg
ictws_0432,Letter on Trumpeter Swans Petition Finding,"Creamer, Michael C.","Turner, John",1990-09-14,14 September 1990,,"Letter on Trumpeter Swans petition finding. The letter has information including but not limited to the winter range expansion efforts, Henry's Fork, FWS, Buffalo River, Island Park Reservoir, minimum flow, funding, and Flyaway Council.",letters; swans; petitions; ranges; expansions; rivers; reservoirs; funding,"Washington, D.C.",,"Interior Building, Room 3012, 18th and C Streets",38.90626043,-77.03270977,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-030,letter,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-030.pdf,mg511_b02_f101-030.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-030.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-030_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-030_th.jpg
ictws_0433,Minutes from Trumpeter Swan Working Group Meeting,"Herbert, Jeff","Connelly, Jack",1990-06-05,05 June 1990,,"Minutes from Trumpeter Swan working group meeting. Letter and minutes meeting document information includes but is not limited to future meetings, winter monitoring, expansion efforts, expanded winter range inventory, water negotiations, icing model, and Harriman park management efforts.",meetings; summaries; letters (correspondence); documents; winters; inventories; water; parks; management,"Blackfoot, Idaho",Bingham County,1035 Surrey Lane,43.18047363,-112.3634443,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-031,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-031.pdf,mg511_b02_f101-031.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-031.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-031_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-031_th.jpg
ictws_0434,Letter and Document on a Federal Register Notice,"Buterbaugh, Galen L.","Connelly, Jack",1990-05-07,07 May 1990,,Letter and Document on a Federal Register notice. Document from the Federal Register detailing writings pertaining to the Rocky Mountain Trumpeter Swan petition.,documents; government; records; petitions; swans; letters (correspondence),"Blackfoot, Idaho",Bingham County,1035 Surrey Lane,43.18047363,-112.3634443,"Idaho Chapter of the Wildlife Society collection 1960-2017, MG 511, University of Idaho Library Special Collections and Archives",mg511_b02_f101-032,document,Text,application/pdf,https://archiveswest.orbiscascade.org/ark:80444/xv515081,Idaho Chapter of the Wildlife Society Collection,University of Idaho Library,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,mg511_b02_f101-032.pdf,mg511_b02_f101-032.pdf,pdf,https://objects.lib.uidaho.edu/ictws/mg511_b02_f101-032.pdf,https://objects.lib.uidaho.edu/ictws/small/mg511_b02_f101-032_sm.jpg,https://objects.lib.uidaho.edu/ictws/thumbs/mg511_b02_f101-032_th.jpg
