objectid,title,creator,date,document_type,description,subject,uief_unit,location,latitude,longitude,section,township,range,stand_number,publisher,department,source,catalog_link,call_number,identifier,rights,rightsstatement,type,format,language,notes,filename,display_template,object_location,image_small,image_thumb
uief_0177,Occupancy of Red-Naped Sapsuckers in a Coniferous Forest: Using LiDAR to Understand Effects of Vegetation Structure and Disturbance,"Holbrook, Joseph D.; Vierling, Kerri T.; Vierling, Lee A.; Hudak, Andrew T.; Adam, Patrick",2015-11-02,Research Article,"Red‐naped sapsuckers (Sphyrapicus nuchalis) are functionally important because they create sapwells and cavities that other species use for food and nesting. Red‐naped sapsucker ecology within aspen (Populus tremuloides) has been well studied, but relatively little is known about red‐naped sapsuckers in conifer forests. We used light detection and ranging (LiDAR) data to examine occupancy patterns of red‐naped sapsuckers in a conifer‐dominated system. We surveyed for sapsuckers at 162 sites in northern Idaho, USA, during 2009 and 2010. We used occupancy models and an information‐theoretic approach to model sapsucker occupancy as a function of four LiDAR‐based metrics that characterized vegetation structure and tree harvest, and one non‐LiDAR metric that characterized distance to major roads. We evaluated model support across a range of territory sizes using Akaike's information criterion. Top model support was highest at the 4‐ha extent, which suggested that 4 ha was the most relevant scale describing sapsucker occupancy. Sapsuckers were positively associated with variation of canopy height and harvested area, and negatively associated with shrub and large tree density. These results suggest that harvest regimes and structural diversity of vegetation at moderate extents (e.g., 4 ha) largely influence occurrence of red‐naped sapsuckers in conifer forests. Given the current and projected declines of aspen populations, it will be increasingly important to assess habitat relationships, as well as demographic characteristics, of aspen‐associated species such as red‐naped sapsuckers within conifer‐dominated systems to meet future management and conservation goals. Habitat relationships of red‐naped sapsuckers have been well studied within aspen‐dominated stands, however, little is known in conifer‐dominated forests. We used LiDAR data to assess occupancy of red‐naped sapsuckers in a conifer‐dominated forest. Our results indicate that structural diversity at intermediate territory sizes is the most influential factor influencing occupancy, which has implications for forest manipulations such as logging.",UIEF; red-naped sapsucker; Sphyrapicus nuchalis; LiDAR; coniferous forest; occupancy model; information-theoretic approach; habitat relationships; forest ecology; wildlife,,UIEF,46.803,-116.868,,,,,Wiley,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_6102520,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0178,Belowground Carbon Fluxes and Changing Climatic Conditions: Evaluating Responses and Improving Mechanistic Modeling,"Berardi, Danielle M.",2018-05,Dissertation,"Forests have an important role in the global carbon cycle, are a known regulator of climate, and are valued globally for the ecosystem services they provide to society. It is critical to improve our understanding about the exchange of carbon dioxide between forest ecosystems and Earth’s atmosphere. Specifically, there is a need for improved mechanistic understanding of the component fluxes of soil respiration (Rs): autotrophic respiration (Ra; roots and associated mycorrhizae) and heterotrophic respiration (Rh; free-living soil microbes and soil fauna involved in decomposition). We examined the responses and relative contributions of these components to manipulated soil moisture. We found that heterotrophic respiration significantly responds to moisture additions regardless of season while autotrophic respiration did not. We also found that widely used and accepted methods for survey measurements (versus automated) were not sufficient to build relationships with abiotic factors for diurnal, monthly, and annual scaling, thus eliminating commonly used gap-filling procedures. Because survey measurements are often used to validate model results, it is critical that they be done over varying time periods (some diurnal) and be paired with automated measurements. When comparing our experimental data to modeled results, we found that DayCent, a daily time-step process-based biogeochemical model, underestimates annual heterotrophic respiration by several magnitudes compared to our temperate mixed conifer forest site. This is likely because DayCent, like most traditional ecosystem models, simulates decomposition through first order kinetics which inadequately represents microbial processes. Recent research has found that including microbial mechanisms explains 20 percent more spatial heterogeneity. We manipulated the DayCent heterotrophic respiration model to include a more mechanistic representation of microbial dynamics and compared the new model with our continuous and survey observations. By using a more representative and fully calibrated model of soil carbon dynamics, we are better able to predict feedbacks between climate and soil carbon pools to inform decisions and provide benefits to society through improvements to ecosystem modeling.",UIEF; global carbon cycle; carbon flux; belowground carbon; forest carbon exchange; soil respiration; forest ecology,,UIEF,46.801,-116.81,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_2115821269,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0179,Impacts of Post-Thinning Biomass Removal and Soil Amendments on Forest Productivity in Northern Idaho,"Sherman, Lauren A.",2017,Dissertation,"A lack of forest management has led to millions acres of overstocked forests in the northwest United States. Thinning forests increases stand resistance to wildfire, pests, and disease. Traditional forest management leaves thinned trees on site as slash. Forest slash provides stable conditions and supplies nutrients to the soil. Biomass removal from thinning can be used for cellulosic biofuel production. Biomass removal can provide environmental, financial, and ecosystem benefits, though biomass removal may decrease forest productivity and disrupt soil biological properties. Soil amendments can be used to mitigate effects of biomass removal by altering soil properties to increase forest productivity. Biochar is an amendment that adds carbon to the soil and increases water-holding capacity, while fertilizer can improve forest production and replace nutrients removed in biomass. This thesis examines the effect of post-thinning biomass retention levels on forest growth, as well as responses to fertilizer and biochar soil amendments.",UIEF; biomass removal; thinning; soil amendment treatments; forest management; fertilizer; biochar; forest ecology,,UIEF,46.869607,-116.733856,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_1927697519,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0180,"Alternative Bioenergy: Small Scale Pellet Production from Forest Residues","Cochran, Audra S.",2016-07,Dissertation,"Forests can readily supply feedstock for alternative bioenergy production. Feedstock removal has the potential to benefit forest health and provide ecosystem services, while also generating profit for landowners, contractors and forest managers. However, many landowners are faced with the challenge of managing forest residuals to meet slash compliances and fire regulations. Currently, most residuals are burned or left on site to decompose. Every year, the north-central Idaho region produces over 16 million dry tons of unutilized forest residues. In a time where alternative energy sources are growing in demand, new approaches to utilize these residuals for bioenergy production are being examined. One approach is a portable, small-scale wood pellet mill that can be taken directly to the logging site. Utilizing forest residues for pellet production reduces residue burning and its potential negative impacts on air quality. This presentation focuses on the quality of wood pellets manufactured by a portable wood pellet mill utilizing various forms of forest residuals.",UIEF; feedstock; bioenergy; biofuel; feedstock removal; forest health; forest residuals; residual; slash management; wood pellets; pellet mill; forest products,,UIEF,46.5026,-116.1437,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_1831570186,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0181,Local and Landscape Effects on Butterfly Density in Northern Idaho Grasslands and Forests,"Pocewicz, Amy; Morgan, Penelope; Eigenbrode, Sanford D.",2009-12,Research Article,"Understanding butterfly response to landscape context can inform conservation management and planning. We tested whether local-scale resources (host and nectar plants, canopy cover) or landscape context, measured at two scales, better explained the densities of four butterfly species. The density of Coenonympha tullia, which has host plants strongly associated with grassland habitats, was positively correlated with the amount of grassland in 0.5- and 1-km radius landscapes and only occurred in forests when they bordered grasslands. For the other species, Celastrina ladon, Cupido amyntula, and Vanessa cardui, local-scale resources better explained butterfly densities, emphasizing the importance of local habitat quality for butterflies. These three species also used host plants that were distributed more heterogeneously within and among habitat types. Our findings demonstrate the importance of host plant spatial distributions when determining the scale at which butterfly density relates to resources, and we recommend that both these distributions and landscape context be evaluated when developing butterfly monitoring programs, managing for species of concern, or modeling potential habitat.",UIEF; butterfly density; grassland management; forest management; butterfly response; conservation management; Coenonympha tullia; Celastrina ladon; Cupido amyntula; Vanessa cardui; habitat quality; forest entomology,,UIEF,46.869607,-116.733856,,,,,Springer Netherlands,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_miscellaneous_902346772,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0182,Using Climate-FVS to Project Landscape-Level Forest Carbon Stores for 100 Years from Field and LiDAR Measures of Initial Conditions,"Gálvez, Fabián B.; Hudak, Andrew T.; Byrne, John C.; Crookston, Nicholas L.; Keefe, Robert F.",2014-02,Research Article,"Forest resources supply a wide range of environmental services like mitigation of increasing levels of atmospheric carbon dioxide (CO2). As climate is changing, forest managers have added pressure to obtain forest resources by following stand management alternatives that are biologically sustainable and economically profitable. The goal of this study is to project the effect of typical forest management actions on forest C levels, given a changing climate, in the Moscow Mountain area of north-central Idaho, USA. Harvest and prescribed fire management treatments followed by plantings of one of four regionally important commercial tree species were simulated, using the climate-sensitive version of the Forest Vegetation Simulator, to estimate the biomass of four different planted species and their C sequestration response to three climate change scenarios. Results show that anticipated climate change induces a substantial decrease in C sequestration potential regardless of which of the four tree species tested are planted. It was also found that Pinus monticola has the highest capacity to sequester C by 2110, followed by Pinus ponderosa , then Pseudotsuga menziesii , and lastly Larix occidentalis. Variability in the growth responses to climate change exhibited by the four planted species considered in this study points to the importance to forest managers of considering how well adapted seedlings may be to predicted climate change, before the seedlings are planted, and particularly if maximizing C sequestration is the management goal.",UIEF; forest products; forest resources; LiDAR; land change predictions; forest carbon; carbon storage; FVS; forest vegetation simulator; forest ecology,,UIEF,46.869607,-116.733856,,,,,Springer International Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_pubmedcentral_primary_oai_pubmedcentral_nih_gov_3933049,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0183,Photosynthetic Refixation in Branches of Western White Pine,"Cernusak, L.A.; Marshall, J.D.",2000-06,Research Article,"We investigated the functional controls on light-dependent refixation of respired CO2 in photosynthetic bark of Western White Pine (Pinus monticola Dougl. ex D. Don) branches. Gross photosynthesis increased with increasing intensity of photosynthetically active radiation (PAR) to > 2000 μmol m-2 s-1 and with increasing bark surface temperature from 15 to > 45 ⚬C. Maximum observed refixation rates were 76 ± 3% (mean ± SE) of dark respiration. At a given temperature and irradiance, dark respiration rate was the physiological parameter that correlated most strongly with gross photosynthesis (R = 0.89, P < 0.0001, n = 43). Dark respiration rates varied 20-fold among branches. Over this range, refixation averaged 55 ± 2% of dark respiration at 25 ⚬C and 1000 μmol PAR m-2 s-1. However, refixation was not correlated with internal CO2 concentrations in illuminated branches; these concentrations remained fairly constant. Specific bark area, bark conductance to water vapour, bark chlorophyll a/b ratio, and bark nitrogen concentration varied markedly with canopy depth in mature trees. Results are summarized in a simple model of refixation driven by light, temperature and dark respiration rate. The model may prove useful in assessing the quantitative significance of refixation in the carbon balance of forest trees.",UIEF; photosynthetic refixation; western white pine; carbon refixation; respiration; gross photosynthesis; net photosynthesis; dark respiration; forest ecology,,UIEF,46.833333,-116.716667,,,,,British Ecological Association,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_webofscience_primary_000088938600004,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0184,From the Laboratory to the Field: Investigating the Effect of Biochar on Forest Insects,"Rice, Stacey Lee",2022-08,Dissertation,"Insects provide numerous ecosystem services in a forest environment, such as pollination, nutrient cycling, as well as providing disturbance. Defoliating lepidoptera such as Douglas-fir tussock moth (Orgyia pseudotsugata Lepidoptera: Erebidae) attack healthy trees, predominantly true firs (Abies sp.), Douglas-fir (Pseudotsuga menziesii (Mirb.) Franco), and spruce (Picea sp.), and convert tree foliar biomass into frass, contributing soil organic matter within the forest ecosystem that benefit soil organisms. In outbreak years, high densities of O. pseudotsugata may consume all available foliage. Defoliation of large forest stands allows for light to penetrate to the undergrowth and accelerate the regenerative succession of the forest stand. Wood boring insects including bark beetles help to cycle nutrients by increasing the rate of breakdown of woody material which also contributes to accumulation of soil organic matter. Biochar is a carbon-rich material made via thermochemical decomposition of organic matter in a high temperature, low oxygen environment. Biochar can be created from many types of organic material such as discarded slash material during logging of overstocked stands or beetle killed trees, and used as a soil amendment to restore degraded soils. Biochar has been used to sequester carbon, and to increase soil water holding capacity and plant available water. Forest insects may be exposed to biochar when the material is applied to surface organic horizons and downed trees. The results of recent laboratory studies show a potential negative effect on insects exposed to biochar material, although field experiments are necessary to establish how insects are affected by the application of biochar in a forest system. In the first experiment, direct exposure of O. pseudotsugata to biochar either on the surface of or incorporated within synthetic diet negatively affected survival and weight gain of the insects. Although the physiological effects of biochar are unknown, the low 10% volume/volume biochar treatment potentially may lead to compensatory feeding by the insects. Two field experiments were performed using sections (bolts) of ponderosa pine (Pinus ponderosa Lawson & C. Lawson), to determine if biochar applied to the bark surface (1) interfered with attack or emergence of the pine engraver beetle Ips pini (Say) (Coleoptera: Curculionidae: Scolytinae) when bolts were baited with a pheromone lure, or (2) altered species richness or abundance of insect assemblages on non-baited bolts. Similar mean density of nuptial chambers and emergence indicated both control and biochar treated bolts were suitable habitat for I. pini. Species richness was greater in the non-treated control bolts compared to the bolts treated with biochar for emerged insects in the test that compared bolts that did not receive a pheromone treatment. Red turpentine beetles, Dendroctonous valens (LeConte) (Coleoptera: Curculionidae: Scolytinae) were more abundant in non-treated control bolts as compared with the biochar treated bolts. Colonization by other insect taxa were not found to be significantly different between non-treated control bolts and bolts treated with biochar, although the insects that emerged from each bolt varied.",UIEF; biochar; forest insects; forest ecology; defoliation; forest canopy gaps; carbon sequestration; forest entomology,West Hatter Creek,UIEF; West Hatter Creek,46.83675,-116.863583,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_2712893373,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0185,"Spatially Explicit Simulation Modeling of Local, Regional and International Bioenergy Scenarios in the Northern Rockies","Jacobson, Ryan",2015-12,Dissertation,"I reviewed literature on biomass modeling (Chapter 1) and evaluated production rates and costs for a continuous monoline system removing slash from Pre-Commercially Thinned stands on the UI Experimental Forest (Chapter 2). Optimal line spacing was 34m and treatment costs were $1290.90 per acre on a Scheduled Machine Hour basis. In Chapter 3, I describe development of the Forest Residue Economic Assessment Model (FREAM). FREAM links GIS and dynamic modeling of bioenergy supply chains. A factorial modeling experiment with 20 cities as replicates was conducted. 3 feedstock use scenarios were simulated: local, catalytic pyrolytic production of gasoline (181,437 Mg yr-1); regional, biochemical production of bio-jet (725,748 Mg yr-1); and pellet production for international markets (272,155 Mg yr-1). Pellets cost the least ($10.51 GJ-1), followed by gasoline ($22.33 GJ-1) and bio-jet ($35.83 GJ-1). Total costs and capital costs differed for all pairwise scenario comparisons (p < 0.0001). Transportation costs differed between all three scenarios (p < 0.0001).",UIEF; biomass modeling; slash management; PCT; pre-commercial thinning; bioenergy; FREAM; Forest Residue Economic Assessment Model; forest ecology,West Hatter Creek,UIEF; West Hatter Creek,46.83765,-116.824734,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_1760613989,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0186,Volatile Pheromones and Community Structure of the Cerambycidae (Insecta: Coleoptera) in Western Idaho,"Lyons-Yerion, Claudia D.",2021-05,Dissertation,"Research over the last 15 years has revealed widespread parsimony of a number of highly conserved pheromone motifs within the Cerambycidae (Insecta: Coleoptera). These conserved pheromones have been exploited to develop synthetic volatile pheromone lures, which has led to the emergence of pheromone-baited trapping as a valuable tool to capture and study cerambycids. We used pheromone-baited traps in 2014 to 2016, including traps baited with conserved pheromone motifs, to collect field data in western Idaho to address existing knowledge gaps in pheromone-based interactions and community ecology of cerambycids in the Pacific Northwest and Intermountain Region of the United States. Our overall objective was to utilize pheromone-baited trapping to examine the species composition, richness, diversity, evenness and community dynamics within and among cerambycid assemblages at sites in western Idaho and to examine the possible role of volatile pheromones in these parameters. Our trapping bioassays captured two species, Centrodera dayi Leech (Lepturinae: Rhagiini) and Phymatodes (Phymatodes) vulneratus (LeConte) (Cerambycinae: Callidiini) that represented new state records for Idaho. Analysis of headspace volatiles collected from captured beetles demonstrated (R)-2-methylbutan-1-ol to be a male-produced volatile pheromone for Phymatodes dimidiatus (Kirby). Our trapping results indicated that flight periods overlapped for P. dimidiatus, Phymatodes hirtellus (LeConte), Phymatodes nitidus LeConte and P. (P.) vulneratus (LeConte) (Cerambycinae: Callidiini) for sites and years combined, while flight periods of the sympatric species P. dimidiatus, P. hirtellus and P. nitidus also overlapped at the same site and year. Given this overlap in flight periods, these species may be utilizing other biological and/or behavioral mechanisms to ensure reproductive isolation. Our trapping results suggested a regional split between populations of Tragosoma harrisii LeConte and T. soror Laplante (Prioninae: Meroscelisini) within Idaho, with T. harrisii captured in higher numbers in the northern portion and T. soror captured in higher numbers in the southern portion of the region sampled. The flight periods of T. harrisii and T. soror overlapped at all site-year replicates where both species were captured, suggesting that flight period phenology was not being used as a mechanism to maintain reproductive isolation between these species. A likely mechanism is the utilization of opposite enantiomers of the (2,3)-hexanediol pheromone structure. Additional analyses testing attraction among 13 synthetic volatile pheromone lures found a significant treatment effect for nine cerambycid species. Likely attractants for two of the species were racemic 3-hydroxyoctan-2-one for Clytus planifrons (LeConte) (Cerambycinae: Clytini), and racemic 2-methylbutan-1-ol for Xylocrius agassizi (LeConte) (Cerambycinae: Callidiini). The results for our cerambycid community analysis comparing the Shannon diversity index (H’), species richness (S’) and the Shannon evenness (J’) index found that all three measures differed among site-years, while the analyses for species richness, diversity and evenness of cerambycid captures among pheromone treatments across all site-years showed a significant difference among treatments only for species evenness. We describe a method to develop a region-specific, multi-component pheromone lure that maximizes the capture of total cerambycid species, which can also target individual species of interest. Such a method could produce a cost-effective lure to monitor cerambycid communities and potential invasive and/or rare or endangered species in western Idaho and other regions.",UIEF; pheromones; pheromone trapping; pheromone lures; Cerambycidae; entomology; bait trapping; pheromone baiting; forest entomology,,UIEF,46.858483,-116.72425,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_2544058525,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0187,A Comparison of Regional and Site Specific Biomass Equations for Three North Idaho Conifers,"Abbott, Ann M.",2017-08,Dissertation,"Predictive equations were developed, influenced by pipe model theory to predict both individual branch and total tree branch biomass, branch wood biomass, leaf biomass, leaf area and specific leaf area for grand fir ( Abies grandis), Douglas-fir (Pseudotsuga menziesii (Mirb.) Franco var. glauca), and western hemlock ( Tsuga heterophylla) in north Idaho, USA based on observations representing range of variability in mixed species stands. Based on two randomly selected branches from each of four crown quarters, both full and reduced models were generated to predict branch quantities, however the reduced models were nearly as good as the full models. The reduced branch level equations were then scaled to generate whole tree biomass and leaf area estimates from which both full and reduced models were developed. All of our models were able to explain a large amount of variability in crown biomass components, resulting in an improved ability to explain crown biomass in these three species.",UIEF; biomass; pipe model theory; branch biomass; biomass prediction; crown biomass; branch biomass; forest ecology,,UIEF,46.869607,-116.733856,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_1935558359,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0188,Correcting for Spatial Autocorrelation in Sequential Sampling,"Robinson, Andrew P.; Hamann, Jeff D.",2008-07-09,Research Article,"Sequential sampling is attractive because it permits the user to choose, and efficiently achieve, desired confidence interval lengths. Sequential sampling has been broadly applied in the inventory of ecological resources. Using case studies and simulations, we demonstrate that estimates of the population mean that are derived from sequential sampling can be overconfident if the population is autocorrelated, that is, that the confidence intervals are too short. We test a model-based correction designed to ameliorate this effect of autocorrelation upon the estimates of confidence intervals from sequential sampling. The correction is useful in realistic situations. Among the scenarios we tested, better confidence interval coverage was achieved with larger sample sizes, and coverage rates were poor at smaller sample sizes. Nominal coverage could be attained even when the wrong model was used, although only at the cost of requiring a much higher average sample size. Synthesis and applications. If sequential sampling is naively applied in a population that has autocorrelation, then confidence intervals for population parameters will be too short, and the usefulness of the sample will be overestimated. We recommend using a correction to lengthen the estimated confidence intervals. Our results suggest that this correction requires a substantial sample size, up to several hundred units, in order to provide nominal coverage. Sequential sampling seems risky in autocorrelated populations if the realized sample size is small.",UIEF; population sampling; sequential sampling; ecology; inventory; forest inventory; forest operations,,UIEF,46.869607,-116.733856,,,,,Blackwell Publishing Ltd.,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_gale_infotracacademiconefile_A181126603,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0189,Canopy Characteristics and Growth Rates of Ponderosa Pine and Douglas-fir at Long-Established Forest Edges,"Sherich, K.; Pocewicz, A.; Morgan, P.",2007-11-01,Research Article,"Trees respond to edge-to-interior microclimate differences in fragmented forests. To better understand tree physiological responses to fragmentation, we measured ponderosa pine (Pinus ponderosa Dougl. ex P. & C. Laws) and Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco) leaf area, crown ratios, sapwood area, basal area (BA) growth rates, and BA growth efficiency at 23 long-established (>50 year) forest edges in northern Idaho. Trees located at forest edges had more leaf area, deeper crowns, higher BA growth rates, and more sapwood area at breast height than interior trees. Ponderosa pine had significantly higher BA growth efficiency at forest edges than interiors, but Douglas-fir BA growth efficiency did not differ, which may relate to differences in photosynthetic capacity and drought and shade tolerance. Edge orientation affected BA growth efficiency, with higher values at northeast-facing edges for both species. Edge effects were significant even after accounting for variation in stand density, which did not differ between the forest edge and interior. Although edge trees had significantly greater canopy depth on their edge-facing than forest-facing side, sapwood area was evenly distributed. We found no evidence that growing conditions at the forest edge were currently subjecting trees to stress, but higher leaf area and deeper crowns could result in lower tolerance to future drought conditions.",UIEF; microclimate; fragmented forests; forest edge microclimates; canopy depth; sapwood area; silviculture,,UIEF,46.869607,-116.733856,,,,,NRC Research Press,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_webofscience_primary_000252595400004,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0190,Foliar Sulfate-Sulfur as a Nutrient Diagnostic Tool for Interior Douglas-fir,"Schmalz, Heidi J.; Coleman, Mark D.",2011-07,Research Article,"Foliar diagnostic tools have been used with varying success to identify limiting nutrients in Douglas-fir (Pseudotsuga menziesii [Mirab.] Franco var. glauca [Beissn.] Franco). The mechanisms of sulfur and nitrogen metabolism in plants enable the measurement of nutrient fractions that may yield more informative results. Measurements of sulfate-sulfur in conifer foliage have shown potential as a diagnostic tool for predicting tree response to nitrogen fertilization. Using archived samples and data from previously established fertilizer trials in northern Idaho, we tested the relationship between foliar sulfate-sulfur concentrations in unfertilized trees and 2-year growth response to nitrogen fertilization in Rocky Mountain Douglas-fir (P. menziesii [Mirab.] Franco var. glauca [Beissn.] Franco). Sulfate-sulfur concentrations explained 42% of the variability in growth response, compared with 17% for the total nitrogen to sulfur ratio. Sulfate-sulfur concentrations were variable within sites, presenting a challenge to the feasibility of sampling. Our results suggest that further controlled research would aid in development of sulfate-sulfur as a foliar diagnostic tool.",UIEF; limiting nutrients; Douglas-fir; pseudotsuga menziesii; sulfate-sulfur; conifers; tree response; nitrogen fertilization; nitrogen; foliar diagnostics; silviculture,,UIEF,46.869607,-116.733856,,,,,Society of American Foresters,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_880110213,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
uief_0191,Towards Intra-Seasonal Estimation of Forest Net Primary Productivity: Evaluating Automated Dendrometers for High-Temporal Resolution Woody Growth Signals,"Stenzel, Jeffrey A.",2016-12,Dissertation,"In the face of increased drought intensities associated with global climate change, improved understanding of forest carbon cycle responses requires novel monitoring techniques that evaluate forest processes at intra-seasonal resolutions. This study employed automated dendrometers in a northern Rocky Mountain ecosystem in order to estimate forest woody Net Primary Productivity (NPP), a carbon flux which has not previously been measured in step with ecosystem model outputs or other readily measured carbon fluxes. Site-specific patterns of multi-scale stem circumference variation in the context of summer drought stress were first characterized in order to develop a protocol for NPP estimation in dry environments. Subsequent NPP profiles were offset to later in the summer than volume growth profiles due to continual density increases and revealed species-specific timing in relation to mid-summer drought. Study findings highlighted a methodological path towards widespread implementation of more comprehensive carbon flux accounting that includes NPP estimation.",UIEF; drought effects; NPP; net primary production; forest carbon; carbon cycle; carbon flux; forest NPP; stem circumference; forest ecology,,UIEF,46.869607,-116.733856,,,,,ProQuest Dissertations Publishing,"Forest, Rangeland, and Fire Sciences",,https://alliance-uidaho.primo.exlibrisgroup.com/permalink/01ALLIANCE_UID/1km8i79/cdi_proquest_journals_1866349224,,,"In copyright, educational use permitted.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Text,,en,,,record,,,
